ZIP_CODE,MEDIAN_HOUSEHOLD_INCOME,MEAN_HOUSEHOLD_INCOME,
82440,55579,71908,
82441,47636,63783,
82442,53686,81843,
82443,42768,53059,
82450,54358,72155,
82501,47788,60672,
82510,51116,59564,
82512,39398,50242,
82513,38486,63873,
82514,39398,50242,
82515,52816,61640,
82516,45407,55182,
82520,49108,58756,
82523,55936,65052,
82601,50586,62953,
82604,61844,74269,
82609,50944,73835,
82620,76666,90485,
82630,77538,91702,
82633,53428,65846,
82635,57434,66215,
82636,63260,87105,
82637,57321,67271,
82638,77538,91702,
82639,49114,65152,
82640,47578,63779,
82642,55728,65184,
82643,57434,66215,
82644,30134,41202,
82646,77538,91702,
82648,77538,91702,
82649,53837,62775,
82701,53600,61676,
82710,50180,58622,
82711,51724,61876,
82712,46848,51597,
82714,49394,56964,
82716,67575,78431,
82718,84197,92820,
82720,51715,61858,
82721,52106,62682,
82723,52440,71016,
82725,71962,78474,
82727,75939,85397,
82729,47156,52334,
82730,52431,70787,
82731,71962,78474,
82732,87033,98100,
82801,81981,103361,
82831,58017,73201,
82832,55392,73476,
82833,57576,76186,
82834,45525,61248,
82835,57576,76186,
82836,57182,68869,
82837,57576,76186,
82838,57182,68869,
82839,57182,68869,
82842,57576,76186,
82844,57182,68869,
82845,57576,76186,
82901,72663,82105,
82922,70164,82633,
82923,70051,85951,
82925,70594,90251,
82929,57196,70741,
82930,56871,68061,
82932,73044,95667,
82933,66500,69012,
82934,57196,70741,
82935,68798,77771,
82936,66500,69012,
82937,66500,69012,
82938,82181,84880,
82939,66500,69012,
82941,70013,87081,
82942,73044,95667,
82943,53644,58953,
82944,65518,69698,
82945,73044,95667,
83001,69108,98010,
83011,82894,147861,
83012,82894,147861,
83013,82894,147861,
83014,67956,106793,
83025,82894,147861,
83101,56892,67975,
83110,56543,59229,
83111,99426,110497,
83112,2904,3042,
83113,70263,79703,
83114,48750,56362,
83115,70164,82621,
83116,57802,69272,
83119,56833,59533,
83120,44059,52500,
83121,57802,69272,
83122,56833,59533,
83123,48750,56362,
83124,48750,56362,
83126,56833,59533,
83127,91,95,
83201,44067,55000,
83202,47374,56483,
83203,30229,36174,
83204,47917,58340,
83209,43219,62083,
83210,44291,57148,
83211,37498,51292,
83212,49794,51719,
83213,39413,49322,
83214,50439,58381,
83215,44291,57148,
83217,46027,54448,
83218,45763,55416,
83220,44589,53336,
83221,46201,57635,
83223,44589,53336,
83226,41879,50212,
83227,41910,50235,
83228,40779,53395,
83232,40779,53395,
83233,37029,45718,
83234,50439,58381,
83235,43315,50172,
83236,45923,55894,
83237,48207,56533,
83238,37029,45718,
83239,44457,53203,
83241,46014,54445,
83243,44599,47202,
83244,39413,49322,
83245,74107,86607,
83246,50439,58381,
83250,50439,58381,
83251,41910,50235,
83252,44599,47202,
83253,43788,50151,
83254,37936,46632,
83255,40080,49566,
83261,44589,53336,
83262,53870,61083,
83263,45250,55284,
83271,50032,51926,
83272,43912,52654,
83274,46570,54881,
83276,44690,53137,
83277,44291,57148,
83278,41910,50235,
83281,50439,58381,
83283,40779,53395,
83285,63433,77364,
83286,40779,53395,
83287,44589,53336,
83301,43274,51250,
83302,48103,54133,
83311,42639,46232,
83312,98242,110829,
83313,61528,72459,
83314,35020,46478,
83316,38972,53922,
83318,41536,50942,
83320,60354,66516,
83321,44981,61740,
83322,44145,55294,
83323,45635,52177,
83324,45714,52737,
83325,39563,51435,
83327,44145,55294,
83328,38134,48073,
83330,34741,46357,
83332,40611,48106,
83333,62139,77478,
83334,43732,54615,
83335,39563,51435,
83336,35890,47416,
83337,42912,54726,
83338,40942,48049,
83340,60336,88101,
83341,44150,52634,
83342,98311,110863,
83344,44106,68666,
83346,47657,57775,
83347,42187,53247,
83348,60325,66372,
83349,45714,52737,
83350,41890,48353,
83352,45941,53041,
83353,55025,77245,
83354,54972,77137,
83355,39614,47513,
83401,50445,58098,
83402,49858,64152,
83404,60257,76878,
83406,55326,67002,
83414,82894,147861,
83420,41384,53478,
83421,42120,52929,
83422,53364,61275,
83423,40909,52228,
83424,53364,61275,
83425,41875,52594,
83427,61047,64394,
83428,71058,87149,
83429,52813,54685,
83431,52248,59348,
83433,52813,54685,
83434,52359,59345,
83435,41774,52556,
83436,42948,56570,
83440,35520,47811,
83442,54355,62048,
83443,62853,74057,
83444,41875,52594,
83445,43055,52869,
83446,40909,52228,
83448,54816,60730,
83449,71058,87149,
83450,41875,52594,
83451,41542,54262,
83452,53364,61275,
83454,61054,68690,
83455,53364,61275,
83460,25691,34309,
83462,33650,49779,
83463,31873,44806,
83464,45000,50131,
83465,45072,50094,
83466,32979,47902,
83467,35779,46978,
83468,43123,50040,
83469,30833,41895,
83501,44428,56436,
83520,44035,51846,
83522,36708,47903,
83523,38017,46834,
83524,40350,53733,
83525,37628,60985,
83526,33263,41726,
83530,35169,42590,
83533,33194,41602,
83535,48140,56314,
83536,32250,41178,
83537,50806,57279,
83539,35361,51076,
83540,40459,54007,
83541,41809,52744,
83542,26250,34304,
83543,37188,46164,
83544,42679,51547,
83545,40459,54007,
83546,36232,50149,
83547,26250,34304,
83548,38474,48989,
83549,26275,34363,
83552,34879,45858,
83553,36232,50149,
83554,34442,41786,
83555,39492,48694,
83601,36007,51543,
83602,48789,56525,
83604,33245,49644,
83605,36904,45006,
83607,47198,56563,
83610,33967,44323,
83611,49896,55342,
83612,33828,46665,
83615,51253,64886,
83616,82748,111303,
83617,42502,51487,
83619,41460,50050,
83622,48789,56525,
83623,36051,51514,
83624,35146,49824,
83626,49731,59175,
83627,36028,51111,
83628,36197,47351,
83629,48509,56301,
83631,48789,56525,
83632,33665,46259,
83633,36007,51543,
83634,59157,66767,
83636,43406,54871,
83637,48789,56525,
83638,50378,65275,
83639,31305,42829,
83641,48294,60715,
83642,61637,74914,
83643,33665,46259,
83644,51002,61579,
83645,33967,44323,
83646,67067,82568,
83647,49981,56078,
83648,30740,44597,
83650,33245,49644,
83651,40616,49821,
83654,40751,64122,
83655,46517,58639,
83656,38148,45952,
83657,43613,52383,
83660,38608,47198,
83661,43820,45562,
83666,48789,56525,
83669,70526,89716,
83670,43903,52615,
83671,33836,52092,
83672,38000,51715,
83676,43392,53398,
83677,49859,56632,
83686,51881,60828,
83687,44475,52906,
83702,51775,76099,
83703,53017,66720,
83704,47828,56642,
83705,40610,51547,
83706,51721,63864,
83709,62844,71667,
83712,72567,113184,
83713,66873,82311,
83714,54802,67634,
83716,78747,86985,
83801,53147,64169,
83802,36760,41989,
83803,53017,66904,
83804,38553,48768,
83805,35594,44712,
83806,55030,62826,
83808,36760,41989,
83809,50904,57267,
83810,42638,54346,
83811,40000,57225,
83812,36760,41989,
83813,50904,57267,
83814,43747,59551,
83815,48410,60898,
83821,49833,60058,
83822,38482,48009,
83823,54865,62642,
83824,37701,45858,
83825,42334,57504,
83826,38230,42740,
83827,36232,50149,
83830,37280,44075,
83832,47198,54563,
83833,46217,59082,
83834,44010,51255,
83835,49623,62657,
83836,39916,57313,
83837,34177,39988,
83839,36760,41989,
83840,38937,58328,
83841,41298,54208,
83842,46255,59137,
83843,33966,45745,
83844,17250,32087,
83845,38230,42740,
83846,38669,45604,
83847,32750,46840,
83848,49833,60058,
83849,38669,45604,
83850,36760,41989,
83851,37701,45858,
83852,38937,58328,
83854,47680,58841,
83855,44010,51255,
83856,42270,50191,
83857,44010,51255,
83858,51471,60732,
83860,50568,65089,
83861,38795,46663,
83864,40782,56440,
83866,37297,44143,
83867,38669,45604,
83868,33973,39733,
83869,51301,57029,
83870,37662,45693,
83871,54825,62570,
83872,44010,51255,
83873,38491,45268,
83874,36760,41989,
83876,60949,77318,
84001,54309,65079,
84002,54286,65046,
84003,80437,92734,
84004,107923,145145,
84005,64778,69793,
84006,64464,68451,
84007,54309,65079,
84010,72075,88999,
84013,91447,98550,
84014,78624,94175,
84015,59714,65053,
84017,59084,73554,
84018,68769,77039,
84020,72510,87021,
84021,51438,60970,
84022,51348,56009,
84023,36389,54316,
84024,58917,63006,
84025,82213,101623,
84027,50853,60132,
84028,54737,70322,
84029,61233,67003,
84031,50853,60132,
84032,36503,40882,
84033,58917,63006,
84034,51763,57038,
84035,63374,78043,
84036,50349,55750,
84037,86883,99482,
84038,54737,70322,
84039,13361,17053,
84040,77979,92035,
84041,56859,65935,
84042,78394,100630,
84043,69677,78731,
84044,56289,61672,
84045,69907,77843,
84046,36389,54316,
84047,46940,54796,
84049,82699,102595,
84050,69948,79784,
84051,54309,65079,
84052,47303,56684,
84053,51192,61343,
84054,75986,97275,
84055,70021,70458,
84056,46065,49912,
84057,51835,62614,
84058,50793,65874,
84060,66421,110198,
84061,64366,71420,
84062,73547,85822,
84063,1038,1347,
84064,54737,70322,
84065,78977,86988,
84066,46276,51565,
84067,58427,65943,
84069,66019,74485,
84070,54082,61167,
84071,66019,74485,
84072,50853,60132,
84073,54309,65079,
84074,64386,71663,
84075,77614,83139,
84078,60085,73231,
84080,66019,74485,
84081,69347,75220,
84083,51457,56256,
84084,65818,73116,
84086,54737,70322,
84087,71687,79281,
84088,64314,73476,
84092,102512,122477,
84093,97715,121264,
84094,68140,75782,
84095,92127,102939,
84096,76656,83550,
84097,64886,79195,
84098,103719,127604,
84101,31311,43764,
84102,36145,50266,
84103,66798,88966,
84104,38745,47063,
84105,62068,73110,
84106,52086,64690,
84107,47252,57604,
84108,73414,101979,
84109,76856,90860,
84111,31195,38468,
84112,19294,42350,
84113,19294,42350,
84115,34615,40434,
84116,43455,49917,
84117,58247,85596,
84118,58671,64716,
84119,44653,50157,
84120,56127,62550,
84121,73156,94359,
84123,51425,60306,
84124,75640,96031,
84128,65986,68956,
84301,54786,65488,
84302,56525,62064,
84304,53222,61015,
84305,55446,64038,
84306,54368,62725,
84307,54806,65466,
84308,55446,64038,
84309,54368,62725,
84310,82798,92524,
84311,54508,62937,
84312,54471,62882,
84313,55603,64597,
84314,54377,62787,
84315,76442,80622,
84316,55603,64597,
84317,82798,92524,
84318,68938,79365,
84319,58363,62292,
84320,52541,60548,
84321,43757,55361,
84324,55705,69912,
84325,57772,76233,
84326,61826,72239,
84327,53222,61015,
84328,65173,71535,
84329,55603,64597,
84330,55603,64597,
84331,55603,64597,
84332,59917,78769,
84333,51976,59870,
84334,54368,62725,
84335,56285,63308,
84336,55603,64597,
84337,55984,62628,
84338,53791,61788,
84339,57273,74187,
84340,55387,69740,
84341,50831,62550,
84401,44162,51166,
84403,57419,70376,
84404,54093,60256,
84405,58551,68524,
84414,72918,83434,
84501,40178,48806,
84511,41944,48021,
84512,10122,11582,
84513,45605,54153,
84515,42712,48254,
84516,50598,53727,
84518,49933,58033,
84520,42629,51074,
84521,49933,58033,
84522,50951,53697,
84523,50951,53697,
84525,50596,53462,
84526,45178,58784,
84528,49777,57893,
84529,42629,51074,
84530,43024,57002,
84531,46293,63677,
84532,40875,48043,
84533,44720,51272,
84534,258,342,
84535,43024,56996,
84536,45541,70545,
84537,45605,54153,
84539,42629,51074,
84540,40854,46155,
84542,54727,59035,
84601,44000,49882,
84604,46907,65712,
84606,32075,41805,
84620,43407,52002,
84621,41851,48092,
84622,41851,48092,
84623,41665,52096,
84624,44001,57039,
84626,63047,68850,
84627,32069,44668,
84628,52831,58969,
84629,51855,65735,
84630,41851,48092,
84631,47340,53762,
84632,41510,51935,
84633,57500,63049,
84634,41879,48106,
84635,43175,58428,
84636,47340,53762,
84637,47340,53762,
84638,44457,56272,
84639,52279,58319,
84640,44457,56272,
84642,47650,51063,
84643,48050,51219,
84645,52279,58319,
84646,41510,51935,
84647,48481,59204,
84648,53450,60619,
84649,44457,56272,
84651,59749,67697,
84652,43329,51947,
84653,73505,86242,
84654,43329,51947,
84655,56412,66026,
84656,47455,53868,
84657,52292,58232,
84660,62866,68066,
84662,48481,59204,
84663,57269,67902,
84664,62714,84145,
84665,48144,51266,
84667,41510,51935,
84701,48728,57959,
84710,43372,45235,
84711,52292,58232,
84712,44952,58384,
84713,31636,42983,
84714,42959,51556,
84715,49414,57978,
84716,47614,61894,
84718,47345,60836,
84719,41188,49244,
84720,42796,52369,
84721,41637,47800,
84722,47952,60163,
84723,37708,48830,
84724,43356,52386,
84725,47952,60163,
84726,47614,61894,
84728,43175,58428,
84729,43372,45235,
84730,52292,58232,
84731,43073,53045,
84732,37708,48830,
84733,48455,57751,
84734,49414,57978,
84735,41962,49086,
84736,47614,61894,
84737,53268,63324,
84738,50398,60166,
84739,43356,52386,
84740,37708,48830,
84741,43615,64086,
84742,46153,52401,
84743,37708,48830,
84744,50730,57225,
84745,44802,48522,
84746,45966,55971,
84747,49414,57978,
84749,49414,57978,
84750,37708,48830,
84751,47884,57262,
84752,47885,57270,
84753,43149,51776,
84754,43221,52475,
84755,43372,45235,
84756,43068,51744,
84757,45977,55763,
84758,43372,45235,
84759,41962,49086,
84760,41188,49244,
84761,41188,49244,
84762,43332,45344,
84763,45966,55971,
84764,47614,61894,
84765,66063,85890,
84766,43356,52386,
84767,45966,55971,
84770,45542,56581,
84772,41188,49244,
84773,49414,57978,
84774,45966,55971,
84775,49376,58060,
84776,47614,61894,
84779,45847,55212,
84780,49514,65521,
84781,47952,60163,
84782,48266,58659,
84783,48456,57751,
84784,45966,55971,
84790,52322,67017,
85003,28267,44247,
85004,28008,43729,
85006,21620,30779,
85007,33192,46339,
85008,28761,37870,
85009,26901,35772,
85012,56276,85255,
85013,45862,63927,
85014,43555,59436,
85015,35960,46325,
85016,43849,68399,
85017,31956,38214,
85018,61619,95718,
85019,35101,40880,
85020,53300,72625,
85021,44596,59872,
85022,55878,75013,
85023,51116,68409,
85024,66833,80996,
85027,53559,61962,
85028,76242,101845,
85029,44852,54406,
85031,34265,42031,
85032,51731,62497,
85033,38121,46720,
85034,14595,24862,
85035,37889,43381,
85037,52514,59188,
85040,32681,40497,
85041,48400,58806,
85042,50325,59475,
85043,50523,56136,
85044,72699,88714,
85045,115862,145275,
85048,98126,116033,
85050,77981,99488,
85051,44120,53115,
85053,53057,62674,
85054,63451,94983,
85083,98156,106346,
85085,83975,105249,
85086,87537,104887,
85087,83522,91431,
85118,61668,84893,
85119,49267,58423,
85120,38285,47537,
85121,35079,46284,
85122,46183,56249,
85123,43227,52048,
85128,39487,51096,
85131,43133,51037,
85132,45063,50809,
85135,33438,43170,
85137,40947,52866,
85138,62765,71106,
85139,56815,62762,
85140,62783,68623,
85141,44135,54500,
85142,76505,84886,
85143,62926,70168,
85145,43699,56959,
85147,26789,35117,
85172,38748,43753,
85173,37269,46239,
85192,38370,46938,
85193,40778,50478,
85194,47767,62580,
85201,40225,50710,
85202,45509,56680,
85203,54171,65640,
85204,45808,54630,
85205,52491,63864,
85206,49456,60165,
85207,74388,90617,
85208,48190,56046,
85209,58669,67234,
85210,44428,51500,
85212,72658,82148,
85213,68756,84898,
85215,65120,80025,
85224,64746,74586,
85225,57304,67372,
85226,74939,89351,
85233,77779,89689,
85234,80070,94576,
85248,76887,93398,
85249,100623,116230,
85250,65018,84092,
85251,55343,71824,
85253,124687,206111,
85254,87185,106975,
85255,120666,171535,
85256,31892,44895,
85257,49327,58485,
85258,75452,116844,
85259,107864,151151,
85260,84168,116662,
85262,93923,143604,
85263,9933,16335,
85264,29232,48033,
85266,104076,130845,
85268,84104,109704,
85281,36350,48089,
85282,52018,61313,
85283,53997,65490,
85284,117190,139290,
85286,90420,101966,
85295,90611,104128,
85296,83742,95701,
85297,82132,91087,
85298,88826,99610,
85301,33510,41190,
85302,46827,56682,
85303,51462,61412,
85304,65895,74101,
85305,65771,75800,
85306,55879,66755,
85307,49859,60796,
85308,75335,87127,
85309,40601,43641,
85310,92927,105828,
85320,46963,59688,
85321,28419,37399,
85322,57960,67185,
85323,51612,57646,
85324,34066,44137,
85325,31365,41531,
85326,53190,66610,
85328,32143,40478,
85331,95488,119386,
85332,34404,61561,
85333,32977,38629,
85334,32143,40478,
85335,49537,54394,
85336,24775,40285,
85337,27044,37540,
85338,76822,85473,
85339,71757,81148,
85340,74611,89605,
85341,30563,40863,
85342,54338,61224,
85343,58995,66441,
85344,34807,42881,
85345,49216,57477,
85346,34806,49221,
85347,41624,52998,
85348,30061,38404,
85349,26936,33101,
85350,35228,45170,
85351,34757,42927,
85352,45000,58623,
85353,54869,59303,
85354,56020,69001,
85355,78852,92882,
85356,39469,49463,
85357,28017,33502,
85360,38861,56627,
85361,52077,58986,
85362,34861,66523,
85363,41982,47653,
85364,42195,51349,
85365,47937,57301,
85367,52636,57229,
85371,24520,33789,
85373,57732,66114,
85374,50962,59395,
85375,48544,58568,
85377,124258,164617,
85379,73269,78092,
85381,71355,84308,
85382,69722,82634,
85383,97469,118331,
85387,61439,69871,
85388,68706,76252,
85390,40640,55125,
85392,73655,79847,
85395,55650,62231,
85396,71712,86538,
85501,39891,47419,
85530,25127,33990,
85531,49666,55085,
85533,34654,43267,
85534,40696,43291,
85535,40625,51374,
85536,40625,51374,
85539,34565,43094,
85540,56567,67367,
85541,41047,52662,
85542,25818,36068,
85543,40652,51364,
85544,36760,47339,
85545,30252,38366,
85546,42553,49161,
85550,29561,47329,
85551,47061,52135,
85552,48664,56995,
85553,27308,32257,
85554,33552,47642,
85601,46250,59515,
85602,39332,50728,
85603,38164,55244,
85605,35750,44868,
85606,32849,39380,
85607,28859,39949,
85608,41958,50970,
85609,44463,54783,
85610,40679,50327,
85611,48603,61170,
85613,51154,53051,
85614,47973,59228,
85615,60897,78357,
85616,38987,53662,
85617,41955,50985,
85618,44619,49170,
85619,71531,81070,
85620,32028,40949,
85621,30477,48075,
85622,52152,67256,
85623,40094,48867,
85624,44760,58240,
85625,34587,42296,
85626,30077,36908,
85627,36196,48820,
85629,75591,81814,
85630,44598,55611,
85631,36038,42275,
85632,38739,47806,
85633,46250,59515,
85634,25367,31053,
85635,50142,61092,
85637,48893,62091,
85638,26860,43970,
85640,63022,67446,
85641,77727,87352,
85643,46891,56390,
85645,56490,64738,
85646,63216,67652,
85648,44543,55091,
85650,75290,85200,
85653,50462,60960,
85654,58375,79033,
85658,71996,92598,
85701,26800,39306,
85704,55657,75966,
85705,25811,34261,
85706,32439,39698,
85707,41950,44139,
85708,41950,44139,
85710,42196,52706,
85711,36347,44628,
85712,34312,45197,
85713,32958,41907,
85714,29823,37371,
85715,57098,70557,
85716,33647,48452,
85718,84796,112667,
85719,29889,43271,
85730,50699,57444,
85735,45636,55129,
85736,35257,44115,
85737,79889,99277,
85739,57262,72245,
85741,55916,62596,
85742,69755,81780,
85743,67322,77533,
85745,47471,60899,
85746,43893,50719,
85747,76736,83295,
85748,72789,80875,
85749,81471,101888,
85750,86609,122614,
85755,77105,95174,
85756,38131,42155,
85757,48510,55128,
85901,45185,53500,
85911,38537,42477,
85912,45640,51434,
85920,41004,52049,
85922,34000,42544,
85923,42045,43640,
85924,38594,53200,
85925,45314,54886,
85926,38057,44039,
85927,41004,52049,
85928,43363,46362,
85929,49355,59672,
85930,39741,47148,
85931,53525,51605,
85932,41004,52049,
85933,47381,52244,
85934,42665,44806,
85935,43517,62867,
85936,42050,56366,
85937,50166,55919,
85938,44271,55273,
85939,51054,52774,
85940,39862,52595,
85941,27573,33931,
85942,42210,52091,
86001,48647,61722,
86003,28729,37809,
86004,59893,69307,
86011,21624,26648,
86015,53702,79192,
86016,29526,39880,
86017,53525,51605,
86018,44115,57385,
86020,28386,37609,
86021,37206,45435,
86022,43722,51265,
86023,44287,57775,
86024,53525,51605,
86025,44425,53944,
86028,38594,53200,
86029,44637,54282,
86030,27415,31020,
86031,26835,33318,
86032,43413,53056,
86033,26993,36135,
86034,32733,43284,
86035,28729,37809,
86036,39810,47545,
86038,53525,51605,
86039,24565,31324,
86040,46377,55894,
86042,37425,49571,
86043,33104,39972,
86044,62557,83277,
86045,42783,54940,
86046,44865,55322,
86047,44099,53411,
86052,47664,54791,
86053,31780,41261,
86054,23950,37489,
86301,43823,63229,
86303,45583,63142,
86305,52161,69906,
86313,27078,33207,
86314,42602,50399,
86315,50676,59783,
86320,34889,48136,
86321,56165,62776,
86322,41011,50634,
86323,43195,55445,
86324,50425,59716,
86325,48269,66354,
86326,40463,49577,
86327,44267,55360,
86329,37921,53205,
86331,50846,59878,
86332,35762,64681,
86333,33208,44576,
86334,41397,48742,
86335,39947,47095,
86336,49666,83169,
86337,27493,40721,
86338,58696,78175,
86343,32705,43131,
86351,51538,87234,
86401,45673,57517,
86403,40676,51162,
86404,44945,60083,
86406,44509,60714,
86409,35740,45906,
86411,38841,56789,
86413,35320,44715,
86426,47924,56353,
86429,36442,50446,
86431,27442,39663,
86432,37206,45435,
86433,38861,56627,
86434,41342,43438,
86435,44115,57385,
86436,46759,60888,
86437,38764,57420,
86438,38861,56627,
86440,38007,51546,
86441,31850,40228,
86442,35616,46258,
86443,38738,57632,
86444,38738,57632,
86445,38738,57632,
86502,25901,32473,
86503,22452,34253,
86504,65824,86178,
86505,24007,31658,
86506,18226,31725,
86507,21758,29822,
86508,17646,31694,
86510,21933,29909,
86511,26450,36224,
86512,28285,33124,
86514,23869,34440,
86515,59195,77004,
86520,19387,27882,
86535,16250,22832,
86538,18450,27700,
86540,18639,27703,
86544,23933,34548,
86545,22889,32752,
86547,21776,29834,
86556,21801,29888,
87001,43669,61530,
87002,37704,47713,
87004,25053,31412,
87005,43074,50502,
87006,34009,48795,
87007,37869,41806,
87008,76338,91948,
87010,50900,71026,
87011,36315,50172,
87012,41169,48431,
87013,27648,36038,
87014,43074,50502,
87015,59424,69780,
87016,35577,44548,
87017,40180,47265,
87018,20843,30128,
87020,38731,45608,
87021,36330,43258,
87022,43594,55072,
87023,28295,44037,
87024,50778,54552,
87025,51335,59035,
87026,52604,60985,
87027,43411,53397,
87028,36875,52756,
87029,37934,44619,
87031,42368,54313,
87032,35577,44548,
87034,34886,45816,
87035,39324,46771,
87036,27518,40525,
87037,39780,48066,
87038,37869,41806,
87040,37869,41806,
87041,44789,50927,
87042,45000,56172,
87043,70660,91915,
87044,50204,57158,
87045,22069,29768,
87046,41676,50617,
87047,72072,88560,
87048,87709,101403,
87049,36037,46475,
87051,43074,50502,
87052,38587,44719,
87053,50831,58709,
87056,76663,78947,
87059,75320,83281,
87061,35577,44548,
87062,36875,52756,
87063,26597,39858,
87064,39651,46642,
87068,59110,64060,
87070,39097,44888,
87072,48906,55049,
87083,48906,55049,
87102,28388,39529,
87104,44490,65678,
87105,39701,48291,
87106,33627,48872,
87107,46697,65278,
87108,30751,40676,
87109,53029,63798,
87110,47687,58392,
87111,66632,83387,
87112,50492,59320,
87113,56916,69989,
87114,62242,76275,
87116,43130,59400,
87117,42408,57789,
87120,64076,75559,
87121,41486,47055,
87122,120347,142564,
87123,43641,55668,
87124,54853,66607,
87144,62641,73062,
87301,39698,51889,
87305,29887,41471,
87310,26637,34250,
87311,26650,33842,
87312,36420,39914,
87313,26614,34115,
87315,43074,50502,
87316,26145,32697,
87317,30558,44344,
87319,24639,38113,
87320,28013,35786,
87321,27028,34137,
87322,34291,44478,
87323,24147,31549,
87325,27448,36533,
87326,32702,41539,
87327,32473,41409,
87328,65902,86831,
87347,61654,57875,
87357,13857,24699,
87364,22745,35816,
87375,25005,35942,
87401,48823,60097,
87402,72034,91649,
87410,48818,59060,
87412,55150,67519,
87413,43027,56646,
87415,60823,70302,
87416,40002,50563,
87417,48836,54527,
87418,62440,85186,
87419,53246,69541,
87420,31380,40829,
87421,36770,52741,
87455,20454,34712,
87461,19840,34265,
87499,39718,48031,
87501,58305,92115,
87505,51659,71727,
87506,66860,91826,
87507,46359,59886,
87508,65027,82570,
87510,41794,49167,
87511,46710,54060,
87512,45901,62697,
87513,30604,43642,
87514,45901,62697,
87515,37934,44619,
87516,41964,49367,
87517,27196,39397,
87518,37934,44619,
87519,27196,39397,
87520,37934,44619,
87521,35224,45895,
87522,34792,45766,
87523,36108,44387,
87524,35533,49782,
87525,45901,62697,
87527,38704,53183,
87528,42587,51639,
87529,36261,51895,
87530,41964,49367,
87531,36987,50382,
87532,40438,53797,
87533,40873,50557,
87535,45609,62350,
87537,44702,52404,
87538,33920,47532,
87539,41964,49367,
87540,61620,83474,
87543,37610,47387,
87544,106186,119499,
87548,41964,49367,
87549,44782,51997,
87551,37934,44619,
87552,33920,47532,
87553,30707,39954,
87554,41964,49367,
87556,41556,57284,
87557,36522,46441,
87558,45901,62697,
87560,36724,45833,
87562,35857,46359,
87564,43610,59843,
87565,34894,46942,
87566,41565,50935,
87567,31801,49059,
87569,38557,45907,
87571,34898,47429,
87573,35107,48971,
87574,53958,113002,
87575,38041,44751,
87577,29036,40639,
87578,36839,46863,
87579,35730,45363,
87580,45901,62697,
87581,41964,49367,
87582,48003,54665,
87583,36887,45735,
87701,31055,43929,
87710,43479,51980,
87711,34456,41121,
87712,37784,49486,
87713,37784,49486,
87714,43479,51980,
87715,37784,49486,
87718,43479,51980,
87722,37784,49486,
87723,37784,49486,
87724,28488,37882,
87728,43479,51980,
87729,43479,51980,
87730,33750,43659,
87731,41264,46330,
87732,37784,49486,
87733,33750,43659,
87734,37811,49498,
87735,37784,49486,
87736,37784,49486,
87740,36678,46514,
87742,42187,46741,
87743,33750,43659,
87745,43257,46074,
87746,41450,45509,
87747,43479,51980,
87749,43479,51980,
87750,37784,49486,
87752,37784,49486,
87753,37784,49486,
87801,33940,48274,
87820,31914,40066,
87821,31914,40066,
87823,37100,51250,
87824,31914,40066,
87825,27910,34012,
87827,31914,40066,
87828,36875,52756,
87829,32014,40160,
87830,31914,40066,
87831,37796,46578,
87832,36432,51887,
87901,12030,16691,
87930,41309,52134,
87931,41944,52779,
87933,31231,41895,
87935,31231,41895,
87936,29424,40692,
87937,29207,40547,
87939,41944,52779,
87940,29207,40547,
87941,29207,40547,
87942,32426,42234,
87943,41237,51438,
88001,27406,35473,
88002,49538,58673,
88003,9448,16913,
88004,61449,82366,
88005,40584,53095,
88007,45248,60181,
88008,48873,54573,
88009,33722,46048,
88011,57179,69171,
88012,41831,51576,
88020,33722,46048,
88021,29432,38472,
88022,29238,50873,
88023,28628,39041,
88024,31165,40597,
88025,44545,54724,
88026,28615,50577,
88027,29375,61579,
88028,44545,54724,
88029,26229,49874,
88030,27774,38854,
88032,41347,49513,
88033,61449,82366,
88034,28397,38866,
88038,44079,50576,
88039,31914,40066,
88040,39355,46973,
88041,38884,47687,
88042,41944,52779,
88043,37428,45018,
88044,31396,59807,
88045,37672,45291,
88046,48825,64684,
88047,28574,38508,
88048,28564,38909,
88049,44070,50493,
88051,44545,54724,
88052,26932,39469,
88053,44070,50493,
88055,44545,54724,
88056,33722,46048,
88061,38729,50195,
88063,42838,63420,
88065,44536,54707,
88072,28709,39003,
88081,26489,37525,
88101,39643,49480,
88103,37979,41733,
88112,51731,67097,
88113,43219,51322,
88114,51721,64890,
88115,43219,51322,
88116,44777,53598,
88118,45996,55069,
88119,30643,44386,
88120,48320,62799,
88121,35369,46482,
88124,36346,46005,
88125,43219,51322,
88126,43219,51322,
88130,35749,46667,
88132,43219,51322,
88134,30643,44386,
88135,43105,59017,
88136,30643,44386,
88201,42789,54978,
88203,36160,44245,
88210,49348,75393,
88220,82319,115385,
88230,41884,47374,
88231,46083,57130,
88232,37730,47044,
88240,44452,54996,
88242,59582,70530,
88250,66487,77888,
88252,40521,51257,
88253,47359,58252,
88254,71513,84926,
88255,71513,84926,
88256,47276,52472,
88260,41594,51075,
88262,51721,64890,
88263,47220,52338,
88264,51721,64890,
88265,42619,50424,
88267,51721,64890,
88268,55851,72941,
88301,34825,44366,
88310,41645,49982,
88311,38695,56837,
88312,42508,51184,
88314,36329,52060,
88316,44458,54906,
88317,45138,51065,
88318,34106,43973,
88321,26808,39637,
88323,44598,55082,
88324,42399,50976,
88325,43457,50667,
88330,40049,46050,
88336,42399,50976,
