ZIP_CODE,MEDIAN_HOUSEHOLD_INCOME,MEAN_HOUSEHOLD_INCOME,
30648,37557,51370,
30650,41921,70135,
30655,46331,54956,
30656,52101,61865,
30660,36362,49347,
30662,38732,47819,
30663,48138,77143,
30664,22188,35122,
30665,34250,33284,
30666,50873,62992,
30667,45185,50009,
30668,23102,32110,
30669,29582,42441,
30673,28732,39558,
30677,73008,90984,
30678,39038,49264,
30680,48674,57889,
30683,41683,55739,
30701,37491,46253,
30705,37405,46712,
30707,42831,54164,
30708,33511,43257,
30710,45465,59466,
30711,33877,43869,
30720,46487,64587,
30721,37837,49015,
30725,36359,45787,
30726,51115,58049,
30728,37536,46112,
30730,36546,41401,
30731,34047,45859,
30733,38798,50471,
30734,7253,8375,
30735,36868,44738,
30736,55081,64951,
30738,49983,68901,
30739,57173,64495,
30740,52137,60938,
30741,34697,43845,
30742,34622,41973,
30746,40716,47328,
30747,33651,41658,
30750,53837,77430,
30751,33511,43257,
30752,39450,48187,
30753,31909,39934,
30755,46929,57355,
30756,48525,65887,
30757,36301,45048,
30802,61604,71492,
30803,39967,54310,
30805,44341,57217,
30807,30678,37564,
30808,38150,44135,
30809,91055,102473,
30810,37058,44219,
30812,43011,47198,
30813,54384,61035,
30814,39274,50067,
30815,48065,56761,
30816,33526,44931,
30817,22873,27093,
30818,29918,40090,
30820,35574,42982,
30821,30702,37595,
30822,25918,43035,
30823,36985,49362,
30824,33655,43782,
30828,31984,39194,
30830,32969,42965,
30833,29918,40090,
30901,18901,28775,
30903,65635,74740,
30904,32890,45710,
30905,49429,52433,
30906,36768,44453,
30907,67272,82432,
30909,45904,61088,
30912,15438,24078,
31001,25610,30547,
31002,34480,49324,
31003,38229,44461,
31005,80484,93616,
31006,29610,40778,
31007,29578,36685,
31008,56351,65038,
31009,38675,47738,
31011,26061,55882,
31012,5906,6993,
31014,33416,48271,
31015,29845,43454,
31016,51523,63652,
31017,30929,43874,
31018,39794,46246,
31019,45338,50245,
31020,27348,41970,
31021,41960,53424,
31022,52323,68331,
31023,31162,38874,
31024,41259,60330,
31025,49125,64513,
31027,34862,41964,
31028,61363,64229,
31029,43626,59903,
31030,34773,46282,
31031,40148,48932,
31032,52864,62148,
31033,47112,53331,
31035,39872,46296,
31036,36260,46836,
31037,26309,37041,
31038,38752,51179,
31039,24770,34400,
31041,35694,36862,
31042,32156,47204,
31044,27087,42271,
31045,28636,35640,
31046,64617,72838,
31047,77209,87893,
31049,36613,58034,
31050,45591,56301,
31051,29375,36275,
31052,54412,68320,
31054,32686,47906,
31055,25295,34692,
31057,31014,39931,
31058,38439,45761,
31060,24720,43423,
31061,37323,47876,
31062,30912,37712,
31063,25579,35797,
31064,40813,53917,
31065,51789,65210,
31066,23843,51810,
31067,31925,41781,
31068,33060,37946,
31069,55311,65038,
31070,31038,40543,
31071,42748,49626,
31072,27323,40832,
31075,44266,49223,
31076,27922,39249,
31077,32078,37748,
31078,25808,50954,
31079,34634,41572,
31081,24770,34400,
31082,30384,41600,
31083,26031,34882,
31084,26172,39985,
31085,44460,56938,
31087,23403,30376,
31088,57893,67862,
31089,32520,42274,
31090,37622,44735,
31091,31259,39981,
31092,31316,44966,
31093,41030,48926,
31094,34121,45595,
31096,25265,37413,
31097,44573,54227,
31098,47965,51463,
31201,21694,31654,
31204,33683,44663,
31206,27999,37535,
31207,9300,18340,
31210,62369,84972,
31211,43031,53044,
31216,60590,65268,
31217,31974,39114,
31220,57138,76663,
31301,32609,38477,
31302,54152,61272,
31303,64996,65226,
31304,37917,48179,
31305,39455,47243,
31307,45463,60045,
31308,47290,54413,
31309,47387,53880,
31312,56808,63986,
31313,44069,50700,
31314,70281,67003,
31315,35846,37720,
31316,40506,42825,
31318,45463,60045,
31320,54503,59929,
31321,48835,56118,
31322,42819,47447,
31323,34008,47339,
31324,77106,88790,
31326,61642,72789,
31327,37917,48179,
31328,53309,76834,
31329,55857,61908,
31331,37665,51991,
31401,22949,39441,
31404,30787,42275,
31405,41926,53362,
31406,51711,68273,
31408,29458,34684,
31409,34405,38718,
31410,66667,84108,
31411,96925,147200,
31415,24331,32234,
31419,52206,62233,
31501,36731,47321,
31503,38920,50061,
31510,33926,45825,
31512,42892,55255,
31513,36526,46589,
31516,39194,48570,
31518,46963,46389,
31519,34101,50097,
31520,29871,44452,
31522,80117,110367,
31523,57919,66641,
31525,51250,63587,
31527,61572,66542,
31532,35439,51187,
31533,35017,46741,
31535,34351,43876,
31537,40941,48614,
31539,33279,40170,
31542,40709,50947,
31543,37031,48580,
31544,20620,32653,
31545,35806,47065,
31546,38366,56209,
31547,41860,45745,
31548,47057,55714,
31549,21879,33274,
31550,33597,43319,
31551,43570,49674,
31552,44784,56361,
31553,34041,45085,
31554,29921,43507,
31555,39105,50925,
31556,38598,48624,
31557,38682,48592,
31558,54294,61474,
31560,40928,47894,
31561,86585,118497,
31562,39803,47744,
31563,45582,47478,
31565,38824,46404,
31566,37327,48531,
31567,27107,42806,
31568,38824,46404,
31569,58519,69254,
31601,28722,38210,
31602,43060,55594,
31605,48117,53099,
31606,45592,53786,
31620,36758,42926,
31622,31308,46001,
31624,35339,41846,
31625,46382,54982,
31626,31174,49249,
31627,32928,38014,
31629,36016,44462,
31630,10387,14086,
31631,24146,33868,
31632,52552,62790,
31634,3886,5676,
31635,34697,44464,
31636,44756,56582,
31637,24294,39579,
31638,46323,55062,
31639,31698,39487,
31641,39577,47184,
31642,33711,42768,
31643,35901,51048,
31645,34291,41146,
31647,35937,44233,
31648,30625,38904,
31649,48558,58582,
31650,33245,46849,
31698,18799,42294,
31699,54177,57078,
31701,24689,34218,
31705,28735,36883,
31707,40864,50509,
31709,35726,47146,
31711,35759,43011,
31712,34965,40993,
31714,27658,40490,
31716,38001,49732,
31719,30202,42343,
31720,37641,48999,
31721,67836,83432,
31722,32456,48739,
31730,37014,46810,
31733,55199,63771,
31735,33050,45056,
31738,33526,49166,
31743,35498,47059,
31744,39263,47362,
31747,32456,48739,
31749,29891,41705,
31750,30451,40791,
31756,45433,55345,
31757,37171,50287,
31763,58899,68456,
31764,34475,46224,
31765,29855,37520,
31768,32659,44738,
31771,31458,42899,
31772,35750,44947,
31773,46156,57290,
31774,34049,50471,
31775,31353,38987,
31778,38052,49599,
31779,35429,43786,
31780,32438,44921,
31781,34540,46721,
31783,42587,48916,
31784,39800,46587,
31787,40714,65109,
31788,39808,53500,
31789,33785,45774,
31790,40530,50905,
31791,37693,49508,
31792,35430,56525,
31793,43511,51863,
31794,36483,46295,
31795,43525,57979,
31796,35750,44947,
31798,35542,50559,
31801,40760,48719,
31803,30811,40014,
31804,77075,95031,
31805,45219,53406,
31806,32689,45798,
31807,67780,94662,
31808,70197,93301,
31810,27377,37063,
31811,64447,82972,
31812,32032,42441,
31814,32891,41439,
31815,32526,41017,
31816,31872,41465,
31820,73748,94757,
31821,32891,41439,
31822,53562,64413,
31823,47018,49320,
31824,23789,37875,
31825,25211,34407,
31826,41901,49144,
31827,37983,43926,
31829,78706,101437,
31830,40054,50005,
31831,63258,87440,
31832,19787,37697,
31833,45581,52920,
31836,34886,47034,
31901,19531,28471,
31903,24295,30794,
31904,51306,67755,
31905,94607,107990,
31906,38249,52290,
31907,38710,47266,
31909,56878,68751,
32003,86777,103806,
32008,36554,47368,
32009,62643,69165,
32011,56680,66407,
32024,43185,54603,
32025,38219,48075,
32026,41433,52852,
32033,51131,69896,
32034,56569,74029,
32038,38594,49201,
32040,50848,64183,
32043,57042,65978,
32044,43890,54914,
32046,49169,59863,
32052,4558,6681,
32053,38403,56820,
32054,38547,49811,
32055,25541,34828,
32058,46607,50740,
32059,38052,49470,
32060,32973,41245,
32061,35849,46273,
32062,38224,50541,
32063,48590,60128,
32064,22625,28039,
32065,65307,71550,
32066,24177,29736,
32068,52497,58284,
32071,34047,45504,
32072,43913,48623,
32073,58012,71877,
32079,65179,73585,
32080,52825,74159,
32081,64656,80812,
32082,97800,146048,
32083,13854,15082,
32084,37579,58178,
32086,49689,64186,
32087,45142,51308,
32091,27394,34034,
32092,80960,96449,
32094,36941,48740,
32095,58494,70753,
32096,31391,38293,
32097,56242,63928,
32102,35910,47119,
32110,43824,51293,
32112,29545,39303,
32113,41954,49465,
32114,25454,31571,
32117,33489,40504,
32118,44206,59421,
32119,39228,50529,
32124,65868,79042,
32127,51859,65387,
32128,71113,89950,
32129,40570,47841,
32130,42046,58107,
32131,49191,67165,
32132,39360,50192,
32133,42780,62373,
32134,36053,40793,
32136,50734,79105,
32137,47694,59986,
32139,27249,40981,
32140,46480,52739,
32141,47440,54973,
32145,38148,43118,
32147,42336,50045,
32148,37477,42363,
32157,34175,40444,
32159,42451,54471,
32162,53356,64499,
32164,47062,54138,
32168,47190,58078,
32169,56489,77012,
32174,51232,70956,
32176,46550,76772,
32177,29934,39061,
32179,35732,46323,
32180,41601,54058,
32181,34469,40551,
32187,40114,48853,
32189,33336,41247,
32190,40945,54083,
32193,38900,43634,
32195,45821,67454,
32202,12082,22756,
32204,32458,55628,
32205,40722,54250,
32206,26239,33471,
32207,43304,62344,
32208,29084,37662,
32209,23838,33576,
32210,48917,60084,
32211,43766,52631,
32212,35500,39723,
32216,49681,60138,
32217,56748,76514,
32218,52036,59756,
32219,49568,55396,
32220,49868,58309,
32221,54517,61986,
32222,55409,62261,
32223,80777,105595,
32224,62346,84538,
32225,69859,81481,
32226,70998,83619,
32227,42674,46973,
32228,42674,46973,
32233,54349,67479,
32234,40876,47132,
32244,49429,56046,
32246,56683,63701,
32250,59844,78791,
32254,31642,36640,
32256,60486,79800,
32257,54405,76217,
32258,80372,86708,
32259,100324,113115,
32266,61175,89502,
32277,49284,61270,
32301,32905,42533,
32303,45390,55021,
32304,14507,20404,
32305,37011,43703,
32308,60887,75698,
32309,80148,95648,
32310,33187,41597,
32311,64653,76238,
32312,92630,113702,
32317,89453,95542,
32320,29797,44607,
32321,39017,51176,
32322,6061,7202,
32324,33635,43565,
32327,53887,59235,
32328,41388,52683,
32330,42552,45903,
32331,42518,49236,
32332,31178,41412,
32333,42887,54876,
32336,40716,48875,
32340,34641,42568,
32343,46445,50817,
32344,41285,52454,
32347,40194,55039,
32348,35483,43730,
32350,43810,56195,
32351,30073,38848,
32352,34750,45479,
32355,63438,71719,
32356,40651,47430,
32359,38469,47274,
32361,39861,48792,
32399,33571,39851,
32401,35777,45938,
32403,44676,54547,
32404,50703,56606,
32405,51314,63842,
32407,49268,62043,
32408,58218,73610,
32409,44291,54939,
32410,44856,74317,
32413,52248,64587,
32420,41087,47880,
32421,37144,46479,
32423,41976,45654,
32424,28077,41077,
32425,26125,33023,
32426,30421,35596,
32427,40347,39075,
32428,32126,42749,
32430,39034,47958,
32431,33578,41290,
32432,41042,55149,
32433,26980,36309,
32435,36219,47968,
32437,36518,45710,
32438,40967,47016,
32439,43240,53289,
32440,29390,36436,
32442,39714,51908,
32443,42572,51880,
32444,62142,73354,
32445,41849,43911,
32446,46717,60329,
32447,22467,34308,
32448,29549,40860,
32449,39034,47958,
32455,34099,45971,
32456,43593,54379,
32459,59932,92695,
32460,35893,43370,
32461,61301,90004,
32462,37282,42681,
32463,38328,44964,
32464,33659,43472,
32465,4481,5377,
32466,47500,53287,
32501,27408,42073,
32502,21790,35468,
32503,45680,63691,
32504,52600,63465,
32505,30051,40523,
32506,41791,50757,
32507,47583,60003,
32508,56528,59791,
32509,45120,60882,
32511,39758,41249,
32514,46970,61881,
32526,50586,61013,
32530,60365,72648,
32531,332,413,
32533,58363,65859,
32534,46493,58244,
32535,35170,44527,
32536,54719,61982,
32539,52265,59585,
32541,64760,101654,
32542,42302,54702,
32544,53579,65904,
32547,50982,61930,
32548,49868,60966,
32550,63310,88460,
32561,78898,112993,
32563,59331,77384,
32564,6816,8106,
32565,48010,55604,
32566,60502,69145,
32567,25071,30058,
32568,50367,59911,
32569,55452,70823,
32570,46920,54775,
32571,59658,70106,
32577,50234,60088,
32578,75180,84524,
32579,64267,83235,
32580,41106,57016,
32583,46907,56437,
32601,20694,29131,
32603,19165,37562,
32605,57981,75904,
32606,59247,78873,
32607,41384,56434,
32608,41825,58859,
32609,35994,42923,
32612,15999,20146,
32615,55110,71800,
32616,47480,64127,
32617,41860,50396,
32618,56895,71447,
32619,37130,48579,
32621,34436,42808,
32622,44464,54762,
32625,41095,51983,
32626,31892,42251,
32628,34501,42118,
32631,52294,57653,
32639,41099,51985,
32640,38205,48063,
32641,30112,38189,
32643,49573,64075,
32648,32908,46875,
32653,54685,73897,
32656,45669,61146,
32658,47859,66119,
32664,44837,57009,
32666,42631,51248,
32667,37925,49409,
32668,39671,55294,
32669,54530,74858,
32680,32084,41311,
32681,44837,57009,
32683,41099,51985,
32686,22952,29144,
32692,32908,46875,
32693,37655,47486,
32694,57239,59795,
32696,33893,46698,
32697,41897,55220,
32701,47437,60066,
32702,35618,68311,
32703,50494,64772,
32707,54199,64120,
32708,72288,87699,
32709,60619,72784,
32712,66333,79675,
32713,58094,70776,
32714,53640,66702,
32720,44250,58702,
32724,45176,59640,
32725,47616,55857,
32726,45038,59497,
32730,44515,59517,
32732,61146,77767,
32735,42443,55687,
32736,54398,68744,
32738,53264,59709,
32744,61199,63195,
32746,77474,99282,
32750,67657,77643,
32751,69952,102510,
32754,48939,60795,
32757,47445,65575,
32759,43021,54507,
32763,39436,50578,
32764,55298,67148,
32765,70080,85235,
32766,86516,99316,
32767,35038,47312,
32771,50845,67208,
32773,52189,59652,
32776,61328,77973,
32778,41423,54602,
32779,89383,116959,
32780,48190,61649,
32784,44067,52977,
32789,73938,120792,
32792,45746,58917,
32796,46691,56478,
32798,41111,51679,
32801,27799,42262,
32803,55839,72470,
32804,57794,82549,
32805,27620,37242,
32806,53833,74808,
32807,40232,52121,
32808,36308,45185,
32809,42158,52672,
32810,45750,58520,
32811,36317,44186,
32812,45654,62272,
32814,63540,89726,
32817,46429,58299,
32818,45625,52707,
32819,80419,102150,
32820,59741,71726,
32821,47245,52545,
32822,42768,49419,
32824,49416,58462,
32825,55274,62936,
32826,49458,58796,
32827,73291,108087,
32828,67869,78605,
32829,62844,67601,
32830,61087,70582,
32831,67206,72491,
32832,78229,93994,
32833,60302,69269,
32835,58298,69656,
32836,97804,129834,
32837,60997,70590,
32839,37614,45935,
32901,35729,44997,
32903,67158,98491,
32904,52170,63539,
32905,36827,49304,
32907,50372,59720,
32908,46536,53362,
32909,46458,55636,
32920,44849,60540,
32922,28512,38963,
32925,41279,45182,
32926,48636,59503,
32927,56601,65989,
32931,51372,71410,
32934,68358,83770,
32935,42020,52494,
32937,60060,81341,
32940,72285,86290,
32948,39370,46007,
32949,62327,86690,
32950,67886,104290,
32951,67947,100087,
32952,72210,91737,
32953,55261,70154,
32955,61354,75082,
32958,47165,57605,
32960,38037,53753,
32962,47741,58383,
32963,106733,172147,
32966,43678,59022,
32967,43225,62221,
32968,62291,75736,
32970,44615,54091,
32976,32253,40366,
33001,61181,82634,
33004,43263,50719,
33009,35776,48371,
33010,26222,34388,
33012,34886,45136,
33013,35500,45227,
33014,43858,51942,
33015,55002,62586,
33016,43898,54982,
33018,55132,66375,
33019,71241,100213,
33020,37025,47305,
33021,57047,73230,
33023,45677,53071,
33024,50813,60025,
33025,53552,62337,
33026,77597,89585,
33027,74988,87548,
33028,96258,114873,
33029,96743,107756,
33030,37128,47717,
33031,63822,75012,
33032,42910,53973,
33033,43387,51497,
33034,30562,39367,
33035,49203,56088,
33036,62026,106432,
33037,46276,65152,
33039,46496,54567,
33040,52705,70497,
33042,74753,86691,
33043,56343,68566,
33050,51126,73771,
33051,60900,85146,
33054,27113,36738,
33055,46438,51329,
33056,43022,50347,
33060,41711,54807,
33062,53573,86293,
33063,47338,59341,
33064,43648,62051,
33065,54382,67462,
33066,41051,53498,
33067,98652,125000,
33068,46290,53614,
33069,35145,47020,
33070,57171,85266,
33071,78540,96262,
33073,63105,75017,
33076,112649,144724,
33109,76056,170702,
33122,33542,42001,
33125,26946,33983,
33126,35901,44442,
33127,24838,32244,
33128,23234,28724,
33129,64143,89844,
33130,27499,37130,
33131,70421,102667,
33132,50556,64823,
33133,69702,106293,
33134,64887,88800,
33135,22452,31251,
33136,21347,32052,
33137,40441,57115,
33138,44342,61780,
33139,48799,80108,
33140,86562,118196,
33141,40148,59173,
33142,24024,31906,
33143,63639,100225,
33144,37633,52435,
33145,37118,52359,
33146,75696,95773,
33147,29739,37854,
33149,111097,183363,
33150,27809,37964,
33154,65690,114814,
33155,53543,67759,
33156,104687,162451,
33157,64221,78630,
33158,121193,155565,
33160,55814,84075,
33161,37580,46384,
33162,43065,54739,
33165,45187,59662,
33166,53922,73419,
33167,33508,42771,
33168,42403,49150,
33169,49826,56333,
33170,44645,56772,
33172,41505,47932,
33173,62609,79228,
33174,37893,45811,
33175,59884,71334,
33176,72690,92862,
33177,57246,65235,
33178,67121,82824,
33179,49898,58588,
33180,69592,100277,
33181,41762,63037,
33182,34477,42930,
33183,57133,67341,
33184,57548,69332,
33185,77351,84856,
33186,69664,80474,
33187,76225,84304,
33189,55280,66760,
33190,44313,60773,
33193,55287,65176,
33194,70952,79204,
33196,69504,78600,
33301,73186,117999,
33304,54014,84213,
33305,56996,88455,
33306,67282,108311,
33308,60083,90508,
33309,49355,56430,
33311,32842,41480,
33312,47575,63939,
33313,36694,44484,
33314,43157,51454,
33315,52881,71271,
33316,65603,109967,
33317,64226,76891,
33319,38898,49683,
33321,44102,54911,
33322,56266,65903,
33323,80944,93360,
33324,63302,84849,
33325,81107,97068,
33326,81641,100991,
33327,118985,149757,
33328,78546,96950,
33330,101524,121901,
33331,98601,130840,
33332,118783,151231,
33334,48040,60660,
33351,60103,67156,
33401,39186,62035,
33403,44632,55276,
33404,35512,49371,
33405,47210,63311,
33406,54032,65680,
33407,40706,52648,
33408,68047,104831,
33409,42495,51691,
33410,70319,102390,
33411,68253,81051,
33412,82336,111894,
33413,50966,60097,
33414,80792,102122,
33415,39845,48223,
33417,37258,45503,
33418,79956,128173,
33426,52310,61836,
33428,67407,79866,
33430,26743,34602,
33431,69728,99824,
33432,61740,119899,
33433,63029,85992,
33434,74019,104141,
33435,41440,59866,
33436,52095,69060,
33437,55258,69001,
33438,24239,33460,
33440,37778,45169,
33441,37992,50954,
33442,49528,58172,
33444,47514,65045,
33445,50866,69537,
33446,77684,103498,
33449,94804,124259,
33455,57684,86446,
33458,71648,95313,
33460,40151,49789,
33461,40586,48272,
33462,48565,64519,
33463,56865,63969,
33467,71921,88463,
33469,72055,107170,
33470,81965,89812,
33471,40505,50312,
33472,74169,90242,
33473,133438,178534,
33476,27934,39378,
33477,75785,125724,
33478,93877,100600,
33480,109313,221342,
33483,63886,124330,
33484,39886,58332,
33486,70153,95207,
33487,48343,79680,
33493,30547,37157,
33496,97412,150503,
33498,90448,122135,
33503,39153,56610,
33510,54190,64403,
33511,58683,69036,
33513,30902,37590,
33514,38568,50733,
33521,39735,55753,
33523,36276,44868,
33525,49241,63693,
33527,46483,67889,
33534,44515,52891,
33538,33599,47675,
33540,40028,49644,
33541,39520,45312,
33542,33082,41025,
33543,71952,82511,
33544,63337,75855,
33545,67565,74034,
33547,86944,108089,
33548,82972,102378,
33549,64128,77871,
33556,91370,110034,
33558,83596,100809,
33559,52417,65822,
33563,41082,50457,
33565,52244,63321,
33566,52825,70227,
33567,47886,63453,
33569,73263,80400,
33570,47578,57015,
33572,74868,101430,
33573,46389,53908,
33576,62733,81802,
33578,56176,62073,
33579,66041,74323,
33584,55865,62533,
33585,41974,53559,
33592,38548,53614,
33594,66706,76749,
33596,90451,110167,
33597,29889,38732,
33598,41551,55395,
33602,63003,87600,
33603,33826,45266,
33604,36667,46899,
33605,28373,36301,
33606,59361,103058,
33607,32323,44644,
33609,70552,97578,
33610,33449,39403,
33611,57154,79540,
33612,32030,39767,
33613,30744,43430,
33614,35661,45410,
33615,44069,56918,
33616,46124,56908,
33617,36678,46655,
33618,63715,94605,
33619,38763,45232,
33621,51346,62831,
33624,60767,73490,
33625,58402,69939,
33626,91546,114582,
33629,96328,136195,
33634,47289,53422,
33635,54517,64263,
33637,44431,56370,
33647,73822,96779,
33701,29174,51608,
33702,47903,60698,
33703,61042,74897,
33704,58710,82604,
33705,36350,48279,
33706,56673,88266,
33707,44929,66371,
33708,49940,71514,
33709,36881,45807,
33710,50761,59790,
33711,32960,42790,
33712,37806,49430,
33713,44885,54240,
33714,34642,43022,
33715,74680,99734,
33716,44507,56724,
33744,35250,44104,
33755,36460,45123,
33756,40571,54113,
33759,45846,59070,
33760,37686,50248,
33761,55590,69018,
33762,52956,69080,
33763,42036,55213,
33764,50947,64032,
33765,42814,59929,
33767,63893,107120,
33770,41496,57067,
33771,42392,49801,
33772,49982,63673,
33773,46005,58812,
33774,49976,59543,
33776,67244,78755,
33777,52277,70382,
33778,46231,52201,
33781,41868,50251,
33782,43491,53150,
33785,67926,107235,
33786,81648,119232,
33801,36716,45088,
33803,45360,68583,
33805,36814,42463,
33809,55977,62984,
33810,50062,57779,
33811,53871,66774,
33812,64171,76931,
33813,71222,89942,
33815,31705,44634,
33823,46981,55459,
33825,30363,39104,
33827,40902,57292,
33830,45207,58176,
33834,35245,43527,
33837,47786,55383,
33838,36878,42929,
33839,43575,49629,
33841,43851,49236,
33843,37251,44913,
33844,35408,47018,
33847,42431,45738,
33848,45518,54551,
33849,52412,59493,
33850,41969,49763,
33851,32768,40507,
33852,36849,47374,
33853,31920,47534,
33854,33024,44576,
33855,33024,44576,
33856,33024,44576,
33857,40199,48964,
33859,39777,48865,
33860,50102,61308,
33865,46096,51839,
33867,40852,52894,
33868,51074,58801,
33870,31944,39520,
33872,39559,48120,
33873,39471,48131,
33875,43396,52498,
33876,33375,40058,
33877,33995,38753,
33880,41370,50559,
33881,36860,45690,
33884,55057,69645,
33890,38544,51229,
33896,51083,57447,
33897,53618,58402,
33898,38352,51576,
33901,39960,58378,
33903,41819,50345,
33904,48282,63514,
33905,45184,56634,
33907,39647,50507,
33908,54892,82005,
33909,46313,55343,
33912,62545,92348,
33913,77909,98151,
33914,60411,72622,
33916,28737,39184,
33917,45923,55649,
33919,59631,83115,
33920,57416,72167,
33921,61407,148307,
33922,43770,56822,
33924,77188,107143,
33928,66096,86547,
33930,29032,38637,
33931,52833,83678,
33935,38633,49256,
33936,42712,52136,
33944,37101,41941,
33945,77188,107143,
33946,51380,67534,
33947,51331,62787,
33948,45803,59900,
33950,53939,76323,
33952,39942,48192,
33953,46211,68760,
33954,49074,59874,
33955,56669,78024,
33956,44710,54927,
33957,88297,148432,
33960,26694,34462,
33965,66786,91967,
33966,61941,82856,
33967,58254,70771,
33971,52896,60186,
33972,51293,57547,
33973,46108,55021,
33974,46869,77709,
33976,50657,52717,
33980,42279,48639,
33981,45647,56974,
33982,45487,53599,
33983,48205,54287,
33990,49485,58882,
33991,57586,66472,
33993,51787,61408,
34101,50954,82649,
34102,92359,154652,
34103,81603,123365,
34104,49667,62957,
34105,70733,113607,
34108,76119,132424,
34109,63843,97888,
34110,68884,114196,
34112,48696,65382,
34113,50938,79250,
34114,49948,73886,
34116,42474,54719,
34117,70426,87933,
34119,79665,101088,
34120,59962,75220,
34134,79035,131259,
34135,56878,81350,
34137,55015,64359,
34138,55015,64359,
34139,55015,64359,
34140,75900,100794,
34141,53966,63745,
34142,28720,38484,
34145,75758,113717,
34201,73628,108008,
34202,92436,108825,
34203,46711,58386,
34205,41773,51134,
34207,33378,42574,
34208,39414,49163,
34209,55013,71901,
34210,45942,68201,
34211,76827,96436,
34212,78722,93955,
34215,46365,65324,
34216,60354,103620,
34217,54713,88386,
34219,69969,85501,
34221,41828,53652,
34222,42837,51968,
34223,43677,60968,
34224,44096,54982,
34228,107585,174305,
34229,69449,117017,
34231,45297,67172,
34232,53938,64628,
34233,53963,69617,
34234,33313,48214,
34235,50873,64601,
34236,42185,70676,
34237,34823,43769,
34238,66460,94634,
34239,51568,66676,
34240,81894,108418,
34241,72996,106025,
34242,71761,116640,
34243,54904,67437,
34251,63084,76292,
34266,36118,46138,
34268,34655,45822,
34269,40280,48838,
34275,55889,72905,
34285,44537,61926,
34286,52732,61921,
34287,41157,50195,
34288,52953,62201,
34289,52953,62201,
34291,49209,58146,
34292,55188,71399,
34293,48307,57937,
34420,38188,50162,
34428,39631,52461,
34429,36910,55772,
34431,38250,47823,
34432,41051,52805,
34433,47076,55830,
34434,42360,49171,
34436,38238,51462,
34442,33740,41831,
34445,36810,46564,
34446,36984,48289,
34448,34558,42434,
34449,33527,41326,
34450,35721,46024,
34452,33995,44584,
34453,32944,46473,
34461,39148,51361,
34465,38417,48162,
34470,35623,44969,
34471,46466,70961,
34472,40161,48654,
34473,39408,48668,
34474,41406,58713,
34475,28751,38103,
34476,43603,56112,
34479,41577,49460,
34480,51132,75627,
34481,38895,48744,
34482,38331,47908,
34484,41246,56620,
34488,35473,42130,
34491,44483,53218,
34498,32326,40301,
34601,39970,52986,
34602,38387,55309,
34604,58616,65826,
34606,37494,46725,
34607,47602,70135,
34608,39687,47867,
34609,51008,61431,
34610,45295,57700,
34613,39976,46288,
34614,47995,57583,
34637,60922,86342,
34638,65309,75387,
34639,69213,79271,
34652,33619,47128,
34653,35715,44483,
34654,46307,62004,
34655,62857,75766,
34661,43625,60092,
34667,34631,46522,
34668,33118,41458,
34669,41553,53039,
34677,66583,82948,
34681,56488,84625,
34683,61582,80853,
34684,50248,65673,
34685,76039,105498,
34688,90557,113351,
34689,48951,61906,
34690,36781,44440,
34691,41631,49377,
34695,62374,77085,
34698,47118,60078,
34705,54648,65772,
34711,61923,77458,
34714,44468,55578,
34715,56425,64727,
34731,43193,54344,
34734,58923,75468,
34736,49966,60033,
34737,56553,71665,
34739,51199,60891,
34741,37275,43048,
34743,42955,51287,
34744,48361,57085,
34746,51425,63350,
34747,73257,91782,
34748,42314,53207,
34753,47267,56365,
34756,66381,81549,
34758,46659,54620,
34759,43788,52870,
34760,47270,66801,
34761,63768,76320,
34762,45723,57052,
34769,47530,53912,
34771,57832,66746,
34772,53788,62857,
34773,51324,61089,
34785,21511,29473,
34786,89067,125896,
34787,69790,86990,
34788,42986,56347,
34797,48935,63870,
34945,42562,58116,
34946,31364,43481,
34947,31408,37954,
34949,53762,78243,
34950,29042,36840,
34951,42880,53678,
34952,42992,53253,
34953,54551,62025,
34956,36094,45987,
34957,46595,65106,
34972,42764,48779,
34974,39915,57687,
34981,37693,48828,
34982,38292,52716,
34983,49735,59070,
34984,51603,67283,
34986,52239,72132,
34987,82157,127070,
34990,78859,98878,
34994,39061,57277,
34996,61654,112385,
34997,57801,84010,
35004,55416,60784,
35005,48547,54407,
35006,59241,65892,
35007,66251,74731,
35010,38331,53304,
35013,44503,54294,
35014,34867,43607,
35016,39177,53635,
35019,41191,51629,
35020,25591,34847,
35022,67873,77542,
35023,50529,58417,
35031,41983,48683,
35032,38259,47214,
35033,40186,49148,
35034,33715,44034,
35035,45027,56315,
35036,52217,66965,
35040,60256,67836,
35042,38786,49577,
35043,73528,88139,
35044,38443,47447,
35045,36746,50566,
35046,44808,54039,
35049,46577,56090,
35051,50230,66043,
35052,40072,54690,
35053,31778,48866,
35054,47426,65863,
35055,36280,51447,
35057,41269,53575,
35058,41246,52263,
35060,48162,54826,
35061,44151,52305,
35062,45831,58242,
35063,38913,44353,
35064,31395,43786,
35068,48955,59520,
35070,38302,47866,
35071,57188,69844,
35072,33276,42509,
35073,47630,55201,
35074,54081,63303,
35077,36855,46813,
35078,48418,66863,
35079,51082,59978,
35080,77945,83814,
35082,38462,43882,
35083,39094,51421,
35085,43296,55583,
35087,41864,52588,
35089,33260,41324,
35091,60206,68767,
35094,47098,61067,
35096,35966,44745,
35097,46236,56902,
35098,40285,52030,
35111,69237,74918,
