ZIP,MEDIAN_HOUSEHOLD_INCOME,POPULATION,POPULATION_DENSITY_PER_SQ_MILE,HYDROCODONE,OXYCODONE
30124,44343,2978,49.39131589,4430.0,8792.5
30125,36787,24352,132.9257642,86542.5,65889.5065
30126,67116,37088,1790.825688,21572.5,47657.2035
30127,71587,60347,1188.681847,31792.5,108214.013
30132,64688,34215,311.1840729,33940.0,98234.671
30134,51405,43356,874.0247958999998,50010.0,114713.19050000001
30135,67608,61912,739.2036296,49187.5,170139.671
30137,52790,1650,416.5614744,0.0,0.0
30139,43073,3845,53.61425623,2247.5,1945.0
30141,61054,22457,762.5725831,25515.0,31647.5
30143,52948,21145,151.8393784,32410.0,74516.71
30144,65169,52252,2315.005981,42167.5,89357.3355
30145,56246,8378,105.3385973,0.0,0.0
30147,44715,4365,240.25759580000002,0.0,0.0
30148,56472,453,42.21021245,710.0,1685.0
30149,53500,1569,179.60164840000002,0.0,0.0
30152,84167,40393,1918.269459,22700.0,49890.85500000001
30153,44592,18411,154.5195132,59330.0,22565.0
30157,59206,45123,530.846333,38882.5,94089.671
30161,38620,35058,247.232056,116985.0,66569.8355
30164,50548,16,842.1052632000001,0.0,0.0
30165,78860,70,0.421250271,120417.5,124387.5
30168,42277,24241,1938.659629,10012.5,124559.342
30170,46494,2994,65.64062089,0.0,0.0
30171,56548,3491,66.08112968,0.0,0.0
30173,52858,6221,184.3477746,6752.5,11852.5
30175,44594,6074,68.91622039,0.0,0.0
30176,37258,7050,84.16704472,15677.5,24557.5
30177,47620,1049,207.6816472,0.0,0.0
30178,62311,3468,64.23768685,2557.5,2892.5
30179,50336,16807,224.71354269999998,6432.5,7045.0
30180,55168,34274,457.60901490000003,70410.0,150482.3355
30182,41563,2666,74.86030382,0.0,0.0
30183,54789,5282,86.15093539,1437.5,6172.5
30184,59372,6847,101.41750479999999,0.0,0.0
30185,53237,3892,61.51706261,0.0,0.0
30187,68778,8740,253.9885502,0.0,0.0
30188,71100,52380,1191.293866,31722.5,56018.84850000001
30189,77757,36859,1895.2591530000002,34877.5,122359.671
30204,35125,13493,108.03474920000001,16650.0,19534.8355
30205,60015,3061,84.19518099,0.0,0.0
30206,48987,2958,53.1995252,0.0,0.0
30213,58162,29384,458.25145819999995,6700.0,8315.0
30214,73168,28913,548.4360477000001,38510.0,95720.0
30215,82019,33665,469.5192536,5747.5,3957.5
30216,55204,2159,71.76333721,0.0,0.0
30217,41273,9433,36.31582797,4000.0,11223.5195
30218,45771,1974,29.30087576,0.0,0.0
30220,51954,5533,100.7832423,0.0,0.0
30222,38023,4042,27.96651214,867.5,1395.0
30223,38683,36769,340.5483005,46105.0,26616.183999999994
30224,47382,25197,381.00494460000004,47655.0,97010.36150000001
30228,61756,38569,525.4345812,13092.5,22839.671000000002
30230,39521,9103,69.66723811,20292.5,19330.0
30233,50722,23218,149.7481409,21255.0,46574.671
30234,60422,1934,166.2797696,0.0,0.0
30236,49028,46434,1441.691505,39272.5,44817.5
30238,47137,34713,2055.483183,0.0,0.0
30240,48715,30014,215.0600813,47547.5,46672.3355
30241,37889,23176,208.10473480000002,12607.5,4504.21
30248,66520,23249,338.2410708,14020.0,48639.8355
30250,44949,679,2524.1635690000003,4700.0,1315.0
30251,45804,2342,67.84669313,0.0,0.0
30252,74974,41428,454.2245028,9750.0,18679.8355
30253,61629,49380,1020.184699,60067.5,71704.671
30256,55159,2826,82.27074236,0.0,0.0
30257,47451,4138,93.65593101,0.0,0.0
30258,47292,2622,46.87751417,0.0,0.0
30259,50197,3041,87.43279377,0.0,0.0
30260,43644,23244,2062.832801,33092.5,35824.8355
30263,51498,53008,265.4129051,46300.0,90149.8355
30265,71162,31713,744.8212692000001,135460.0,110392.0065
30268,55988,9090,139.0290906,3142.5,13392.0065
30269,93642,35069,1397.8396050000001,41175.0,47311.18400000001
30273,54342,14709,2254.598406,4747.5,6092.5
30274,39921,31893,3020.456483,53502.5,205636.05199999997
30275,61040,19,177.5700935,0.0,0.0
30276,66428,13866,141.1973158,87.5,0.0
30277,75308,20270,455.7514165,10.0,0.0
30281,60375,66140,941.5348697999999,55040.0,201144.17749999996
30284,48382,55,591.3978495,0.0,0.0
30285,44193,707,41.51497358,0.0,0.0
30286,33598,23490,120.9621356,49665.0,39786.18400000001
30288,46214,8929,1142.692603,0.0,0.0
30289,62081,82,379.6296296,0.0,0.0
30290,82276,8286,463.7080978,6712.5,8045.0
30291,42888,21010,1721.7077769999999,12310.0,13511.513
30292,51052,5943,102.19065959999999,0.0,0.0
30293,34457,2981,37.02967591,3465.0,4160.0
30294,57680,39865,1231.884058,15092.5,17009.8355
30295,53888,4159,95.26972855,7692.5,6372.5
30296,47629,25840,2467.532468,3472.5,3722.5
30297,32331,27188,2476.8151589999998,19340.0,74384.013
30303,27682,5934,5678.4689,21692.5,181025.0
30305,82654,22999,3574.048174,7857.5,8202.5
30306,83987,22246,5067.425968,8432.5,16319.835500000001
30307,82543,18004,3943.921139,7925.0,44807.5
30308,51700,15413,9663.322884000001,10057.5,36720.0
30309,68825,21845,6391.1644240000005,11937.5,56657.5
30310,26367,26912,3051.247166,7835.0,7812.5
30311,33268,32218,2591.954948,11830.0,19283.025999999998
30312,46321,19360,5773.9337909999995,11812.5,95767.5
30313,31331,9495,8538.669065,0.0,0.0
30314,23859,22020,4716.213322,0.0,0.0
30315,24765,33857,2992.487184,12590.0,216937.5
30316,43450,31110,2484.8242809999997,8577.5,16735.0
30317,46559,11970,3413.1736530000003,1817.5,3372.5
30318,44861,49736,2442.349244,10902.5,14104.670999999998
30319,84592,38423,3700.9246770000004,13135.0,18385.0
30322,24943,2023,4910.194175,597.5,4665.0
30324,59794,24267,4611.744584,16305.0,34000.0
30326,102044,4802,6939.306358,627.5,315.0
30327,141205,22208,1322.692079,22832.5,37594.8355
30328,84198,30348,2348.734618,29792.5,51527.0065
30329,45861,28539,5275.231054,12960.0,33244.342000000004
30331,48169,54094,1461.1312189999999,20137.5,34094.671
30332,35461,2970,35357.14286,5.0,35.0
30334,52969,1,20.40816327,0.0,0.0
30336,49403,971,93.23986941,0.0,0.0
30337,29723,11505,954.1383314,0.0,0.0
30338,91781,33617,3424.714751,24005.0,45705.0
30339,65986,18304,2230.563003,19122.5,35234.8355
30340,42561,29394,3453.6482200000005,6487.5,88352.5
30341,60391,31793,3132.623904,17060.0,34747.5
30342,79736,29879,3341.0488649999998,28802.5,73688.68400000001
30344,43223,31776,2627.418555,9035.0,36247.53250000001
30345,72954,23129,3249.824364,1165.0,1284.8355000000001
30346,60450,4696,4663.356504,1125.0,1367.5
30349,49881,67602,1472.00871,10737.5,58817.5
30350,73644,34740,2773.874162,8657.5,15297.5
30354,29580,14857,1382.046512,5327.5,19339.8355
30360,52696,14536,2493.310463,5.0,130.0
30363,57276,2680,8507.936508,592.5,1012.5
30401,29455,13500,53.391549899999994,20677.5,50232.5
30410,36335,2168,32.44197705,0.0,0.0
30411,31265,4371,28.860248,1225.0,5005.0
30412,36667,80,52.35602094,0.0,0.0
30413,29105,1575,12.75510204,0.0,0.0
30415,49615,6780,42.18306704,1855.0,4780.0
30417,39349,11090,64.24367411,26650.0,25365.0
30420,31621,1460,38.53361134,0.0,0.0
30421,33837,3381,33.45835271,0.0,0.0
30423,44971,120,159.7869507,0.0,0.0
30425,27334,1198,16.74002655,0.0,0.0
30426,34647,1100,9.260896286,0.0,0.0
30427,42048,12864,54.12911207,18490.0,27920.0
30428,38692,2766,18.58858475,2047.5,13407.5
30429,40553,205,940.3669725,0.0,0.0
30434,30462,5728,28.98213409,4455.0,6242.3355
30436,32673,11961,42.34312053,5515.0,15467.5
30438,40888,74,232.7044025,0.0,0.0
30439,22930,10877,44.92307692,14732.5,17302.5
30441,33133,1663,9.111230427,0.0,0.0
30442,28542,7698,24.71236324,6812.5,9472.5
30445,34383,3285,41.210342100000005,1140.0,2610.0
30446,42931,1357,20.58961871,0.0,0.0
30448,30759,81,28.11523776,0.0,0.0
30449,38616,119,15.53727641,0.0,0.0
30451,37209,33,428.57142860000005,0.0,0.0
30452,42250,1567,29.12801829,0.0,0.0
30453,40998,9703,78.72361140000001,7062.5,11854.835500000001
30454,34433,538,15.02919239,0.0,0.0
30455,22833,597,13.64415495,0.0,0.0
30456,34931,2119,26.27760761,0.0,0.0
30457,37079,6424,36.32230961,6765.0,14051.512999999999
30458,29709,41139,281.8994758,56147.5,86892.86150000001
30460,5816,427,28466.66667,290.0,0.0
30461,33613,13390,83.11401331,0.0,0.0
30464,30858,78,96.05911329999999,0.0,0.0
30467,32846,12600,24.39694999,6287.5,13545.0
30470,41809,517,17.75838972,0.0,0.0
30471,29513,4702,32.35439833,1372.5,9207.5
30473,34144,2972,35.79730918,0.0,0.0
30474,33418,16594,118.9772858,38727.5,54355.0
30475,27191,52,559.1397849,0.0,0.0
30477,23570,3070,43.40940584,1525.0,807.5
30501,40129,28048,1283.720079,81382.5,160539.67099999997
30504,42235,22463,1355.3973330000001,31720.0,21160.0
30506,58680,41667,415.2663996,12675.0,15372.5
30507,43863,28399,399.755071,2675.0,7117.5
30510,39200,8291,184.8441611,0.0,0.0
30511,35536,3186,106.8374635,3305.0,11195.0
30512,41325,19490,87.78804749,41340.0,39792.3355
30513,31667,11172,75.1584301,40600.0,90957.3355
30516,37507,2054,97.82815774,0.0,0.0
30517,65224,11963,428.0908928,1775.0,2942.5
30518,68691,45211,1137.0689869999999,31832.5,144767.171
30519,71958,39812,1160.970489,29755.0,33074.8355
30520,34860,4426,77.40604068,0.0,0.0
30521,34826,4944,52.3263198,1192.5,2967.5
30522,27078,1092,24.08416224,0.0,0.0
30523,46965,12904,74.91262902,16725.0,49155.0
30525,31787,7364,35.77292644,29540.0,29892.5
30527,59509,4043,159.4431518,5990.0,11737.335500000001
30528,39026,22679,127.07956270000001,27910.0,52847.3355
30529,43763,10920,211.97709410000002,50240.0,87274.8355
30530,43047,6752,86.25667493,8280.0,2770.0
30531,35576,11279,294.1759474,38202.5,53140.0
30533,42996,25296,115.5759838,30872.5,26665.0
30534,52124,26685,116.5176993,40400.0,60761.842000000004
30535,37084,7042,243.11261480000002,1217.5,3647.5
30536,20618,8363,54.20944825,0.0,0.0
30537,43477,1249,61.84699183,4290.0,23859.671
30538,38162,2854,112.1062142,16542.5,8377.5
30540,36587,17297,88.10749961,21320.0,86210.69050000001
30541,35808,1603,22.78509801,0.0,0.0
30542,63340,31946,756.9962797000001,43527.5,144876.842
30543,50748,4487,118.8892716,0.0,0.0
30545,47377,936,23.60477139,1880.0,9775.0
30546,39556,6496,48.04200717,11397.5,19867.5
30547,45591,3268,62.29983224,2042.5,5512.5
30548,75767,15870,409.8762881,11220.0,27402.5
30549,59284,22500,205.7726076,22255.0,47847.5325
30552,41789,1697,31.12733409,0.0,0.0
30553,37616,7232,122.03435590000001,19505.0,43835.0
30554,43200,8535,117.00115149999999,2540.0,9405.0
30555,37209,2061,156.18369199999998,7540.0,29705.0
30557,38531,4975,89.26168476,0.0,0.0
30558,41478,5456,92.31654287,1945.0,16995.0
30559,38077,4333,87.77118318,0.0,0.0
30560,35238,4599,63.0656574,0.0,0.0
30562,43772,1128,379.41473260000004,0.0,0.0
30563,42430,5373,154.4542502,0.0,0.0
30564,57380,4463,144.36824740000003,1025.0,1577.5
30565,44389,4758,139.5348837,0.0,0.0
30566,49458,7906,849.9247474,22362.5,14915.0
30567,53181,2981,95.2883263,0.0,0.0
30568,43772,1877,64.91664937,0.0,0.0
30571,47793,3682,65.53583824,15.0,0.0
30572,37756,1260,11.8162295,0.0,0.0
30573,45265,163,34.12183379,0.0,0.0
30575,62303,1375,119.3058568,0.0,0.0
30576,40462,2521,66.69488611,0.0,0.0
30577,34257,22230,136.8749654,63467.5,130576.842
30581,42227,73,363.1840796,0.0,0.0
30582,41577,4567,91.50837541,1230.0,412.5
30601,22799,20835,883.6252598,20297.5,98766.513
30602,10625,2409,3369.230769,25.0,0.0
30605,32447,39952,1090.5716,35982.5,59279.8355
30606,45829,40225,1320.107643,63470.0,172600.72299999997
30607,45348,10895,307.55984639999997,8025.0,13587.5
30609,10625,1956,85043.47826,0.0,0.0
30619,41528,1440,53.94874869,0.0,0.0
30620,54028,12486,524.9527013000001,1850.0,3035.0
30621,63829,5109,104.7183734,5.0,0.0
30622,65534,10344,251.16550120000002,1465.0,0.0
30623,51768,154,71.26330403,0.0,0.0
30624,35353,2611,60.65604237,0.0,0.0
30625,50734,2438,53.75372065,0.0,0.0
30627,34524,2273,18.26040152,0.0,0.0
30628,39122,6556,136.60325459999999,8400.0,13720.0
30629,40175,4531,60.60484464,20.0,0.0
30630,39116,2438,66.96698346,25.0,0.0
30631,23227,1767,9.124615289,0.0,0.0
30633,45031,8474,84.7586469,14210.0,34067.5
30634,32625,2281,47.36885825,0.0,0.0
30635,30806,16109,56.73281798,37305.0,39937.5
30641,54996,1810,53.09786435,0.0,0.0
30642,48456,11001,56.23830605,28560.0,18969.8355
30643,35494,16382,141.7164805,48242.5,40075.0
30646,40433,6946,199.46014240000002,21692.5,19995.0
30648,37557,2988,35.45156851,16522.5,11015.0
30650,41921,11708,52.92588658,18195.0,28559.671000000002
30655,46331,24136,279.90907830000003,56322.5,85402.5
30656,52101,15133,216.82690240000002,497.5,355.0
30660,36362,1191,11.88480422,0.0,0.0
30662,38732,8537,106.5127885,38290.0,49682.5
30663,48138,3032,54.91758739,0.0,0.0
30664,22188,38,136.6906475,0.0,0.0
30665,34250,80,33.29171868,0.0,0.0
30666,50873,8659,235.8950609,7682.5,28942.5
30667,45185,1035,13.24766086,0.0,0.0
30668,23102,1924,12.03854336,0.0,0.0
30669,29582,3313,26.638471000000003,2857.5,4290.0
30673,28732,7897,30.10743669,19687.5,9127.5
30677,73008,17065,144.43504019999997,22672.5,29437.3355
30678,39038,1294,18.46698349,0.0,0.0
30680,48674,37837,412.5002726,79110.0,99792.5
30683,41683,6749,172.6042812,325.0,547.5
30701,37491,40053,264.5595958,76002.5,89765.0
30705,37405,33566,140.9495175,38085.0,50272.0065
30707,42831,16483,127.93188559999999,1565.0,2917.5
30708,33511,293,20.00546224,0.0,0.0
30710,45465,6661,140.1991118,0.0,0.0
