,ZIP,MEDIAN_HOUSEHOLD_INCOME,POPULATION,POPULATION_DENSITY_PER_SQ_MILE
7148,24142,15931,2470,24949.49495
7149,24147,37654,1201,185.2251696
7150,24148,39147,8013,112.42686570000001
7151,24149,51486,3339,62.84939861
7152,24150,39270,693,12.41913227
7153,24151,41563,20000,123.0655632
7154,24153,54018,37761,359.4471362
7155,24161,32715,471,17.80987673
7156,24162,44081,2421,51.8482032
7157,24165,38341,1613,37.17617774
7158,24167,41234,345,65.03298775
7159,24168,35703,187,188.6982846
7160,24171,34649,8250,41.31403676
7161,24174,47270,2539,74.30494586
7162,24175,71565,8818,122.53519170000001
7163,24176,53655,1360,61.86035934
7164,24179,50764,18616,393.8310521
7165,24184,50795,4705,109.8631672
7166,24185,32368,854,22.64711342
7167,24201,31062,17116,1651.9640960000002
7168,24202,43632,12905,101.2180679
7169,24210,34645,16840,119.1158267
7170,24211,53794,9922,140.3613009
7171,24216,23412,2939,43.58270928
7172,24217,30267,406,19.89708405
7173,24219,31131,11265,154.68801489999998
7174,24220,27955,895,35.94955013
7175,24221,38315,938,18.40731583
7176,24224,31256,6734,62.01421888
7177,24225,30063,1697,29.50688552
7178,24226,28690,1433,53.52407276
7179,24228,29507,7016,75.46926263
7180,24230,30837,9597,74.67727
7181,24236,36825,3085,54.60370279
7182,24237,29818,1192,20.86396415
7183,24239,36011,113,40.79422383
7184,24243,24226,2222,99.19642857
7185,24244,32926,5723,33.59474976
7186,24245,27686,1129,21.76427497
7187,24246,27610,455,926.6802444
7188,24248,31022,2596,49.54576685
7189,24250,27974,1319,25.08415267
7190,24251,35934,8773,74.03438004
7191,24256,27972,3491,60.01787986
7192,24258,39678,1624,39.10332041
7193,24260,32046,5734,72.53361669
7194,24263,30311,7950,65.62546433
7195,24266,34253,9521,78.5340746
7196,24269,29524,324,42.28660924
7197,24270,38207,582,27.18482881
7198,24271,34449,2689,42.69338245
7199,24272,29524,527,25.20445741
7200,24273,35881,6262,98.94607107
7201,24277,24943,5849,110.6172933
7202,24279,37888,5541,68.66681538
7203,24280,40197,823,77.90609618
7204,24281,31185,2487,45.23545354
7205,24283,29784,2171,84.95069651
7206,24290,31869,1874,378.35655160000005
7207,24292,31357,535,19.95226374
7208,24293,39047,10791,184.4426213
7209,24301,36733,14366,179.06466569999998
7210,24311,37393,1977,48.76905619
7211,24312,40409,2401,64.4079618
7212,24313,45007,884,123.77485300000001
7213,24314,40770,1560,17.68366641
7214,24315,41895,3774,20.69407965
7215,24316,40952,50,12.26391955
7216,24317,30125,3858,102.622759
7217,24318,37105,639,9.550284715
7218,24319,35448,6979,86.81212061
7219,24322,32882,174,12.91184328
7220,24323,33346,644,34.33201834
7221,24324,38275,2013,57.55375114
7222,24325,40523,1039,19.91604209
7223,24326,34835,1058,19.449602
7224,24328,36297,1726,45.93479707
7225,24330,29270,3401,81.89852385
7226,24333,30896,17996,124.82139640000001
7227,24340,36412,5657,95.99199077
7228,24343,39693,9267,69.94331776
7229,24347,39711,1931,24.32817205
7230,24348,33642,3958,37.30056262
7231,24350,37058,1261,26.56918312
7232,24351,40518,668,58.58107516
7233,24352,41385,890,30.96082933
7234,24354,35071,15315,144.30959430000001
7235,24360,42898,6169,72.41035272
7236,24361,44330,5431,96.69206666
7237,24363,32131,1365,18.08665695
7238,24366,41734,781,28.52863822
7239,24368,37193,4953,59.85064527
7240,24370,33458,6572,43.66371235
7241,24374,31953,787,27.18949732
7242,24375,37110,1611,26.17044089
7243,24377,40696,348,9.852216749
7244,24378,34467,1229,14.98908443
7245,24380,42873,2639,31.26851347
7246,24381,35116,3816,73.76478775
7247,24382,39741,14366,71.76110934
7248,24401,45549,35499,266.42700069999995
7249,24411,36728,112,267.9425837
7250,24412,50589,131,49.94281357
7251,24413,43481,178,4.419176246
7252,24415,39467,41,203.98009950000002
7253,24416,39654,8807,158.45627919999998
7254,24421,45123,3868,50.52576579
7255,24422,36740,6315,75.77757512
7256,24426,41837,14329,43.0636533
7257,24430,36728,2643,74.97021615
7258,24431,41846,2656,186.8974738
7259,24432,37594,336,6.681115905
7260,24433,43481,99,6.634944039
7261,24435,39283,1925,61.55469574
7262,24437,46100,904,67.83731052
7263,24439,39512,1253,13.22232071
7264,24440,52857,2916,105.11896180000001
7265,24441,42300,6140,139.0398551
7266,24442,43481,120,2.478673084
7267,24445,50060,2673,25.21864651
7268,24448,41094,376,1224.7557
7269,24450,29871,16741,81.34833863
7270,24457,42858,270,37.58875122
7271,24458,43481,442,5.093867767
7272,24459,51845,818,16.17240016
7273,24460,50589,1530,6.222522277
7274,24464,45417,213,9.400653191
7275,24465,43481,1382,7.875810661
7276,24467,53304,2212,93.94376964
7277,24471,53750,1355,83.61100827
7278,24472,44967,2271,35.50934251
7279,24473,40087,922,17.05007767
7280,24474,41094,544,846.0342145999999
7281,24476,52857,280,39.8463071
7282,24477,53496,10573,217.85625980000003
7283,24479,44908,1537,25.39698277
7284,24482,43152,4872,317.72531630000003
7285,24483,41645,587,8.154929773
7286,24484,49956,741,4.160864292
7287,24485,36728,389,4.593385053
7288,24486,53985,3490,152.9427232
7289,24487,49838,320,4.473584879
7290,24501,32650,26757,694.5360156
7291,24502,44734,43426,1565.747251
7292,24503,63102,19331,462.1987376
7293,24504,26760,9777,304.4466588
7294,24517,38720,5693,157.9896764
7295,24520,44940,2450,26.40826094
7296,24521,43060,10576,45.66572825
7297,24522,46260,9213,46.76578529
7298,24523,41010,18952,84.11223249
7299,24526,51636,1593,24.40631224
7300,24527,44641,3027,95.8639473
7301,24528,35511,3200,32.66672792
7302,24529,36504,1724,46.14808073
7303,24530,40937,1088,31.00775194
7304,24531,36524,9203,46.59911997
7305,24534,32545,1740,30.07934724
7306,24536,85508,194,32.93159056
7307,24538,47649,4742,51.50317143
7308,24539,33837,134,17.6967776
7309,24540,35774,32170,423.04455319999994
7310,24541,32707,28221,386.5837454
7311,24549,46947,4292,84.06455657
7312,24550,48768,7258,111.49344070000001
7313,24551,68185,20667,303.2219255
7314,24553,44987,1902,15.02547695
7315,24554,44715,3995,33.84331266
7316,24555,43756,2140,91.99552919
7317,24556,75834,3053,71.52563021
7318,24557,34875,7977,48.55083931
7319,24558,31153,6347,67.63568163
7320,24562,49548,426,23.72069714
7321,24563,36623,5489,81.42588005
7322,24565,30894,1026,17.85962958
7323,24566,39644,1402,37.727725299999996
7324,24569,38384,1064,29.40770017
7325,24570,41297,20,22.02643172
7326,24571,43911,1979,38.57098308
7327,24572,44577,16395,256.4202821
7328,24574,49411,3977,36.54289678
7329,24577,36149,5239,27.28802171
7330,24578,57296,1056,30.30824867
7331,24579,36432,1389,42.37210579
7332,24580,36250,613,29.61781901
7333,24581,45161,23,5.263157895
7334,24586,37476,5562,104.84251
7335,24588,42283,9647,132.765407
7336,24589,36174,2271,29.23080883
7337,24590,51932,8074,48.45291534
7338,24592,36336,13934,110.9262429
7339,24593,44522,1963,54.10247223
7340,24594,38435,1651,30.07395534
7341,24595,39083,679,368.4210526
7342,24597,29750,1257,25.30244168
7343,24598,40610,1984,26.86163011
7344,24599,42283,606,12.95231581
7345,24601,35530,77,40.22988506
7346,24602,34621,962,19.35886342
7347,24603,26891,978,47.45729814
7348,24604,30530,262,64.21568627
7349,24605,36165,9301,193.1912596
7350,24606,39779,170,72.68063275
7351,24607,28588,462,36.39228043
7352,24609,37081,7630,73.38867141
7353,24612,28860,229,432.07547170000004
7354,24613,36894,911,79.14169056
7355,24614,25418,8061,62.95393843
7356,24620,23193,2774,36.13484785
7357,24622,30709,1028,20.79919069
7358,24628,27795,295,46.26725220000001
7359,24630,35015,6774,103.2385887
7360,24631,34090,2843,56.18355006
7361,24634,29367,574,39.47458909
7362,24635,39779,1650,282.1477428
7363,24637,38577,3410,119.81307749999999
7364,24639,32474,3533,83.87341832
7365,24641,32511,5953,312.1493367
7366,24646,35214,750,63.74840629
7367,24649,32461,2760,62.34751965
7368,24651,37328,6314,40.20042913
7369,24656,34723,3404,49.72827675
7370,24657,26475,321,19.21695402
7371,24701,30733,20786,322.62871160000003
7372,24712,38718,2063,232.9757199
7373,24714,28650,257,20.39197017
7374,24715,29590,594,60.58133605
7375,24716,35972,508,24.63149728
7376,24719,35972,223,220.1382034
7377,24724,30873,66,420.38216560000006
7378,24726,35972,566,15.3691585
7379,24729,28650,149,30.68369028
7380,24731,34352,255,199.6867659
7381,24733,31738,853,146.94229109999998
7382,24736,30170,902,31.55501137
7383,24737,30224,243,2336.538462
7384,24738,30315,308,243.0939227
7385,24740,32526,30435,189.8011874
7386,24747,32569,3006,75.59031358
7387,24801,23624,3858,70.2514704
7388,24808,27793,675,41.34762634
7389,24811,19672,599,38.35072668
7390,24813,19672,511,39.72943555
7391,24815,20273,559,26.10807529
7392,24816,24529,151,308.793456
7393,24817,19936,954,84.08249603
7394,24818,35332,1409,54.95534147
7395,24822,34466,955,51.43257217
7396,24823,36862,383,28.09359642
7397,24826,20273,150,10.82485386
7398,24827,36862,1501,38.58512635
7399,24828,25117,927,42.26508002
7400,24830,27793,139,16.11967993
7401,24831,26682,250,142.2070535
7402,24834,36851,412,33.50955673
7403,24836,24128,800,21.05872753
7404,24839,30587,1523,32.70626637
7405,24843,24529,158,47.44744745
7406,24844,22279,1810,32.01330055
7407,24845,29198,282,84.65926148
7408,24846,28850,244,34.09249686
7409,24847,35972,293,164.0537514
7410,24848,27793,262,19.69184517
7411,24849,37505,337,32.42879138
7412,24850,20083,1093,71.86061801
7413,24851,32753,419,559.4125501
7414,24853,22331,793,36.34613622
7415,24854,37154,550,93.50561034
7416,24857,35963,984,119.3305845
7417,24860,35899,552,92.80430397
7418,24861,27195,307,76.69248064
7419,24862,22090,651,60.73894383
7420,24866,20273,240,23.55250245
7421,24867,38776,409,31.067223699999996
7422,24868,25505,1686,41.66975606
7423,24869,29198,351,75.7608461
7424,24870,35825,2874,73.78122353
7425,24871,27793,309,35.33043677
7426,24872,22090,783,25.27518642
7427,24873,20083,600,36.33060854
7428,24874,39141,2729,41.34973787
7429,24878,22324,337,38.04900079
7430,24879,19762,657,42.00767263
7431,24880,39272,356,72.89107289
7432,24881,22929,601,49.51392322
7433,24882,35117,483,38.94219141
7434,24884,20273,265,11.87435587
7435,24887,26738,67,23.02405498
7436,24888,23901,167,30.36363636
7437,24892,19796,1513,69.34323296
7438,24894,20014,388,54.21265894
7439,24898,39272,198,831.9327731000001
7440,24901,39748,9128,104.6512961
7441,24910,30914,5383,39.14083575
7442,24915,35389,590,11.74105988
7443,24916,29250,558,33.17281969
7444,24918,36660,1677,38.41748373
7445,24920,34038,346,4.917846381
7446,24924,32240,512,21.49544481
7447,24925,35432,935,26.88790476
7448,24927,31711,365,9.112697857999999
7449,24931,35214,1544,24.34448071
7450,24934,34405,503,7.662076529
7451,24935,29684,688,23.95376367
7452,24938,36570,1518,54.65346535
7453,24941,44394,1059,15.00616401
7454,24944,36656,401,13.416307000000002
7455,24945,35536,393,23.59510086
7456,24946,32240,1533,8.717557946
7457,24951,36165,1489,40.52252007
7458,24954,31963,3514,12.34073637
7459,24957,36570,346,91.70421415
7460,24962,29684,186,58.63808323
7461,24963,37194,4095,76.35509314
7462,24966,32005,1286,6.52632861
7463,24970,33527,4575,113.43631450000001
7464,24974,44394,299,40.97574346
7465,24976,41791,1005,34.60743802
7466,24977,34207,441,33.40656011
7467,24981,30274,631,51.27996749
7468,24983,37717,2443,19.65200743
7469,24984,44394,185,3.9380135380000003
7470,24986,32111,5216,23.29080915
7471,24991,32325,521,10.94101094
7472,25002,34375,112,44.23380727
7473,25003,38387,2782,77.59678679
7474,25005,29435,264,35.69979716
7475,25007,32393,604,114.8288973
7476,25008,32159,210,18.57092324
7477,25009,46442,1153,40.00693963
7478,25011,39750,800,2005.0125309999999
7479,25015,39806,4691,182.52208090000002
7480,25019,40920,575,25.42110615
7481,25021,39534,305,46.0794682
7482,25022,34204,153,4.339933057
7483,25024,43841,586,102.10838129999999
7484,25025,38878,230,14.84445592
7485,25028,39555,381,119.02530459999998
7486,25030,31682,414,26.66666667
7487,25031,34375,615,134.279476
7488,25033,39497,2234,89.82710092
7489,25035,28841,1112,96.15218331
7490,25036,34904,468,56.23648161
7491,25039,38878,1304,50.98529872
7492,25040,34375,546,1036.0531310000001
7493,25043,29970,1659,13.88679624
7494,25044,32159,384,26.15982015
7495,25045,39265,5801,40.14449527
7496,25047,37489,411,53.96533613
7497,25048,32159,38,1407.407407
7498,25049,43245,630,40.45723093
7499,25051,46442,164,366.8903803
7500,25053,37572,4296,91.34012289
7501,25054,28566,426,25.51967891
7502,25057,30439,337,369.92316139999997
7503,25059,37399,678,62.92927418
7504,25060,32159,618,24.77748376
7505,25061,30932,756,75.04466945
7506,25062,32159,230,72.44094488
7507,25063,28708,1797,20.71947423
7508,25064,40899,9962,1452.821934
7509,25067,34671,1120,206.7946824
7510,25070,39484,1683,360.4626258
7511,25071,48104,11697,112.99374990000001
7512,25075,32382,976,17.87120283
7513,25076,29984,298,36.51960784
7514,25081,42519,1251,88.88099467
7515,25082,64181,1673,31.9671348
7516,25083,34186,672,24.00342906
7517,25085,34136,830,59.90184758
7518,25086,38878,928,1690.346084
7519,25088,42188,164,10.55001608
7520,25090,34375,203,144.0738112
7521,25093,40703,207,27.77032466
7522,25102,34671,349,362.03319500000003
7523,25103,34671,366,86.79155798
7524,25106,31614,642,39.45670211
7525,25107,36246,739,24.062255800000003
7526,25108,28224,692,95.38249483
7527,25109,39750,661,851.8041237
7528,25110,38878,599,26.87906664
7529,25111,42030,694,22.60291819
7530,25112,41029,166,5030.30303
7531,25113,25614,957,30.05275719
7532,25114,31615,557,49.54193721
7533,25115,30439,90,11.15656378
7534,25118,30439,998,58.62656406
7535,25119,28520,444,37.58889265
7536,25121,36135,972,58.40293216
7537,25123,35232,3535,29.65628906
7538,25124,40090,1214,40.72868789
7539,25125,42097,1011,37.55851103
7540,25126,38878,58,591.8367347
7541,25130,42192,3846,169.9288649
7542,25132,38878,276,15.15401087
7543,25133,26417,922,57.86368771
7544,25134,28566,423,55.59936909
7545,25136,32188,1798,208.9725709
7546,25139,30439,440,795.6600362
7547,25140,32159,1012,18.03150167
7548,25141,24421,195,34.03735381
7549,25142,46442,416,97.67551068
7550,25143,43111,8579,974.7755937000001
7551,25148,47508,332,85.69953536
7552,25149,35068,242,27.16354249
7553,25152,28296,368,104.07239820000001
7554,25154,47067,868,46.81516639
7555,25156,38878,105,415.0197628
7556,25159,41061,5163,146.45562080000002
7557,25160,38878,303,50.83039758
7558,25161,30439,369,32.70696685
7559,25162,34671,571,2068.84058
7560,25164,27340,1257,41.4974745
7561,25165,46318,612,153.2298448
7562,25168,39616,2503,77.67261443
7563,25169,46442,516,27.30447666
7564,25173,30439,452,30.19573786
7565,25174,32159,420,42.52303331
7566,25177,40077,24084,801.6776513
7567,25180,32159,83,24.53443689
7568,25181,46888,1853,29.18477918
7569,25183,36135,73,4.789397717
7570,25185,34375,1042,15101.44928
7571,25186,34375,881,98.72254594
7572,25187,37568,719,17.55928395
7573,25193,45410,477,22.03538597
7574,25201,40057,55,901.6393443
7575,25202,47886,1370,119.94396780000001
7576,25203,30907,89,55.93966059
7577,25204,39656,211,9.759030572
7578,25205,39628,391,70.79485787
7579,25206,39923,601,41.88445188
7580,25208,39534,992,12.97427379
7581,25209,40940,1227,45.48150345
7582,25211,28681,135,16.94277108
7583,25213,67660,5512,153.7946429
7584,25214,28566,614,48.51453856
7585,25234,24448,1200,25.97065316
7586,25235,24445,949,27.67409308
7587,25239,45368,1732,66.48752399
7588,25241,44856,1710,77.86530668
7589,25243,35822,899,19.00594068
7590,25244,47664,732,24.84556378
7591,25245,47902,739,25.04830017
7592,25247,35173,509,246.25060469999997
7593,25248,49301,3090,42.037384700000004
7594,25251,29435,429,28.89472621
7595,25252,39193,1071,18.22699501
7596,25253,35010,2051,43.32396865
7597,25259,29673,699,18.43014212
7598,25260,35224,1577,576.810534
7599,25261,24448,335,31.03863615
7600,25262,45873,898,120.6016653
7601,25264,40941,441,67.17440975
7602,25265,35016,1564,929.8454221000001
7603,25266,29435,797,21.09693472
7604,25267,26173,758,11.24745893
7605,25268,24448,871,22.01440667
7606,25270,27754,972,24.3920801
7607,25271,41520,9304,95.2634489
7608,25275,42894,2287,35.4947852
7609,25276,25645,7752,45.60912182
7610,25285,24421,595,53.33930973
7611,25286,35342,1692,24.563390100000003
7612,25287,35192,1272,66.89455693
7613,25301,22130,2771,2530.5936070000002
7614,25302,37702,15078,1233.777923
7615,25303,49975,7112,2019.3072120000002
7616,25304,48285,8773,857.9112067
7617,25306,42366,6417,172.2360899
7618,25309,37087,13356,378.04636419999997
7619,25311,44785,10815,382.77765980000004
7620,25312,40849,14886,211.2718035
7621,25313,49021,13436,645.8373389999999
7622,25314,75839,14542,578.1187882999999
7623,25315,34767,3255,436.1516816000001
7624,25320,48404,6084,87.02991117
7625,25401,37735,14622,2494.79611
7626,25403,66518,12591,337.23484039999994
7627,25404,48206,19551,488.5307346
7628,25405,55662,12029,577.7895192000001
7629,25411,39585,12633,89.9453194
7630,25413,59468,7508,336.334722
7631,25414,66819,17024,311.66929080000006
7632,25419,58413,9251,526.4925161
7633,25420,56136,4024,143.80673290000001
7634,25422,22537,1700,24.29855781
7635,25425,73070,12835,319.024657
7636,25427,61427,14322,105.3708064
7637,25428,60886,10776,468.2774205
7638,25430,57323,8112,169.49081719999998
7639,25431,34423,453,31.22845719
7640,25432,61667,121,147.20194650000002
7641,25434,31225,2521,37.0011595
7642,25437,34790,212,18.89819932
7643,25438,47393,6266,706.2669071
7644,25442,72428,1925,135.4679803
7645,25443,87626,7445,270.91445
7646,25444,35968,605,31.00497104
7647,25446,69527,1463,95.01233926
7648,25501,34339,1130,45.19638429
7649,25502,37486,1034,47.82608696
7650,25503,37568,729,47.73754175
7651,25504,47769,12661,255.2775369
7652,25505,36914,477,212.9464286
7653,25506,31699,5037,48.39546503
7654,25507,29333,987,1460.059172
7655,25508,37528,9837,126.44608980000001
7656,25510,44539,5074,156.07985480000002
7657,25511,28391,1092,11.955855300000001
7658,25512,32118,1237,25.71030699
7659,25514,29815,4024,57.74722673
7660,25515,30837,2335,51.92004091
7661,25517,28127,2071,50.81086386
7662,25520,39372,1561,39.54301348
7663,25521,35066,1101,35.62184548
7664,25523,31773,2647,63.13805935
7665,25524,33006,3486,36.18246925
7666,25526,65312,21902,238.4358296
7667,25529,40032,1013,49.105628
7668,25530,34316,5877,386.64473680000003
7669,25534,28780,282,12.10716126
7670,25535,36392,2783,155.5356843
7671,25537,42554,1993,93.84564675
7672,25540,32284,290,23.03232468
7673,25541,42154,9350,133.6382477
7674,25545,43645,4512,162.05732350000002
7675,25547,36516,969,125.5181347
7676,25550,38732,9077,184.3569746
7677,25555,40759,2325,68.45483453
7678,25557,30704,1754,38.87239041
7679,25559,49440,2152,105.66630659999998
7680,25560,60829,7997,344.3124085
7681,25564,36098,1250,57.321043700000004
7682,25565,30501,651,18.87120619
7683,25567,36098,924,54.82052803
7684,25570,35707,6640,84.89203114
7685,25571,27965,2206,94.30574555
7686,25573,36098,970,87.25375551
7687,25601,33361,5206,263.12863280000005
7688,25606,31867,964,137.1070971
7689,25607,32974,1140,117.56213259999998
7690,25608,32940,1004,73.13519814
7691,25611,37738,682,173.5810639
7692,25617,34582,999,58.83738736
7693,25621,34549,2155,47.22770107
7694,25624,36135,480,425.5319149
7695,25625,30591,1452,97.9162452
7696,25628,33239,539,253.6470588
7697,25630,31489,683,29.463784999999998
7698,25632,35160,834,34.07419513
7699,25634,35415,771,143.923838
7700,25635,36491,1227,87.96329486
7701,25637,29878,936,260.50654049999997
7702,25638,37947,1148,33.95846891
7703,25639,29711,608,87.75981524
7704,25644,38075,536,43.53476283
7705,25646,31708,940,43.49234257
7706,25647,37957,768,240.60150380000002
7707,25649,35908,1397,126.700526
7708,25650,33808,547,22.46960237
7709,25651,37644,737,29.30184478
7710,25652,37640,1608,95.15919044
7711,25653,37977,459,255.0
7712,25654,36156,310,26.14709852
7713,25661,31673,6837,117.4379058
7714,25666,26897,654,22.97074216
7715,25669,26875,887,43.47612979
7716,25670,34726,5829,62.15942415
7717,25671,28617,1286,40.83058166
7718,25672,39531,408,47.61904762
7719,25674,26889,3202,71.25689870000001
7720,25676,34809,1250,42.59814613
7721,25678,36530,1595,62.95638445
7722,25688,31854,448,96.28196862
7723,25690,38245,249,141.8803419
7724,25692,34948,1021,102.8093848
7725,25696,36571,295,150.203666
7726,25699,26875,200,13.545546900000002
7727,25701,34304,23284,655.1306941
7728,25702,28451,7788,669.1296503
7729,25703,18932,6751,5668.345928
7730,25704,33117,16441,508.78876030000004
7731,25705,43049,20711,1730.5314170000001
7732,25801,35593,33590,406.6733659
7733,25810,35972,261,110.40609140000001
7734,25811,37056,154,23.72515791
7735,25812,31769,1902,100.95005570000001
7736,25813,41375,8063,134.5021436
7737,25817,52328,784,69.67650196
7738,25818,42685,472,930.9664694
7739,25820,28859,437,14.34527131
7740,25823,37758,2176,155.41747019999997
7741,25825,39735,2390,92.2032329
7742,25826,35972,296,1396.226415
7743,25827,43493,2488,390.27450980000003
7744,25831,28049,1421,23.77765135
7745,25832,40623,3994,331.83781989999994
7746,25836,42061,488,252.3267839
7747,25837,36500,391,71.67736022
7748,25839,52328,691,205.5324212
7749,25840,40322,8179,113.2245248
7750,25841,29635,575,16.56535392
7751,25843,38168,791,56.12317298
7752,25844,49809,1417,116.1189871
7753,25845,38537,627,111.18992730000001
7754,25846,31729,363,27.76502983
7755,25848,38125,443,50.77945896
7756,25849,52328,266,525.6916996
7757,25853,38168,182,282.6086957
7758,25854,33509,1101,30.10582155
7759,25855,31960,209,1000.0
7760,25857,38168,308,14.23355978
7761,25862,33832,266,61.2620912
7762,25864,24073,309,13.55084857
7763,25865,52328,1475,57.98411825
7764,25868,36500,432,34.17451151
7765,25870,35972,103,455.75221239999996
7766,25871,32885,695,1720.2970300000002
7767,25873,32885,607,873.3812949999999
7768,25875,38125,486,55.91991716
7769,25876,38125,128,30.47619048
7770,25878,34768,930,457.2271386
7771,25879,31875,359,220.92307689999998
7772,25880,35044,6928,175.3879649
7773,25882,36011,2033,62.394500199999996
7774,25901,28704,11920,362.9388302
7775,25902,36310,420,15.08024847
7776,25904,26918,365,53.05232558
7777,25906,33021,287,209.48905109999998
7778,25907,23111,123,66.05800215
7779,25908,38168,172,24.09301023
7780,25911,31311,55,1666.666667
7781,25913,38125,397,59.68129886
7782,25915,38168,311,34.24732959
7783,25916,38125,202,103.9629439
7784,25917,30225,2139,47.7114561
7785,25918,35891,4430,65.73870719
7786,25920,52328,221,43.61555161
7787,25921,33640,2157,134.2336175
7788,25922,31644,299,65.0
7789,25928,35972,375,32.26639133
7790,25932,52328,339,86.83401639
7791,25936,23111,43,2.955732747
7792,25938,31769,1287,39.59756323
7793,25942,36500,162,12.68201033
7794,25951,26993,6208,57.603088
7795,25958,28897,851,37.35241189
7796,25962,30411,3806,43.6172773
7797,25969,36518,973,33.19119904
7798,25971,35749,1130,55.73916046
7799,25972,28893,299,74.23038729
7800,25976,24667,2663,29.55801718
7801,25977,25657,155,31.52328656
7802,25978,36518,606,51.87911994
7803,25979,36717,893,19.242372
7804,25981,31355,951,16.08674324
7805,25984,28731,1886,38.37545273
7806,25985,25657,430,12.13318284
7807,25989,34356,280,116.52101540000001
7808,26003,41655,43002,453.77512790000003
7809,26030,38333,516,615.75179
7810,26031,31889,1755,641.2130069
7811,26032,54788,1243,103.09363859999999
7812,26033,33538,3044,32.714298
7813,26034,38575,4905,324.0404307
7814,26035,40181,2491,138.1662876
7815,26036,33142,425,37.70404542
7816,26037,41085,6642,981.3829787000001
7817,26038,42060,2855,432.70688089999993
7818,26039,34264,1061,27.04149251
7819,26040,31806,2103,906.4655172
7820,26041,33424,16183,263.68702340000004
7821,26047,34202,6222,145.2482667
7822,26050,27304,1575,542.7291522999999
7823,26055,35530,1756,23.88790641
7824,26056,31797,93,801.7241379
7825,26059,46334,3082,125.42221140000001
7826,26060,44027,1881,79.22335004
7827,26062,39295,21801,785.4517942000001
7828,26070,42282,8441,228.35732059999998
7829,26074,47193,1184,719.7568388999999
7830,26075,38333,505,370.7782673
7831,26101,34545,29999,1016.6051039999999
7832,26104,45799,16769,451.30123530000003
7833,26105,43798,12333,985.4574511
7834,26133,42193,1415,36.073012799999994
7835,26134,39671,888,420.4545455
7836,26136,29259,644,24.06846806
7837,26137,28484,939,17.932509600000003
7838,26138,41089,127,23.84976526
7839,26141,31974,364,10.74253335
7840,26142,45697,2574,202.8528647
7841,26143,37955,4547,31.22617862
7842,26146,33641,1003,25.39047667
7843,26147,28534,2188,47.44248574
7844,26148,30051,245,13.72010976
7845,26149,32441,2452,32.89685521
7846,26150,54267,6309,136.22819140000001
7847,26151,25560,558,22.76250306
7848,26152,41089,56,30.83700441
7849,26155,37715,8823,74.65730242
7850,26159,36381,2745,1626.184834
7851,26160,32500,960,14.67216873
7852,26161,30143,480,9.993337775
7853,26164,37275,8262,77.30526316
7854,26167,36168,865,47.95697732
7855,26169,42581,842,31.62085023
7856,26170,37957,6137,58.50724071
7857,26175,34673,3326,73.89469007
7858,26178,30051,587,14.16369076
7859,26180,45124,2284,35.27413127
7860,26181,48829,6127,160.85164469999998
7861,26184,46444,2361,60.73780613
7862,26187,52302,5982,296.02137769999996
7863,26201,38223,19701,109.8307466
7864,26202,35415,641,45.95640952
7865,26203,30094,198,7.831968672
7866,26205,26793,3690,142.47654350000002
7867,26206,31091,2976,40.29953823
7868,26208,32391,973,11.59990463
7869,26209,31537,112,3.970223325
7870,26215,30094,167,17.26455081
7871,26217,30094,354,12.86758024
7872,26218,30853,2583,39.0299184
7873,26222,30094,454,5.996645049
7874,26224,35712,221,6.464823752999999
7875,26228,30754,109,12.00044038
7876,26230,35504,124,2.649459425
7877,26234,30754,1454,27.40655571
7878,26236,35165,29,116.93548390000001
7879,26237,35057,571,14.556671599999998
7880,26238,30807,739,33.91930968
7881,26241,37541,14591,112.7466889
7882,26250,31275,5570,63.33287852
7883,26253,44373,3490,50.59510866
7884,26254,35640,303,4.617072502
7885,26257,35833,957,50.19406273
7886,26259,38438,176,89.61303462
7887,26260,31996,1377,8.734427727
7888,26261,30267,2701,27.37185594
7889,26263,34291,316,10.34945796
7890,26264,31464,642,6.17681865
7891,26266,30094,252,63.06306306
7892,26267,34933,369,15.53618795
7893,26268,33501,82,1.326131255
7894,26269,34096,1018,48.63367093
7895,26270,35640,755,9.87418587
7896,26271,31996,383,11.98860613
7897,26273,27667,2041,16.07605605
7898,26275,30412,744,181.11002919999999
7899,26276,39135,356,23.59490986
7900,26278,35833,591,9.621332986
7901,26280,28059,1710,24.72312986
7902,26282,28620,60,1.094850553
7903,26283,36941,1734,28.91686817
7904,26285,35743,304,28.42715541
7905,26287,34355,3131,20.603564000000002
7906,26288,24824,3603,15.65970245
7907,26291,31852,165,2.621377733
7908,26292,32377,836,50.42827844
7909,26293,35833,600,102.1972407
7910,26294,27667,729,9.22177807
7911,26296,35640,177,3.95256917
7912,26298,20743,96,8.650986753
7913,26301,33018,30435,410.2360188
7914,26320,32655,1000,17.8552298
7915,26321,43438,354,14.26154218
7916,26323,37353,602,529.4635003999999
7917,26325,32759,320,12.7800631
7918,26327,33273,83,9.669151911
7919,26330,60095,14377,198.73380980000002
7920,26335,33156,1378,29.02641446
7921,26337,30815,1218,18.81168239
7922,26338,43438,629,15.93211753
7923,26339,33385,255,12.17532468
7924,26342,26243,509,10.62785793
7925,26343,31002,445,20.98462699
7926,26346,35186,972,34.88998169
7927,26347,38176,2068,52.43141829
7928,26348,36168,196,15.81920904
7929,26349,27786,132,211.2
7930,26351,28708,5120,60.44935595
7931,26354,36488,11135,110.2136968
