,ZIP,MEDIAN_HOUSEHOLD_INCOME,POPULATION,POPULATION_DENSITY_PER_SQ_MILE
12785,40258,47731,26465,2265.839041
12786,40272,44898,37394,1096.308892
12787,40280,92128,303,3123.71134
12788,40291,62665,35427,1615.605618
12789,40299,67500,38371,722.5768789
12790,40310,53243,526,881.0720267999999
12791,40311,41001,7153,40.76712641
12792,40312,31759,5898,103.9166975
12793,40313,27558,3143,82.60183968
12794,40322,18602,3328,28.49900665
12795,40324,62459,41342,266.6365688
12796,40328,36384,1065,21.73025913
12797,40330,45654,19334,87.32531775
12798,40334,32729,76,129.6928328
12799,40336,29108,13061,63.40198929
12800,40337,33432,5501,95.41236666
12801,40339,101542,46,365.0793651
12802,40342,55492,21125,112.20468259999998
12803,40346,33627,686,55.26464191
12804,40347,61087,2767,79.13627914
12805,40348,41667,600,139.37282230000002
12806,40350,39139,228,18.21668265
12807,40351,34766,20329,82.18552283
12808,40353,38050,20779,149.325917
12809,40356,43303,40503,289.5656836
12810,40358,27242,904,43.58096707
12811,40359,45359,7080,30.95596208
12812,40360,33858,6564,44.81983981
12813,40361,33185,18220,70.54195737
12814,40363,45315,22,1047.619048
12815,40370,69102,2763,33.20993293
12816,40371,25544,2838,38.17902978
12817,40372,64396,2128,39.75563734
12818,40374,27128,1702,27.00215763
12819,40376,32083,52,7.220216606
12820,40379,55359,3288,51.75263249
12821,40380,32045,6612,57.81135243
12822,40383,59280,22408,147.5705649
12823,40385,43280,3131,66.23651365
12824,40387,1855,2046,28.279980100000003
12825,40390,42460,7366,290.4803218
12826,40391,47844,35262,147.2735474
12827,40402,25310,2905,61.40350877
12828,40403,42095,23774,208.05474850000002
12829,40404,50400,643,5062.992126
12830,40409,33356,3843,87.61570379999999
12831,40419,29710,4621,50.1486771
12832,40422,43366,24280,211.24248509999998
12833,40434,20000,34,618.1818182
12834,40437,33809,4932,40.71322437
12835,40440,36167,2092,226.2110727
12836,40442,31130,1136,46.22583927
12837,40444,40342,14096,88.93038749
12838,40445,16874,997,21.85301273
12839,40447,21470,8251,33.03650792
12840,40448,36824,53,142.4731183
12841,40456,32159,9300,53.83284035
12842,40460,16607,1129,30.54901642
12843,40461,52615,3121,61.31751115
12844,40464,37611,1114,33.12026163
12845,40468,43899,1807,53.41886659
12846,40472,29704,1679,32.10263666
12847,40475,41815,55803,204.4043472
12848,40481,21793,218,39.686874200000005
12849,40484,32831,11612,88.71910456
12850,40486,23193,2223,43.98409212
12851,40489,32339,4109,61.93009691
12852,40502,56941,25709,3569.7028600000003
12853,40503,57392,28003,3165.6115760000002
12854,40504,35719,25655,4221.655422
12855,40505,34258,26040,3263.566863
12856,40506,20768,2802,32581.39535
12857,40507,18711,1757,4223.557692
12858,40508,21482,23569,5530.032848
12859,40509,73222,32364,787.1388267000001
12860,40510,87847,1928,89.97993186
12861,40511,57592,31798,358.99114879999996
12862,40513,95529,10994,760.8831061000001
12863,40514,76745,14647,4943.300709
12864,40515,72048,33595,597.0533874
12865,40516,73988,2877,81.6772655
12866,40517,38965,35227,5704.777328
12867,40601,49853,49566,224.8054281
12868,40604,36714,462,1316.239316
12869,40701,31641,29497,205.1936669
12870,40729,29529,5485,83.36879864
12871,40734,28342,3764,92.37716586
12872,40737,44477,1379,190.75944109999998
12873,40740,35908,3321,204.0678383
12874,40741,35759,21875,104.6380361
12875,40743,44810,229,187.8589007
12876,40744,40532,18334,173.5204762
12877,40759,23558,2531,52.73136381
12878,40763,22026,469,22.28557852
12879,40769,23574,18507,62.99183118
12880,40771,26662,1068,85.64554932
12881,40801,20645,531,75.35121328
12882,40806,30112,2499,107.51624140000001
12883,40808,21420,99,17.03079305
12884,40810,22115,1548,19.087781600000003
12885,40813,28596,669,53.41743852
12886,40815,26153,1534,37.52079053
12887,40816,19605,78,2.43643406
12888,40818,25996,110,25.2467294
12889,40819,34886,729,52.04540587
12890,40820,25996,581,37.05829825
12891,40823,24935,4231,72.99484154
12892,40824,32267,559,139.6801599
12893,40826,34403,759,24.26315453
12894,40827,19605,674,43.45863692
12895,40828,20927,3965,83.77173523
12896,40829,28702,172,42.03323558
12897,40830,28702,301,109.41475829999999
12898,40831,28105,5150,100.1069103
12899,40840,19860,312,18.34323005
12900,40843,23229,259,8.62557032
12901,40844,19605,123,14.50985018
12902,40845,22377,635,72.88797062
12903,40847,20645,261,271.3097713
12904,40849,23229,352,344.4227006
12905,40854,29422,1213,562.6159554999999
12906,40856,26293,756,17.57444731
12907,40858,19605,397,24.57595642
12908,40862,34403,647,39.08184838
12909,40863,25996,502,19.78559041
12910,40865,38235,410,131.748072
12911,40868,26759,1100,43.46451715
12912,40870,38235,279,39.64757709
12913,40873,33727,2390,80.52289343
12914,40874,19227,504,12.90653009
12915,40902,25110,1239,32.88740245
12916,40903,20412,681,79.36137979
12917,40906,21505,11132,89.86913594
12918,40913,20258,171,9.698275862000001
12919,40914,27132,467,37.48294406
12920,40915,20935,896,92.90750726
12921,40921,17898,295,19.15584416
12922,40923,27418,735,182.65407549999998
12923,40927,23229,482,41.01778572
12924,40935,18295,2699,35.46788967
12925,40939,24902,273,41.71122995
12926,40940,24713,478,25.03666457
12927,40941,20551,251,180.44572250000002
12928,40943,30878,748,117.5546126
12929,40946,30878,220,19.81268012
12930,40949,20371,788,242.61083739999998
12931,40953,30878,998,86.88082179999999
12932,40958,25104,451,64.48384329
12933,40962,21663,19143,51.59268113
12934,40964,28702,151,58.91533359
12935,40965,23804,13570,188.6084394
12936,40972,17815,1327,23.36308738
12937,40977,28112,10362,77.79980178
12938,40979,19605,148,58.40568272
12939,40982,14975,388,62.16952411
12940,40983,20200,352,18.63123908
12941,40988,24598,555,26.16443523
12942,40995,17898,121,41.52367879
12943,40997,14975,371,17.5787728
12944,41001,71523,16412,320.8163106
12945,41002,32271,2510,55.76662445
12946,41003,38431,2786,32.64550451
12947,41004,38743,4122,36.05826007
12948,41005,69015,22569,386.5746292
12949,41006,53739,4434,83.86450039
12950,41007,62519,4193,81.05548038
12951,41008,36876,7457,171.4686472
12952,41010,41817,3217,36.46482737
12953,41011,40197,25872,3625.560538
12954,41014,37857,6942,6536.723164
12955,41015,50096,20864,819.9324058999999
12956,41016,39644,6075,3780.3360299999995
12957,41017,68348,38940,1858.445091
12958,41018,55939,27345,2395.951985
12959,41030,49064,6299,225.568487
12960,41031,39902,15886,73.04814851
12961,41033,51468,1976,47.01068208
12962,41034,45558,1032,36.88612481
12963,41035,43488,10785,101.29613979999999
12964,41039,36044,2502,33.79847893
12965,41040,37582,7265,49.72451319
12966,41041,29946,7153,66.64306411
12967,41042,59669,49968,1743.779445
12968,41043,44036,1745,34.60859562
12969,41044,40532,1116,35.55498917
12970,41045,44080,1273,36.66580259
12971,41046,39312,1414,83.58950106
12972,41048,93170,13959,635.1640351
12973,41049,32170,2261,26.75992993
12974,41051,68380,26796,922.092223
12975,41052,42304,107,39.64431271
12976,41055,52966,1813,28.78417426
12977,41056,38254,14228,101.6256678
12978,41059,62520,2712,198.6958752
12979,41062,45558,35,273.4375
12980,41063,50256,3378,93.56044869
12981,41064,27416,2073,24.2286115
12982,41071,40083,20869,3850.369004
12983,41073,45130,5955,6348.614072
12984,41074,40538,5338,4180.109632
12985,41075,64800,16459,2734.507393
12986,41076,51837,16468,786.1371014
12987,41080,64161,1849,65.27802295
12988,41083,43640,1326,38.63298663
12989,41085,54318,724,1941.0187670000003
12990,41086,42370,2771,43.04332293
12991,41091,84179,16873,328.818646
12992,41092,57304,3514,91.75893044
12993,41093,29937,2869,26.43874119
12994,41094,66780,13631,302.2461695
12995,41095,42075,3540,132.02551
12996,41097,39803,7349,73.24974085
12997,41098,47214,2037,40.03931204
12998,41099,43151,1169,5060.6060609999995
12999,41101,36312,18758,1945.4470030000002
13000,41102,45025,21712,424.36917300000005
13001,41121,44872,1852,37.17531816
13002,41124,26476,1039,17.89343161
13003,41129,43656,9922,115.95591759999999
13004,41132,31707,425,20.98247346
13005,41135,33324,172,20.37431888
13006,41139,41418,8271,1358.574244
13007,41141,29689,2461,37.78944782
13008,41142,27791,91,152.42881069999999
13009,41143,35986,14535,73.48926101
13010,41144,42863,10279,68.35714096
13011,41146,32283,412,128.1493002
13012,41149,17375,733,22.10361257
13013,41159,26691,583,24.36170657
13014,41164,26469,13125,53.83776068
13015,41166,28420,919,42.67669732
13016,41168,46566,3043,55.72341555
13017,41169,50638,5354,840.6343224999999
13018,41171,3494,5042,40.30182405
13019,41174,28711,1122,110.9243697
13020,41175,33876,5591,72.79568772
13021,41179,24245,7852,24.07961114
13022,41180,26327,1087,15.24565562
13023,41183,38460,1618,1255.236618
13024,41189,30625,2264,37.36528527
13025,41201,23509,238,23.91959799
13026,41203,25000,696,114.53019579999999
13027,41204,27822,560,46.11330698
13028,41214,25778,750,37.44196495
13029,41216,35228,1297,81.6853508
13030,41219,38281,2053,45.02094252
13031,41222,35277,2627,90.91223699
13032,41224,25673,6414,70.84239941
13033,41226,38327,168,29.84544324
13034,41230,29956,11730,51.85928582
13035,41231,24272,1002,173.7170596
13036,41232,23122,782,68.94727561
13037,41234,31167,601,119.6734369
13038,41238,38155,860,38.12563727
13039,41240,29569,6916,154.395678
13040,41250,20683,1195,15.70322869
13041,41254,22515,571,57.41001408
13042,41255,23227,1036,68.38283828
13043,41256,32197,2433,110.2951176
13044,41257,22335,390,65.51318663
13045,41260,26466,885,348.0141565
13046,41262,25778,1474,66.30977552
13047,41263,25042,525,83.21445554
13048,41264,23509,389,32.36272879
13049,41265,35959,1857,61.51043392
13050,41267,25000,1245,161.5204982
13051,41268,35419,395,1278.3171519999999
13052,41271,26466,237,79.02634211
13053,41274,25367,585,157.8947368
13054,41301,20934,6159,29.83708053
13055,41311,25476,7538,42.68862448
13056,41314,19678,5239,23.30236137
13057,41317,17500,190,8.036205219
13058,41332,25046,1184,28.07150647
13059,41339,21636,10957,31.07592998
13060,41348,17236,1219,31.64589823
13061,41352,30104,677,32.04278682
13062,41360,21486,500,29.31863492
13063,41365,20149,501,35.43641251
13064,41366,18714,20,17.12328767
13065,41367,40262,179,34.99511241
13066,41385,16894,470,23.73138096
13067,41390,16127,52,45.85537919
13068,41397,25225,64,23.26426754
13069,41408,30104,445,63.23717493
13070,41421,24500,233,19.84836869
13071,41425,29980,1138,36.56459853
13072,41464,17878,722,48.16223067
13073,41465,22990,11979,45.877216499999996
13074,41472,28100,10985,39.7567905
13075,41501,34821,23298,115.91390790000001
13076,41503,36071,570,385.6562923
13077,41512,33017,976,73.53273563
13078,41513,27306,590,51.65922424
13079,41514,34253,3491,69.01391744
13080,41517,25900,109,105.62015500000001
13081,41519,33088,1108,104.0668733
13082,41522,32424,5352,82.19304308
13083,41524,36618,384,49.49729312
13084,41526,33588,125,1033.057851
13085,41527,36071,675,112.2194514
13086,41528,22061,999,130.5199895
13087,41531,31411,985,104.8876584
13088,41534,37896,273,160.7773852
13089,41535,32192,526,223.3545648
13090,41537,27373,5373,96.26616978
13091,41538,28549,97,515.9574468000001
13092,41539,38810,1722,47.20912381
13093,41540,36618,302,30.30607125
13094,41543,31411,543,105.3755094
13095,41544,26031,931,83.04343948
13096,41547,21861,369,54.59387483
13097,41548,36618,862,51.89644792
13098,41553,21861,2288,66.94560669
13099,41554,36025,1102,32.75569955
13100,41555,31411,915,110.9763493
13101,41557,38545,1716,82.44054768
13102,41558,26213,809,55.27466521
13103,41559,28342,339,75.31659631
13104,41560,30982,384,59.1953137
13105,41562,30784,2807,103.02429709999998
13106,41563,32515,445,78.71926411
13107,41564,33382,1159,69.78564547
13108,41566,36618,714,52.25027442
13109,41567,31411,369,111.9878604
13110,41568,21861,1073,39.19062055
13111,41571,41403,639,33.492321399999994
13112,41572,31736,3754,82.42578605
13113,41601,30166,755,166.153169
13114,41602,32986,819,227.8797997
13115,41603,31416,1498,115.0360928
13116,41604,21039,620,112.9326047
13117,41605,38388,637,393.93939389999997
13118,41606,21982,656,62.62529833
13119,41607,31254,318,55.36211699
13120,41612,21789,78,219.71830989999998
13121,41615,36934,675,115.76059
13122,41616,26187,794,58.05366674
13123,41619,25433,599,120.2569765
13124,41621,33047,329,490.31296569999995
13125,41622,29498,228,140.13521819999997
13126,41630,25115,1230,66.85872697
13127,41631,19506,1106,92.51359264
13128,41632,17878,614,19.31060511
13129,41635,26383,3056,148.4792537
13130,41636,24850,984,100.4491629
13131,41640,25807,1343,25.86970759
13132,41642,38388,725,78.59930616
13133,41643,25162,194,228.7735849
13134,41645,29765,1268,97.53846154
13135,41647,25299,1815,98.11341154
13136,41649,29214,2631,112.85548840000001
13137,41650,21789,534,154.4691929
13138,41653,31271,11451,95.36460242
13139,41655,27143,896,54.14224424
13140,41659,38388,520,192.450037
13141,41660,19506,802,118.8676449
13142,41663,38388,384,218.1818182
13143,41666,25080,908,100.5203144
13144,41667,21789,720,90.74867658
13145,41669,21789,865,248.849252
13146,41701,30699,17252,116.659003
13147,41712,40262,380,73.0067243
13148,41713,26534,51,346.93877549999996
13149,41714,30140,418,14.82795317
13150,41719,33799,1043,88.67539534
13151,41721,42896,788,20.67481765
13152,41722,30861,1688,70.38025350000001
13153,41723,28566,1537,74.25838245
13154,41725,29449,174,127.8471712
13155,41727,42526,640,57.44031592
13156,41729,26534,230,1716.4179100000001
13157,41731,20507,1023,38.15028902
13158,41735,19560,295,33.84580083
13159,41739,30548,179,80.70333634
13160,41740,29449,877,49.065682
13161,41745,43788,200,31.48118999
13162,41746,22500,835,105.6427126
13163,41749,30167,3556,38.35120036
13164,41751,37700,289,380.7641634
13165,41754,43788,460,105.07080859999999
13166,41759,28349,397,77.46341463
13167,41760,22500,35,897.4358973999999
13168,41762,30139,107,19.03237282
13169,41763,19560,574,22.71558036
13170,41764,31737,741,38.83851355
13171,41766,30139,131,26.61519707
13172,41772,33749,277,8.756678153
13173,41773,23816,1273,78.23254671
13174,41774,39879,2659,55.23129011
13175,41775,22378,114,12.41965356
13176,41776,31236,1509,50.15955325
13177,41777,31737,947,24.5197038
13178,41804,23006,720,54.22911802
13179,41810,32151,502,189.3625047
13180,41812,43264,230,37.73584906
13181,41815,31761,802,125.0
13182,41817,38975,251,88.47373987
13183,41819,23006,392,22.36039017
13184,41821,23006,537,22.34613624
13185,41822,38871,2553,84.55042226
13186,41824,34384,1072,114.3222779
13187,41825,33043,548,90.95435685
13188,41826,23006,978,96.54491609
13189,41828,26667,808,42.80567917
13190,41831,38388,849,84.49442675
13191,41832,23006,424,66.23965005
13192,41833,23006,321,20.01371657
13193,41834,28659,659,53.27835718
13194,41835,32151,790,133.1759946
13195,41836,29948,798,73.69782047
13196,41837,35786,1284,96.10778443
13197,41838,32151,548,68.26108620000001
13198,41839,25188,1193,40.49833661
13199,41840,32151,1111,293.60465120000003
13200,41843,28659,949,63.54627026
13201,41844,39287,1355,102.2024438
13202,41845,23006,293,61.00353945
13203,41847,28659,617,45.84293038
13204,41848,23006,80,24.39768222
13205,41849,32151,193,190.14778330000001
13206,41855,34594,696,78.00067242
13207,41858,34082,8064,91.58224685
13208,41859,26667,349,46.77657151
13209,41861,25585,108,49.67801288
13210,41862,26667,952,45.93264499
13211,42001,47734,27960,381.42009410000003
13212,42003,39381,29683,426.43087
13213,42020,38421,2330,91.4227419
13214,42021,34184,1505,26.10037807
13215,42022,45000,104,211.3821138
13216,42023,29321,2422,24.229207100000004
13217,42024,43914,1490,32.75373151
13218,42025,43066,19305,97.16091821
13219,42027,42522,2291,50.74871522
13220,42028,29701,635,23.42049939
13221,42029,50089,6321,135.8274061
13222,42031,31836,3418,22.73120253
13223,42032,31836,192,118.0086048
13224,42035,38775,1068,37.98143604
13225,42036,42433,1167,43.97302084
13226,42037,27199,29,28.40352595
13227,42038,42920,5298,60.52228746
13228,42039,36258,1751,34.36770103
13229,42040,46133,1082,32.97272589
13230,42041,31962,4627,42.01970667
13231,42044,41683,3404,142.8511478
13232,42045,41858,2089,58.11171692
13233,42047,29701,192,8.824340472000001
13234,42048,41205,2147,81.72198538
13235,42049,43384,1480,34.80223863
13236,42050,34539,3256,27.93746675
13237,42051,38046,2840,50.5995332
13238,42053,47556,4931,42.23518428
13239,42054,41101,984,33.75180078
13240,42055,40633,2609,57.94429885
13241,42056,44937,1982,36.54264538
13242,42058,41858,2336,142.4650851
13243,42060,38058,130,154.3942993
13244,42061,38250,55,155.3672316
13245,42064,33966,8421,28.10616326
13246,42066,33685,23182,106.91374309999999
13247,42069,41750,1100,41.97992596
13248,42071,35851,29655,139.7956923
13249,42076,41347,1213,28.79320167
13250,42078,29385,1852,21.56070643
13251,42079,50583,1426,27.36676454
13252,42081,38939,2203,18.83791526
13253,42082,39151,1845,65.33517476
13254,42083,41858,446,15.442143900000001
13255,42084,35980,83,307.40740739999995
13256,42085,33583,918,32.14848538
13257,42086,50226,4036,120.62884809999998
13258,42087,38836,2419,34.512769299999995
13259,42088,34534,2656,41.83335958
13260,42101,34545,55648,196.5596411
13261,42102,47942,88,4000.0
13262,42103,64250,18936,267.2047639
13263,42104,56208,29610,527.6852066
13264,42120,31344,2588,57.294664600000004
13265,42122,67961,4368,115.7454025
13266,42123,44239,840,35.59322034
13267,42124,36228,55,145.5026455
13268,42127,35203,6199,70.01908893
13269,42129,33156,7026,34.60129225
13270,42130,42289,175,51.6681429
13271,42133,35115,1370,19.30420324
13272,42134,41690,16785,79.10214238
13273,42140,30329,1264,30.67588885
13274,42141,36904,30349,109.32873190000001
13275,42151,26382,275,9.994185201
13276,42153,30741,326,20.00736467
13277,42154,38740,691,32.45960165
13278,42156,44239,254,47.57445214
13279,42157,40024,437,24.84931195
13280,42159,45644,1195,42.27544487
13281,42160,38883,1992,49.79751012
13282,42163,34472,56,63.34841629
13283,42164,35369,16277,64.57358898
13284,42166,37747,2314,32.26391155
13285,42167,28914,8145,39.37217216
13286,42170,56228,1403,42.98011825
13287,42171,42254,6841,67.44353416
13288,42202,34091,2389,39.00344484
13289,42204,42123,657,18.34734285
13290,42206,40842,5407,45.64679662
13291,42207,39110,1207,62.5032365
13292,42210,36837,4236,29.41993555
13293,42211,42546,13422,47.81855882
13294,42214,38281,682,35.10758777
13295,42215,45021,1300,22.19680025
13296,42217,36092,4117,25.83231895
13297,42220,33309,6844,38.6574937
13298,42223,70724,13685,903.5985473999999
13299,42232,50450,812,29.94321115
13300,42234,43337,2469,41.65471631
13301,42236,46351,929,13.98696156
13302,42240,38141,42479,158.0525738
13303,42254,48125,209,41.16604294
13304,42256,38732,5028,26.32295353
13305,42259,28927,1281,39.13720937
13306,42261,23204,10602,36.0
13307,42262,35676,8396,233.07978459999998
13308,42265,35175,820,15.91491344
13309,42266,48374,2590,34.3866171
13310,42273,29318,443,24.25005474
13311,42274,48697,2373,62.92760541
13312,42275,28068,883,20.07274381
13313,42276,35113,14471,71.77612555
13314,42280,28329,484,21.94215251
13315,42285,39190,375,45.5705432
13316,42286,40832,1291,22.47210569
13317,42301,40834,42440,248.1871345
13318,42303,45578,38909,811.8049615
13319,42320,37674,8205,55.69130523
13320,42321,30000,327,213.02931600000002
13321,42322,45786,47,783.3333332999999
13322,42323,30000,793,394.52736319999997
13323,42324,39895,1276,34.94071579
13324,42325,37448,2028,66.9439493
13325,42326,30000,460,34.44660776
13326,42327,42741,4037,32.45463827
13327,42328,33527,1389,21.56564402
13328,42330,36546,9386,108.43345659999999
13329,42332,32710,271,449.41956880000004
13330,42333,34565,1111,34.88883306
13331,42337,31745,2026,40.96322206
13332,42338,32125,88,25.97402597
13333,42339,42524,800,26.70137846
13334,42343,36583,1782,24.96672504
13335,42344,35094,856,24.59063488
13336,42345,39030,11747,76.9215658
13337,42347,36209,6152,49.72960739
13338,42348,45451,4810,43.145591700000004
13339,42349,34908,1503,24.37481755
13340,42350,39650,1433,34.44545935
13341,42351,48598,3851,56.08960354
13342,42352,33251,2060,90.48978695
13343,42354,40042,252,290.9930716
13344,42355,50903,1852,64.83004866
13345,42356,53975,83,3320.0
13346,42361,35585,492,14.0764477
13347,42366,55784,5863,72.74735092
13348,42367,35094,667,627.4694262
13349,42368,39713,1325,31.30389586
13350,42369,38628,331,77.19216418
13351,42370,35000,28,261.682243
13352,42371,42821,476,12.52433826
13353,42372,39070,1854,49.78384039
13354,42374,36813,277,68.80278192
13355,42376,53362,5799,57.99927988
13356,42378,44776,3339,49.83135839
13357,42404,41722,2569,29.08543351
13358,42406,46831,3555,33.52761431
13359,42408,33830,6737,52.37136483
13360,42409,42379,2586,29.88524344
13361,42410,26858,1460,555.3442374
13362,42411,35739,1656,19.04520937
13363,42413,54773,3118,59.71006722
13364,42420,43148,38192,202.6423303
13365,42431,39541,26916,161.57614180000002
13366,42436,58772,1030,55.06549051
13367,42437,41667,8324,47.98385935
13368,42440,26858,748,748.7487487000001
13369,42441,54488,1594,26.75035242
13370,42442,36504,3504,57.34016266
13371,42445,34306,11331,42.75913599
13372,42450,30359,4063,68.17114094
13373,42451,62771,783,19.81024668
13374,42452,58203,2141,39.96863741
13375,42453,35496,532,32.50045818
13376,42455,40817,3376,44.22784677
13377,42456,44901,1690,25.28955796
13378,42458,67611,1151,69.85494932
13379,42459,37434,4423,36.60817745
13380,42461,35001,1481,40.91386264
13381,42462,44280,1319,29.85446233
13382,42463,43618,156,73.89862624
13383,42464,37521,1799,29.47440855
13384,42501,28031,17592,88.05906645
13385,42503,41642,22894,177.0309769
13386,42516,28544,463,34.41355731
13387,42518,24892,2914,114.81481480000001
13388,42519,23837,3191,64.72222786
13389,42528,28358,1524,31.10965951
13390,42533,22179,802,546.6939332000001
13391,42539,26148,10026,47.307850200000004
13392,42541,28424,531,34.30675798
13393,42544,31336,5843,40.11726903
13394,42553,35647,5284,84.91763761
13395,42565,30341,735,27.41207623
13396,42566,28424,660,38.54915017
13397,42567,31408,6007,65.66749749
13398,42602,53878,10169,53.10432344
13399,42603,24833,130,35.51912568
13400,42629,32850,4953,49.70995002
13401,42631,26352,134,1030.769231
13402,42633,26136,20065,46.13375455
13403,42634,19097,1565,16.9831796
13404,42635,20428,5103,218.1981443
13405,42638,26352,207,161.8451916
13406,42642,29381,12573,89.92725998
13407,42647,24472,4086,29.35724447
13408,42649,20711,2326,32.39373851
13409,42653,24761,4619,58.23834981
13410,42701,47600,48194,303.8005005
13411,42712,39883,1855,35.32660446
13412,42713,29279,1641,40.18414673
13413,42715,26023,347,22.40588881
13414,42716,37854,1582,43.71252521
13415,42717,28234,6558,21.92416472
13416,42718,34595,24312,96.29735254
13417,42721,29373,3982,27.32694195
13418,42722,36594,714,41.05807936
13419,42724,49201,4714,61.25259875
13420,42726,33806,4667,45.79126561
13421,42728,29214,15925,49.79581371
13422,42729,29483,1617,31.14346796
13423,42731,25307,341,30.40841805
13424,42732,49245,2120,36.4048494
13425,42733,31919,1454,25.056437300000002
13426,42740,49471,1973,62.21227218
13427,42741,50953,480,32.08127256
13428,42743,36910,8869,43.36622432
13429,42746,36433,1892,40.516521399999995
13430,42748,38471,8706,66.11884076
13431,42749,29274,5245,57.50655103
13432,42753,35905,743,29.00530918
13433,42754,34244,15349,82.14083120000001
13434,42757,39070,2974,36.23470929
13435,42758,40605,139,259.32835819999997
13436,42762,31007,422,45.10956708
13437,42764,35848,559,35.74854512
13438,42765,30572,5840,49.58018151
13439,42776,46804,2736,40.45063426
13440,42782,34189,953,26.86398872
13441,42784,41145,2685,44.931222600000005
13442,42788,49482,310,37.42153549
13443,43001,65644,2400,90.41931959
13444,43002,76896,2262,2257.4850300000003
13445,43003,51870,2917,86.10053425
13446,43004,75938,22727,1756.7442219999998
13447,43005,49364,174,208.8835534
13448,43006,42533,822,34.384673299999996
13449,43008,31268,2479,1659.303882
13450,43009,60575,2135,61.93971395
13451,43010,63454,272,1283.0188679999999
13452,43011,65899,7491,90.82091633
13453,43013,72895,1201,62.48699272
13454,43014,42995,3632,55.12050021
13455,43015,62756,48107,384.9637899
13456,43016,81185,31306,1729.804398
13457,43017,102281,37626,2231.407899
13458,43019,49778,8700,82.25861352
13459,43021,98630,10301,289.09407269999997
13460,43022,46722,4161,100.63121240000001
13461,43023,76153,13231,255.14395359999997
13462,43025,61131,5306,151.9864799
13463,43026,72081,54017,1540.174498
13464,43028,54860,7537,140.9760021
13465,43029,23123,664,28.11295991
13466,43030,63778,114,1239.130435
13467,43031,67154,12318,138.30038059999998
13468,43032,76334,77,1571.4285710000001
13469,43033,70145,380,855.8558559
13470,43035,96891,24721,1261.919347
13471,43036,59199,258,1211.2676060000001
13472,43037,49364,535,115.65067009999999
13473,43040,61362,31790,190.1531873
13474,43044,50400,5528,70.35047978
13475,43045,76786,1953,51.65300185
13476,43046,18126,3396,133.721846
13477,43050,41344,29050,186.29676659999998
13478,43054,115165,20566,1027.426687
13479,43055,42049,59605,528.3662796
13480,43056,52053,17439,203.07896540000002
13481,43060,55930,2480,96.71632478
13482,43061,76464,3967,87.77908083
13483,43062,65434,27644,350.6341958
13484,43064,60316,12580,122.14896740000002
13485,43065,106119,38821,1344.3105480000002
13486,43066,72135,1328,34.48723609
13487,43067,71341,1591,50.95113047
13488,43068,52737,51836,2679.001499
13489,43070,49828,133,869.2810457999999
13490,43071,46856,2351,69.26929876
13491,43072,50787,5948,80.86465909999998
13492,43074,77271,11655,134.46163430000001
13493,43076,48421,9051,126.260724
13494,43077,77000,258,1372.340426
13495,43078,46687,20885,137.398604
13496,43080,52572,5498,74.58657225
13497,43081,65579,55991,2269.690705
13498,43082,109381,29946,1353.858674
13499,43084,54213,841,38.98752955
13500,43085,78702,23258,3156.623236
13501,43101,53470,380,1391.941392
13502,43102,55561,4512,75.98390057
13503,43103,56700,10697,127.79556529999999
13504,43105,62318,8147,142.18894530000003
13505,43106,54705,1685,42.60860770000001
13506,43107,51755,3153,105.2543731
13507,43109,44334,118,751.5923567000001
13508,43110,65475,33847,674.0013541000001
13509,43111,38420,225,559.7014925
13510,43112,75377,4617,132.4364638
13511,43113,44359,23717,144.191193
13512,43115,52273,1321,27.55815166
13513,43116,64309,1448,1467.071935
13514,43119,57456,27698,871.307685
13515,43123,58749,58424,981.4046463
13516,43125,59368,12161,387.0834262
13517,43126,61002,326,707.1583513999999
13518,43127,37700,283,488.7737478
13519,43128,40086,2309,48.54103599
13520,43130,46439,59570,367.97272169999997
13521,43135,45700,4445,46.63777817
13522,43136,67330,460,1654.676259
13523,43137,52369,2388,79.79949875
13524,43138,37826,18437,104.60471820000001
13525,43140,62633,24066,108.3117304
13526,43142,38596,111,1423.076923
13527,43143,46862,5694,42.84166491
13528,43144,38420,477,67.90035587
13529,43145,50867,1918,35.58309525
13530,43146,30598,12369,154.93204730000002
13531,43147,84534,38440,1318.967884
13532,43148,57458,2220,89.37917707
13533,43149,47703,2552,46.65959703
13534,43150,51421,2482,93.73111782
13535,43151,48500,322,1106.52921
13536,43152,42194,921,21.17484768
13537,43153,47663,971,18.40897888
13538,43154,58790,3150,127.15456340000001
13539,43155,50556,2543,84.01889847
13540,43156,48666,242,715.9763313999999
13541,43157,58553,610,1768.1159420000001
13542,43158,42478,268,131.4369789
13543,43160,38483,22305,103.7162068
13544,43162,52680,6926,148.3496477
13545,43164,54029,2203,39.11090596
13546,43201,23203,35495,11513.136559999999
13547,43202,38960,20251,8068.127490000001
13548,43203,21608,8108,5493.224932
13549,43204,38570,42104,4682.384342
13550,43205,23001,12272,5173.693086
13551,43206,40200,21864,7280.719281000001
13552,43207,38326,45144,1938.425866
13553,43209,66187,27228,4370.46549
13554,43210,9147,9432,6100.905563
13555,43211,23317,21600,4580.152672
13556,43212,60294,18551,5168.849262
13557,43213,36734,30444,3385.2996780000003
13558,43214,60865,24650,3659.4418049999995
13559,43215,37978,12790,2521.190617
13560,43217,37966,2602,633.0900243
13561,43219,32372,27123,1609.291563
13562,43220,72936,24989,3674.3126009999996
