BUYER_ZIP,BUYER_COUNTY,BUYER_CITY,BUYER_STATE,COUNT
8904,MIDDLESEX,HIGHLAND PARK,NJ,934
77619,JEFFERSON,GROVES,TX,934
33174,MIAMI-DADE,MIAMI,FL,934
91350,LOS ANGELES,SANTA CLARITA,CA,934
79714,ANDREWS,ANDREWS,TX,934
12302,SCHENECTADY,SCOTIA,NY,934
5408,CHITTENDEN,BURLINGTON,VT,933
32937,BREVARD,MELBOURNE,FL,933
76011,TARRANT,ARLINGTON(N),TX,933
20009,DISTRICT OF COLUMBIA,WASHINGTON,DC,933
7922,UNION,BERKELEY HEIGHTS,NJ,933
8876,SOMERSET,BRANCHBURG,NJ,933
55014,ANOKA,LINO LAKES,MN,933
14727,ALLEGANY,CUBA,NY,933
56093,WASECA,WASECA,MN,933
31634,CLINCH,HOMERVILLE,GA,933
79339,LAMB,LITTLEFIELD,TX,932
50129,GREENE,JEFFERSON,IA,932
71943,PIKE,GLENWOOD,AR,932
26101,WOOD,VIENNA,WV,932
13135,OSWEGO,PHOENIX,NY,932
31419,CHATHAM,SAVANNAH (S),GA,932
92887,ORANGE,YORBA LINDA,CA,932
77581,BRAZORIA,PEARLAND )HOUSTON),TX,931
86404,MOHAVE,LAKE HAVASU CITY,AZ,931
4087,YORK,WATERBORO,ME,931
76148,TARRANT,NORTH RICHLAND HILLS,TX,931
11772,SUFFOLK,EAST PATCHOGUE,NY,930
72542,SHARP,HARDY,AR,930
11762,NASSAU,MASSAPEQUA PARK,NY,930
47620,POSEY,MOUNT VERNON,IN,929
53217,MILWAUKEE,FOX POINT,WI,929
18444,LACKAWANNA,MOSCOW,PA,929
45344,CLARK,NEW CARLISLE,OH,929
78537,HIDALGO,DONNA,TX,928
34479,MARION,OCALA,FL,928
44202,PORTAGE,AURORA,OH,928
90623,ORANGE,LA PALMA,CA,928
74948,SEQUOYAH,MULDROW,OK,928
99835,SITKA,SITKA,AK,928
63042,SAINT LOUIS,HAZELWOOD,MO,928
76137,TARRANT,FORT WORTH (NE),TX,927
70374,LAFOURCHE,LOCKPORT,LA,927
49202,JACKSON,JACKSON(W),MI,927
42220,TODD,ELKTON,KY,927
76137,TARRANT,HALTOM CITY,TX,927
40202,JEFFERSON,LOUSIVILLE,KY,927
77640,JEFFERSON,PORT ARTHUR,TX,927
75067,DENTON,LEWISVILLE (SE),TX,927
6018,LITCHFIELD,CANAAN,CT,927
44471,MAHONING,STRUTHERS,OH,927
97458,COOS,MYRTLE POINT,OR,927
34747,OSCEOLA,KISSIMMEE,FL,926
60408,WILL,BRAIDWOOD,IL,926
55102,RAMSEY,ST PAUL,MN,926
27401,GUILFORD,GREENSBORO,NC,926
33157,MIAMI-DADE,CUTLER BAY,FL,926
78257,BEXAR,SAN ANTONIO,TX,926
49013,VAN BUREN,BANGOR,MI,926
8021,CAMDEN,LAUREL SPRINGS,NJ,926
57747,FALL RIVER,HOT SPRINGS,SD,925
47553,MARTIN,LOOGOOTEE,IN,925
95742,SACRAMENTO,RANCHO CORDOVA,CA,925
24236,WASHINGTON,DAMASCUS,VA,925
50313,POLK,DES MOINES,IA,924
75757,SMITH,BULLARD,TX,924
45220,HAMILTON,CINCINNATI,OH,924
87410,SAN JUAN,AZTEC,NM,924
76058,JOHNSON,JOSHUA,TX,924
23114,CHESTERFIELD,MIDLOTHIAN,VA,924
45663,SCIOTO,WEST PORTSMOUTH,OH,924
44056,SUMMIT,MACEDONIA,OH,924
90744,LOS ANGELES,WILMINGTON,CA,924
4090,YORK,WELLS,ME,924
18644,LUZERNE,WYOMING,PA,924
94597,CONTRA COSTA,WALNUT CREEK,CA,924
24620,BUCHANAN,HURLEY,VA,923
62521,MACON,DECATUR (S),IL,922
78589,HIDALGO,SAN JUAN,TX,922
66618,SHAWNEE,TOPEKA,KS,922
93955,MONTEREY,SEASIDE,CA,922
49781,MACKINAC,SAINT IGNACE,MI,921
95640,AMADOR,IONE,CA,921
55113,RAMSEY,SAINT PAUL,MN,921
40729,LAUREL,EAST BERNSTADT,KY,921
76118,TARRANT,FORT WORTH,TX,921
71108,CADDO,SHREVEPORT,LA,921
67550,PAWNEE,LARNED,KS,920
56378,STEARNS,SAUK CENTRE,MN,920
74105,TULSA,TULSA (PEORIA),OK,920
66508,MARSHALL,MARYSVILLE,KS,920
77401,HARRIS,HOUSTON,TX,920
65240,BOONE,CENTRALIA,MO,920
60015,LAKE,DEERFIELD,IL,920
54893,BURNETT,WEBSTER,WI,919
29707,LANCASTER,INDIAN LAND,SC,919
30189,CHEROKEE,WOODSTOCK (W),GA,919
78734,TRAVIS,LAKEWAY,TX,918
95304,SAN JOAQUIN,TRACY,CA,918
77445,WALLER,HEMPSTEAD,TX,918
17501,LANCASTER,AKRON,PA,918
78705,TRAVIS,AUSTIN,TX,917
31635,LANIER,LAKELAND,GA,917
7739,MONMOUTH,LITTLE SILVER,NJ,917
60051,MCHENRY,MCHENRY,IL,917
46184,JOHNSON,WHITELAND,IN,917
92688,ORANGE,RANCHO SANTA MARGARITA,CA,916
83868,SHOSHONE,SMELTERVILLE,ID,916
2322,NORFOLK,AVON,MA,916
18052,LEHIGH,WHITEHALL,PA,916
94547,CONTRA COSTA,HERCULES,CA,916
60502,DUPAGE,AURORA,IL,916
40242,JEFFERSON,LOUISVILLE,KY,916
75287,COLLIN,DALLAS (NW),TX,916
92301,SAN BERNARDINO,ADELANTO,CA,915
95565,HUMBOLDT,SCOTIA,CA,915
78209,BEXAR,SAN ANTONIO (E),TX,914
68198,DOUGLAS,OMAHA,NE,914
79316,TERRY,BROWNFIELD,TX,914
90042,LOS ANGELES,LOS ANGELES,CA,913
48134,WAYNE,BROWNSTOWN,MI,913
28513,PITT,AYDEN,NC,913
45311,PREBLE,CAMDEN,OH,913
43231,FRANKLIN,COLUMBUS,OH,913
45005,WARREN,MIDDLETOWN,OH,913
56071,SCOTT,NEW PRAGUE,MN,912
38301,MADISON,JACKSON(S),TN,912
33884,POLK,WINTER HAVEN(E),FL,912
18078,LEHIGH,SCHNECKSVILLE,PA,912
36331,COFFEE,ENTERPRISE,AL,912
22853,ROCKINGHAM,TIMBERVILLE,VA,912
55445,HENNEPIN,BROOKLYN PARK,MN,912
75972,SAN AUGUSTINE,SAN AUGUSTINE,TX,912
98236,ISLAND,CLINTON,WA,911
31569,CAMDEN,WOODBINE,GA,911
45432,GREENE,BEAVERCREEK,OH,911
2152,SUFFOLK,WINTHROP,MA,911
95330,SAN JOAQUIN,LATHROP,CA,911
11733,SUFFOLK,SETAUKET,NY,911
71857,NEVADA,PRESCOTT,AR,911
33477,PALM BEACH,JUPITER,FL,911
38827,TISHOMINGO,BELMONT,MS,910
98807,CHELAN,WENATCHEE,WA,910
48768,TUSCOLA,VASSAR,MI,909
91902,SAN DIEGO,BONITA,CA,909
64067,LAFAYETTE,LEXINGTON,MO,909
19604,BERKS,READING,PA,909
74434,MUSKOGEE,FORT GIBSON,OK,909
40014,OLDHAM,CRESTWOOD,KY,909
29709,CHESTERFIELD,CHESTERFIELD,SC,909
34229,SARASOTA,OSPREY,FL,909
1005,WORCESTER,BARRE,MA,909
16947,BRADFORD,TROY,PA,909
49519,KENT,WYOMING,MI,908
29926,BEAUFORT,HILTON HEAD,SC,908
59859,SANDERS,PLAINS,MT,908
91326,LOS ANGELES,PORTER RANCH,CA,908
46809,ALLEN,FT WAYNE,IN,908
10538,WESTCHESTER,LARCHMONT,NY,908
37347,MARION,JASPER,TN,908
78253,BEXAR,SAN ANTONIO,TX,908
19123,PHILADELPHIA,PHILADELPHIA,PA,908
48315,MACOMB,UTICA,MI,907
1007,HAMPSHIRE,BELCHERTOWN,MA,907
41503,PIKE,SO WILLIAMSON,KY,907
33150,MIAMI-DADE,MIAMI,FL,907
5488,FRANKLIN,SWANTON,VT,907
6357,NEW LONDON,NIANTIC,CT,907
32940,BREVARD,VIERA,FL,907
95121,SANTA CLARA,SAN JOSE,CA,907
44130,CUYAHOGA,PARMA,OH,907
98903,YAKIMA,YAKIMA,WA,906
11420,QUEENS,SOUTH OZONE PARK,NY,906
19607,BERKS,READING,PA,906
61036,JO DAVIESS,GALENA,IL,906
36870,LEE,PHENIX CITY,AL,906
33544,PASCO,WESLEY CHAPEL,FL,906
36853,TALLAPOOSA,DADEVILLE,AL,906
38016,SHELBY,CORDOVA,TN,905
90012,LOS ANGELES,LOS ANGELES,CA,905
42450,WEBSTER,PROVIDENCE,KY,905
62257,SAINT CLAIR,MARISSA,IL,905
38915,CALHOUN,BRUCE,MS,905
14225,ERIE,CHEEKTOWAGA (EAST),NY,905
2915,PROVIDENCE,RIVERSIDE,RI,905
33305,BROWARD,FT LAUDERDALE,FL,905
68305,NEMAHA,AUBURN,NE,905
55102,RAMSEY,SAINT PAUL,MN,905
48915,INGHAM,LANSING,MI,904
52806,SCOTT,DAVENPORT (W),IA,904
80214,JEFFERSON,LAKEWOOD,CO,904
36549,BALDWIN,LILLIAN,AL,904
66503,RILEY,MANHATTAN,KS,904
1864,MIDDLESEX,NORTH READING,MA,904
4257,OXFORD,MEXICO,ME,904
33034,MIAMI-DADE,FLORIDA CITY,FL,904
34481,MARION,OCALA (SW),FL,904
6351,NEW LONDON,JEWETT CITY,CT,904
25882,WYOMING,MULLENS,WV,904
93307,KERN,BAKERSFIELD,CA,903
23487,ISLE OF WIGHT,WINDSOR,VA,903
80452,CLEAR CREEK,IDAHO SPRINGS,CO,903
29053,LEXINGTON,GASTON,SC,903
21666,QUEEN ANNES,STEVENSVILLE,MD,903
23222,RICHMOND CITY,RICHMOND,VA,903
35952,ETOWAH,ALTOONA,AL,903
94503,NAPA,AMERICAN CANYON,CA,903
11720,SUFFOLK,CENTERREACH (LI),NY,902
18801,SUSQUEHANNA,MONTROSE,PA,902
63361,MONTGOMERY,MONTGOMERY CITY,MO,902
28642,YADKIN,JONESVILLE,NC,902
43232,FRANKLIN,COLUMBUS,OH,902
78249,BEXAR,SAN ANTONIO(NW),TX,902
83530,IDAHO,GRANGEVILLE,ID,902
37208,DAVIDSON,NASHVILLE,TN,902
95864,SACRAMENTO,SACRAMENTO,CA,901
33486,PALM BEACH,BOCA RATON,FL,901
32927,BREVARD,PORT ST JOHN,FL,901
98826,CHELAN,LEAVENWORTH,WA,901
8736,MONMOUTH,MANASQUAN,NJ,901
65013,MARIES,BELLE,MO,901
75156,HENDERSON,GUN BARREL CITY,TX,901
59270,RICHLAND,SIDNEY,MT,901
59403,CASCADE,GREAT FALLS,MT,901
30124,FLOYD,CAVE SPRING,GA,900
70032,SAINT BERNARD,ARABI,LA,900
36618,MOBILE,MOBILE,AL,900
31063,MACON,MONTEZUMA,GA,900
98074,KING,SAMMAMISH,WA,900
7843,SUSSEX,HOPATCONG,NJ,900
55130,RAMSEY,SAINT PAUL,MN,900
30527,HALL,CLERMONT,GA,900
70447,SAINT TAMMANY,MADISONVILLE,LA,899
28431,COLUMBUS,CHADBOURN,NC,899
11797,NASSAU,WOODBURY,NY,899
76137,TARRANT,FT WORTH(N),TX,899
99133,GRANT,GRAND COULEE,WA,899
27954,DARE,MANTEO,NC,899
19530,BERKS,KUTZTOWN,PA,898
87124,SANDOVAL,RIO RANCHO(W),NM,898
53168,KENOSHA,SALEM,WI,898
7430,BERGEN,MAHWAH,NJ,898
32136,FLAGLER,FLAGLER BEACH,FL,898
93930,MONTEREY,KING CITY,CA,898
75234,DALLAS,FARMERS BRANCH,TX,898
13104,ONONDAGA,MANLIUS,NY,897
45246,HAMILTON,CINCINNATI,OH,897
64080,CASS,PLEASANT HILL,MO,897
56441,CROW WING,CROSBY,MN,897
48097,SAINT CLAIR,YALE,MI,897
71405,RAPIDES,BALL,LA,896
75229,DALLAS,DALLAS,TX,896
77016,HARRIS,HOUSTON,TX,896
99515,ANCHORAGE,ANCHORAGE (S),AK,896
39209,HINDS,JACKSON,MS,896
65668,HICKORY,HERMITAGE,MO,896
12020,SARATOGA,MALTA,NY,896
40359,OWEN,OWENTON,KY,896
89433,WASHOE,SUN VALLEY,NV,895
20886,MONTGOMERY,GAITHERSBURG,MD,895
54520,FOREST,CRANDON,WI,895
74058,PAWNEE,PAWNEE,OK,895
60534,COOK,LYONS,IL,895
37772,LOUDON,LENOIR CITY,TN,895
85552,GRAHAM,THATCHER,AZ,895
29621,ANDERSON,ANDERSON NORTH,SC,895
95354,STANISLAUS,MODESTO,CA,895
74880,OKFUSKEE,WELEETKA,OK,894
73104,OKLAHOMA,OKLAHOMA CITY,OK,894
60516,DUPAGE,DOWNERS GROVE,IL,894
35653,FRANKLIN,RUSSELLVILLLE,AL,894
28304,CUMBERLAND,FAYETTEVILLE (LONG POINT),NC,894
91351,LOS ANGELES,SANTA CLARITA,CA,894
7201,UNION,ELIZABETH,NJ,894
12061,RENSSELAER,EAST GREENBUSH,NY,893
2129,SUFFOLK,CHARLESTOWN,MA,893
78258,BEXAR,SAN ANTONIO (N),TX,893
17545,LANCASTER,MANHEIM,PA,892
13428,MONTGOMERY,PALATINE BRIDGE,NY,892
19804,NEW CASTLE,STANTON,DE,892
15697,WESTMORELAND,YOUNGWOOD,PA,892
59873,SANDERS,THOMPSON FALLS,MT,892
74345,DELAWARE,GROVE,OK,892
15436,FAYETTE,FAIRCHANCE,PA,891
32433,WALTON,DEFUNIAK SPGS,FL,891
56379,BENTON,SAUK RAPIDS,MN,891
74012,TULSA,BROKEN ARROW (N),OK,891
90274,LOS ANGELES,ROLLING HILLS ESTATES,CA,891
17019,YORK,DILLSBURG,PA,890
92570,RIVERSIDE,PERRIS,CA,889
29554,WILLIAMSBURG,HEMINGWAY,SC,889
94949,MARIN,NOVATO,CA,889
83638,VALLEY,MCCALL,ID,889
28731,HENDERSON,FLAT ROCK,NC,888
85194,PINAL,CASA GRANDE,AZ,888
55119,RAMSEY,ST PAUL,MN,888
91752,RIVERSIDE,MIRA LOMA,CA,888
65559,PHELPS,ST JAMES,MO,888
85222,PINAL,CASA GRANDE,AZ,888
2906,PROVIDENCE,PROVIDENCE,RI,888
37708,GRAINGER,BEAN STATION,TN,888
74133,TULSA,TULSA (SHERIDAN),OK,888
84120,SALT LAKE,W VALLEY CITY,UT,888
39071,MADISON,FLORA,MS,888
70062,JEFFERSON,KENNER,LA,887
42081,LIVINGSTON,SMITHLAND,KY,887
22302,ALEXANDRIA CITY,ALEXANDRIA,VA,887
80023,BROOMFIELD,BROOMFIELD,CO,887
57108,LINCOLN,SIOUX FALLS,SD,887
84060,SUMMIT,PARK CITY,UT,887
91750,LOS ANGELES,LA VERNE,CA,886
73107,OKLAHOMA,OKLAHOMA CITY(23RD),OK,886
63367,SAINT CHARLES,LAKE ST. LOUIS,MO,886
16504,ERIE,ERIE (C),PA,886
31217,BIBB,MACON,GA,886
35953,SAINT CLAIR,ASHVILLE,AL,886
3581,COOS,GORHAM,NH,886
97423,COOS,COQUILLE,OR,886
78214,BEXAR,SAN ANTONIO (S),TX,886
84025,DAVIS,FARMINGTON,UT,885
22942,ORANGE,GORDONSVILLE,VA,885
30176,HARALSON,TALLAPOOSA,GA,885
48811,MONTCALM,CARSON CITY,MI,885
49866,MARQUETTE,NEGAUNEE,MI,885
33319,BROWARD,TAMARAC,FL,885
19013,DELAWARE,UPLAND,PA,885
22152,FAIRFAX,SPRINGFIELD,VA,885
72529,SHARP,CHEROKEE VILLAGE,AR,885
10580,WESTCHESTER,RYE,NY,885
99350,BENTON,PROSSER,WA,884
30538,STEPHENS,EASTANOLLEE,GA,884
48415,SAGINAW,BIRCH RUN,MI,884
13439,OTSEGO,RICHFIELD SPRINGS,NY,884
11106,QUEENS,ASTORIA,NY,884
98499,PIERCE,TACOMA,WA,884
95650,PLACER,LOOMIS,CA,884
22734,FAUQUIER,REMINGTON,VA,884
60447,GRUNDY,MINOOKA,IL,884
15211,ALLEGHENY,PITTSBURGH,PA,883
37756,SCOTT,HUNTSVILLE,TN,883
90023,LOS ANGELES,LOS ANGELES,CA,883
67226,SEDGWICK,WICHITA (NE),KS,883
49930,HOUGHTON,HANCOCK,MI,883
22405,STAFFORD,FREDERICKSBURG,VA,883
37012,DEKALB,ALEXANDRIA,TN,883
1569,WORCESTER,UXBRIDGE,MA,882
90047,LOS ANGELES,LOS ANGELES,CA,882
46516,ELKHART,ELKHART,IN,882
76078,WISE,RHOME,TX,882
46225,MARION,INDIANAPOLIS,IN,882
45238,HAMILTON,CINCINNATI (WEST),OH,882
73438,CARTER,HEALDTON,OK,882
45217,HAMILTON,CINCINNATI,OH,882
53558,DANE,MCFARLAND,WI,882
30354,FULTON,HAPEVILLE,GA,881
19520,CHESTER,ELVERSON,PA,881
80521,LARIMER,FORT COLLINS,CO,881
48382,OAKLAND,COMMERCE TWP,MI,881
89501,WASHOE,RENO,NV,881
95953,SUTTER,LIVE OAK,CA,880
30009,FULTON,ALPHARETTA,GA,880
3885,ROCKINGHAM,STRATHAM,NH,880
90061,LOS ANGELES,LOS ANGELES,CA,880
2045,PLYMOUTH,HULL,MA,880
26847,GRANT,PETERSBURG,WV,880
15909,CAMBRIA,JOHNSTOWN,PA,880
35120,SAINT CLAIR,ODENVILLE,AL,879
5851,CALEDONIA,LYNDONVILLE,VT,879
29697,ANDERSON,WILLIAMSTON,SC,879
46550,ELKHART,NAPPANEE,IN,879
2648,BARNSTABLE,MARSTONS MILLS,MA,879
30101,COBB,ACWORTH N.,GA,878
90606,LOS ANGELES,WHITTIER,CA,878
10923,ROCKLAND,GARNERVILLE,NY,878
75228,DALLAS,DALLAS (E),TX,878
71639,DESHA,DUMAS,AR,878
85743,PIMA,MARANA,AZ,878
98648,SKAMANIA,STEVENSON,WA,877
79403,LUBBOCK,LUBBOCK,TX,877
37347,MARION,KIMBALL,TN,877
13605,JEFFERSON,ADAMS,NY,877
60481,WILL,WILMINGTON,IL,877
64116,CLAY,N. KANSAS CITY,MO,877
31714,TURNER,ASHBURN,GA,877
2568,DUKES,VINEYARD HAVEN,MA,877
98053,KING,REDMOND,WA,877
77382,MONTGOMERY,THE WOODLANDS(W),TX,877
48726,TUSCOLA,CASS CITY,MI,877
21029,HOWARD,CLARKSVILLE,MD,877
38855,ITAWAMBA,MANTACHIE,MS,876
65548,HOWELL,MT VIEW,MO,876
63108,SAINT LOUIS CITY,ST LOUIS,MO,876
15108,ALLEGHENY,MOON TWP,PA,876
11415,QUEENS,KEW GARDENS,NY,876
40204,JEFFERSON,LOUISVILLE,KY,876
8087,OCEAN,LITTLE EGG HARBOR TWP,NJ,875
63123,SAINT LOUIS,ST LOUIS,MO,875
35771,JACKSON,SECTION,AL,875
79830,BREWSTER,ALPINE,TX,875
6333,NEW LONDON,EAST LYME,CT,875
11232,KINGS,BROOKLYN,NY,875
35210,JEFFERSON,IRONDALE,AL,875
89014,CLARK,HENDERSON (N),NV,875
36111,MONTGOMERY,MONTGOMERY,AL,875
14590,WAYNE,WOLCOTT,NY,875
35564,MARION,HACKLEBURG,AL,875
49712,CHARLEVOIX,BOYNE CITY,MI,875
19975,SUSSEX,SELBYVILLE,DE,874
41522,PIKE,ELKHORN CITY,KY,874
63132,SAINT LOUIS,OLIVETTE,MO,874
77065,HARRIS,HOUSTON (W NW),TX,874
7450,BERGEN,RIDGEWOOD,NJ,873
81303,LA PLATA,DURANGO,CO,873
37869,HANCOCK,SNEEDVILLE,TN,873
8328,GLOUCESTER,MALAGA,NJ,873
76112,TARRANT,FT WORTH,TX,873
30434,JEFFERSON,LOUISVILLE,GA,872
95829,SACRAMENTO,SACRAMENTO,CA,872
83714,ADA,BOISE,ID,872
94706,ALAMEDA,ALBANY,CA,872
90291,LOS ANGELES,VENICE,CA,872
33056,MIAMI-DADE,MIAMI GARDENS,FL,872
94022,SANTA CLARA,LOS ALTOS,CA,872
7758,MONMOUTH,PORT MONMOUTH,NJ,872
72212,PULASKI,NEWPORT,AR,872
66202,JOHNSON,MERRIAM,KS,872
76108,TARRANT,FORT WORTH,TX,871
68526,LANCASTER,LINCOLN,NE,871
18642,LUZERNE,DURYEA,PA,871
29630,PICKENS,CENTRAL,SC,871
48230,WAYNE,GROSSE POINTE,MI,871
95338,MARIPOSA,MARIPOSA,CA,871
60459,COOK,BURBANK,IL,870
33931,LEE,FORT MYERS BEACH,FL,870
95116,SANTA CLARA,SAN JOSE,CA,870
96819,HONOLULU,HONOLULU,HI,869
44090,LORAIN,WELLINGTON,OH,869
44124,CUYAHOGA,LYNDHURST,OH,869
22553,SPOTSYLVANIA,SPOTSYLVANIA,VA,869
94121,SAN FRANCISCO,SAN FRANCISCO,CA,869
19940,SUSSEX,DELMAR,DE,869
77630,ORANGE,WEST ORANGE,TX,869
10992,ORANGE,WASHINGTONVILLE,NY,869
46815,ALLEN,FT WAYNE,IN,868
2338,PLYMOUTH,HALIFAX,MA,868
12572,DUTCHESS,RHINEBECK,NY,868
94116,SAN FRANCISCO,SAN FRANCISCO,CA,868
6470,FAIRFIELD,NEWTOWN,CT,868
32561,SANTA ROSA,GULF BREEZE,FL,868
32571,SANTA ROSA,PACE (MILTON),FL,867
70373,LAFOURCHE,LAROSE,LA,867
19023,DELAWARE,DARBY,PA,867
11953,SUFFOLK,MIDDLE ISLAND,NY,867
63368,SAINT CHARLES,O FALLON,MO,867
8750,MONMOUTH,SEA GIRT,NJ,867
12790,SULLIVAN,WURTSBORO,NY,867
98855,OKANOGAN,TONASKET,WA,867
7033,UNION,KENILWORTH,NJ,867
46845,ALLEN,FT WAYNE,IN,866
37658,CARTER,HAMPTON,TN,866
56283,REDWOOD,REDWOOD FALLS,MN,866
47872,PARKE,ROCKVILLE,IN,866
44710,STARK,CANTON,OH,866
28439,COLUMBUS,FAIR BLUFF,NC,866
8007,CAMDEN,BARRINGTON,NJ,866
25873,RALEIGH,MCARTHUR,WV,865
15101,ALLEGHENY,ALLISON PARK,PA,865
8085,GLOUCESTER,WOOLWICH,NJ,865
39479,COVINGTON,SEMINARY,MS,865
48875,IONIA,PORTLAND,MI,865
33711,PINELLAS,ST.PETERSBURG,FL,865
33169,MIAMI-DADE,MIAMI GARDENS,FL,865
79106,POTTER,AMARILLO(NW),TX,865
30295,PIKE,ZEBULON,GA,865
78223,BEXAR,SAN ANTONIO(BROOKS),TX,865
52057,DELAWARE,MANCHESTER,IA,864
33510,HILLSBOROUGH,BRANDON,FL,864
15227,ALLEGHENY,PITTSBURGH,PA,864
78043,WEBB,LAREDO,TX,864
17948,SCHUYLKILL,MAHANOY CITY,PA,864
15632,WESTMORELAND,EXPORT,PA,864
38802,LEE,TUPELO,MS,864
61951,MOULTRIE,SULLIVAN,IL,863
63124,SAINT LOUIS,SAINT LOUIS,MO,863
4416,HANCOCK,BUCKSPORT,ME,863
80910,EL PASO,COLORADO SPRINGS,CO,863
32206,DUVAL,JACKSONVILLE,FL,862
86427,MOHAVE,FT MOHAVE,AZ,862
33598,HILLSBOROUGH,WIMAUMA,FL,862
12065,SARATOGA,HALFMOON,NY,862
1850,MIDDLESEX,LOWELL,MA,862
34759,POLK,POINCIANA/KISSIMMEE,FL,862
91361,VENTURA,WESTLAKE VILLAGE,CA,862
27316,RANDOLPH,RAMSEUR,NC,861
84120,SALT LAKE,SALT LAKE CITY,UT,861
6248,TOLLAND,HEBRON,CT,861
32128,VOLUSIA,PORT ORANGE,FL,861
1103,HAMPDEN,SPRINGFIELD,MA,861
8003,CAMDEN,CHERRY HILL,NJ,861
66064,MIAMI,OSAWATOMIE,KS,861
12834,WASHINGTON,GREENWICH,NY,861
73030,MURRAY,DAVIS,OK,861
57069,CLAY,VERMILLION,SD,861
64152,PLATTE,PARKVILLE,MO,861
11581,NASSAU,VALLEY STREAM,NY,861
32052,HAMILTON,JASPER,FL,860
74127,TULSA,TULSA,OK,860
77651,JEFFERSON,PORT NECHES,TX,860
49779,PRESQUE ISLE,ROGERS CITY,MI,860
37187,DICKSON,WHITEBLUFF,TN,860
52641,HENRY,MT PLEASANT,IA,860
29936,JASPER,RIDGELAND,SC,860
33449,PALM BEACH,LAKE WORTH,FL,860
7512,PASSAIC,TOTOWA,NJ,860
32951,BREVARD,MELBOURNE BEACH,FL,860
28384,ROBESON,SAINT PAULS,NC,859
77477,FORT BEND,MEADOWS PLACE,TX,859
83672,WASHINGTON,WEISER,ID,859
2726,BRISTOL,SOMERSET,MA,859
29123,LEXINGTON,PELION,SC,859
63117,SAINT LOUIS,RICHMOND HEIGHTS,MO,859
21903,CECIL,PERRYVILLE,MD,858
20653,SAINT MARYS,LEXINGTON PARK,MD,858
13850,BROOME,VESTAL (BINGHAMTON,NY,858
40511,FAYETTE,LEXINGTON (NE),KY,858
55364,HENNEPIN,MOUND,MN,858
85262,MARICOPA,SCOTTSDALE,AZ,858
99001,SPOKANE,AIRWAY HEIGHTS,WA,858
15613,WESTMORELAND,APOLLO,PA,858
31643,BROOKS,QUITMAN,GA,857
49783,CHIPPEWA,SAULT S MARIE,MI,857
19132,PHILADELPHIA,PHILADELPHIA,PA,857
19602,BERKS,READING,PA,857
7040,ESSEX,MAPLEWOOD,NJ,857
26150,WOOD,MINERAL WELLS,WV,856
91331,LOS ANGELES,ARLETA,CA,856
43351,WYANDOT,UPPER SANDUSKY,OH,856
38258,CARROLL,TREZEVANT,TN,855
85138,PINAL,MARICOPA,AZ,855
20815,MONTGOMERY,CHEVY CHASE,MD,855
34217,MANATEE,HOLMES BEACH,FL,855
53219,MILWAUKEE,WEST ALLIS,WI,855
70064,JEFFERSON,KENNER,LA,855
88401,QUAY,TUCUMCARI,NM,855
51031,PLYMOUTH,LE MARS,IA,855
28580,GREENE,SNOW HILL,NC,855
32720,VOLUSIA,DE LAND,FL,855
70052,SAINT JAMES,GRAMERCY,LA,854
27803,NASH,ROCKY MOUNT,NC,854
48204,WAYNE,DETROIT,MI,854
50548,HUMBOLDT,HUMBOLDT,IA,854
75246,DALLAS,DALLAS,TX,854
65742,WEBSTER,ROGERSVILLE,MO,854
60429,COOK,HAZEL CREST,IL,853
43235,FRANKLIN,COLUMBUS,OH,853
74137,TULSA,TULSAT,OK,853
70126,ORLEANS,NEW ORLEANS,LA,853
49071,VAN BUREN,MATTAWAN,MI,853
63131,SAINT LOUIS,ST LOUIS,MO,853
10589,WESTCHESTER,SOMERS,NY,853
64831,MCDONALD,ANDERSON,MO,853
36533,BALDWIN,FAIRHOPE,AL,853
39631,WILKINSON,CENTREVILLE,MS,852
83422,TETON,DRIGGS,ID,852
70301,LAFOURCHE,HOUMA-THIBODAUX,LA,852
60046,LAKE,LINDENHURST,IL,852
86427,MOHAVE,FORT MOHAVE,AZ,852
19061,DELAWARE,MARCUS HOOK,PA,852
54636,LA CROSSE,HOLMEN,WI,851
18701,LUZERNE,WILKES-BARRE,PA,851
47025,DEARBORN,GREENDALE,IN,851
34956,MARTIN,INDIANTOWN,FL,851
81063,CROWLEY,ORDWAY,CO,851
77067,HARRIS,HOUSTON,TX,850
75048,DALLAS,SACHSE,TX,850
75693,GREGG,WHITE OAK,TX,850
32226,DUVAL,JACKSONVILLE,FL,850
77011,HARRIS,HOUSTON,TX,850
13326,OTSEGO,COOPERSTOWN,NY,850
50003,DALLAS,ADEL,IA,850
96740,HAWAII,KONA (KAILUA),HI,850
67654,NORTON,NORTON,KS,850
45833,ALLEN,DELPHOS,OH,850
90017,LOS ANGELES,LOS ANGELES,CA,850
34952,SAINT LUCIE,FT PIERCE,FL,849
26164,JACKSON,RAVENSWOOD,WV,849
11101,QUEENS,LONG ISLAND CITY,NY,849
13323,ONEIDA,CLINTON,NY,849
5450,FRANKLIN,ENOSBURG FALLS,VT,849
15475,FAYETTE,REPUBLIC,PA,849
5491,ADDISON,VERGENNES,VT,849
7060,UNION,NORTH PLAINFIELD,NJ,849
92236,RIVERSIDE,COACHELLA,CA,849
36264,CLEBURNE,HEFLIN,AL,849
49544,KENT,WALKER,MI,849
