BUYER_ZIP,BUYER_COUNTY,BUYER_CITY,BUYER_STATE,COUNT
44134,CUYAHOGA,PARMA,OH,2395
74037,TULSA,JENKS,OK,2394
8046,BURLINGTON,WILLINGBORO,NJ,2394
45403,MONTGOMERY,DAYTON,OH,2393
52722,SCOTT,BETTENDORF,IA,2393
29340,CHEROKEE,GAFFNEY,SC,2392
56345,MORRISON,LITTLE FALLS,MN,2392
90602,LOS ANGELES,WHITTIER,CA,2392
12477,ULSTER,SAUGERTIES,NY,2392
48420,GENESEE,CLIO,MI,2390
4938,FRANKLIN,FARMINGTON,ME,2389
33610,HILLSBOROUGH,TAMPA,FL,2389
27502,WAKE,APEX,NC,2388
47630,WARRICK,NEWBURGH,IN,2388
45322,MONTGOMERY,ENGLEWOOD,OH,2388
59860,LAKE,POLSON,MT,2388
17057,DAUPHIN,MIDDLETOWN,PA,2388
25523,LINCOLN,HAMLIN,WV,2387
84015,DAVIS,CLINTON,UT,2385
48602,SAGINAW,SAGINAW,MI,2385
53121,WALWORTH,ELKHORN,WI,2385
55379,SCOTT,SHAKOPEE,MN,2385
38127,SHELBY,MEMPHIS,TN,2384
26105,WOOD,VIENNA,WV,2384
60187,DUPAGE,WHEATON,IL,2384
34475,MARION,OCALA,FL,2382
43812,COSHOCTON,COSHOCTON,OH,2381
72113,PULASKI,MAUMELLE,AR,2381
49068,CALHOUN,MARSHALL,MI,2381
63136,SAINT LOUIS,SAINT LOUIS,MO,2380
8205,ATLANTIC,GALLOWAY,NJ,2380
33406,PALM BEACH,WEST PALM BEACH,FL,2380
74137,TULSA,TULSA,OK,2380
78213,BEXAR,SAN ANTONIO,TX,2380
77469,FORT BEND,RICHMOND,TX,2380
97217,MULTNOMAH,PORTLAND,OR,2380
7305,HUDSON,JERSEY CITY,NJ,2379
95118,SANTA CLARA,SAN JOSE,CA,2378
10028,NEW YORK,NEW YORK,NY,2378
45248,HAMILTON,CINCINNATI,OH,2377
93907,MONTEREY,SALINAS,CA,2377
54660,MONROE,TOMAH,WI,2377
93422,SAN LUIS OBISPO,ATASCADERO,CA,2376
95540,HUMBOLDT,FORTUNA,CA,2376
92054,SAN DIEGO,OCEANSIDE,CA,2376
78232,BEXAR,SAN ANTONIO,TX,2375
37683,JOHNSON,MOUNTAIN CITY,TN,2375
2904,PROVIDENCE,PROVIDENCE,RI,2374
82604,NATRONA,CASPER,WY,2374
1906,ESSEX,SAUGUS,MA,2374
28139,RUTHERFORD,RUTHERFORDTON,NC,2374
44907,RICHLAND,MANSFIELD,OH,2374
76522,CORYELL,COPPERAS COVE,TX,2374
50701,BLACK HAWK,WATERLOO,IA,2373
75401,HUNT,GREENVILLE,TX,2372
68123,SARPY,BELLEVUE,NE,2370
63109,SAINT LOUIS CITY,SAINT LOUIS,MO,2369
20155,PRINCE WILLIAM,GAINESVILLE,VA,2369
55109,RAMSEY,MAPLEWOOD,MN,2368
19139,PHILADELPHIA,PHILADELPHIA,PA,2368
48763,IOSCO,TAWAS CITY,MI,2367
54904,WINNEBAGO,OSHKOSH,WI,2367
85086,MARICOPA,ANTHEM,AZ,2366
48604,SAGINAW,SAGINAW,MI,2366
35205,JEFFERSON,BIRMINGHAM,AL,2365
60090,COOK,WHEELING,IL,2365
78217,BEXAR,SAN ANTONIO,TX,2365
77006,HARRIS,HOUSTON,TX,2365
79761,ECTOR,ODESSA,TX,2364
35811,MADISON,HUNTSVILLE,AL,2364
3264,GRAFTON,PLYMOUTH,NH,2364
77076,HARRIS,HOUSTON,TX,2363
61455,MCDONOUGH,MACOMB,IL,2362
38570,OVERTON,LIVINGSTON,TN,2361
30016,NEWTON,COVINGTON,GA,2361
33710,PINELLAS,SAINT PETERSBURG,FL,2360
43608,LUCAS,TOLEDO,OH,2360
32348,TAYLOR,PERRY,FL,2360
18301,MONROE,EAST STROUDSBURG,PA,2359
39339,WINSTON,LOUISVILLE,MS,2359
6385,NEW LONDON,WATERFORD,CT,2359
41008,CARROLL,CARROLLTON,KY,2359
35213,JEFFERSON,BIRMINGHAM,AL,2358
47909,TIPPECANOE,LAFAYETTE,IN,2356
72114,PULASKI,NORTH LITTLE ROCK,AR,2356
92253,RIVERSIDE,LA QUINTA,CA,2355
78741,TRAVIS,AUSTIN,TX,2355
19703,NEW CASTLE,CLAYMONT,DE,2355
32503,ESCAMBIA,PENSACOLA,FL,2354
93117,SANTA BARBARA,GOLETA,CA,2353
46818,ALLEN,FORT WAYNE,IN,2351
36575,MOBILE,SEMMES,AL,2351
32351,GADSDEN,QUINCY,FL,2350
94903,MARIN,SAN RAFAEL,CA,2350
25428,BERKELEY,INWOOD,WV,2350
4769,AROOSTOOK,PRESQUE ISLE,ME,2350
14215,ERIE,BUFFALO,NY,2350
11361,QUEENS,BAYSIDE,NY,2350
27317,RANDOLPH,RANDLEMAN,NC,2349
33901,LEE,FORT MYERS,FL,2349
30533,LUMPKIN,DAHLONEGA,GA,2349
36854,CHAMBERS,VALLEY,AL,2347
76012,TARRANT,ARLINGTON,TX,2346
19063,DELAWARE,MEDIA,PA,2346
78610,HAYS,BUDA,TX,2346
54494,WOOD,WISCONSIN RAPIDS,WI,2345
71449,SABINE,MANY,LA,2345
75143,KAUFMAN,SEVEN POINTS,TX,2344
6451,NEW HAVEN,MERIDEN,CT,2344
75142,KAUFMAN,KAUFMAN,TX,2344
31639,BERRIEN,NASHVILLE,GA,2344
11228,KINGS,BROOKLYN,NY,2344
35125,SAINT CLAIR,PELL CITY,AL,2344
95688,SOLANO,VACAVILLE,CA,2344
87301,MCKINLEY,GALLUP,NM,2344
98116,KING,SEATTLE,WA,2343
14219,ERIE,BLASDELL,NY,2343
85013,MARICOPA,PHOENIX,AZ,2343
24228,DICKENSON,CLINTWOOD,VA,2343
11717,SUFFOLK,BRENTWOOD,NY,2342
11580,NASSAU,VALLEY STREAM,NY,2342
26037,BROOKE,FOLLANSBEE,WV,2341
27545,WAKE,KNIGHTDALE,NC,2341
97210,MULTNOMAH,PORTLAND,OR,2341
37217,DAVIDSON,NASHVILLE,TN,2341
41647,FLOYD,MC DOWELL,KY,2341
62363,PIKE,PITTSFIELD,IL,2340
38663,TIPPAH,RIPLEY,MS,2340
52302,LINN,MARION,IA,2340
48823,INGHAM,EAST LANSING,MI,2340
76904,TOM GREEN,SAN ANGELO,TX,2340
12553,ORANGE,NEW WINDSOR,NY,2339
8242,CAPE MAY,RIO GRANDE,NJ,2339
21204,BALTIMORE,TOWSON,MD,2337
54302,BROWN,GREEN BAY,WI,2336
60018,COOK,DES PLAINES,IL,2336
45891,VAN WERT,VAN WERT,OH,2336
31029,MONROE,FORSYTH,GA,2336
95835,SACRAMENTO,SACRAMENTO,CA,2335
87015,SANTA FE,EDGEWOOD,NM,2334
30753,CHATTOOGA,TRION,GA,2334
84341,CACHE,NORTH LOGAN,UT,2334
35128,SAINT CLAIR,PELL CITY,AL,2334
48601,SAGINAW,SAGINAW,MI,2331
50131,POLK,JOHNSTON,IA,2331
74070,TULSA,SKIATOOK,OK,2330
33904,LEE,CAPE CORAL,FL,2330
13205,ONONDAGA,SYRACUSE,NY,2329
19348,CHESTER,KENNETT SQUARE,PA,2329
50321,POLK,DES MOINES,IA,2328
76092,TARRANT,SOUTHLAKE,TX,2328
63645,MADISON,FREDERICKTOWN,MO,2328
38344,CARROLL,HUNTINGDON,TN,2327
43125,FRANKLIN,GROVEPORT,OH,2327
71822,LITTLE RIVER,ASHDOWN,AR,2327
76301,WICHITA,WICHITA FALLS,TX,2326
60450,GRUNDY,MORRIS,IL,2326
24523,BEDFORD,BEDFORD,VA,2326
85259,MARICOPA,SCOTTSDALE,AZ,2326
77040,HARRIS,HOUSTON,TX,2325
8105,CAMDEN,CAMDEN,NJ,2325
17033,DAUPHIN,HERSHEY,PA,2325
39046,MADISON,CANTON,MS,2324
55434,ANOKA,BLAINE,MN,2324
46222,MARION,INDIANAPOLIS,IN,2323
43452,OTTAWA,PORT CLINTON,OH,2323
60608,COOK,CHICAGO,IL,2322
85048,MARICOPA,PHOENIX,AZ,2321
11236,KINGS,BROOKLYN,NY,2321
21230,BALTIMORE CITY,BALTIMORE,MD,2321
77035,HARRIS,HOUSTON,TX,2321
21212,BALTIMORE CITY,BALTIMORE,MD,2321
97202,MULTNOMAH,PORTLAND,OR,2320
33433,PALM BEACH,BOCA RATON,FL,2320
61021,LEE,DIXON,IL,2320
90503,LOS ANGELES,TORRANCE,CA,2320
11720,SUFFOLK,CENTEREACH,NY,2320
33009,BROWARD,HALLANDALE BEACH,FL,2319
15213,ALLEGHENY,PITTSBURGH,PA,2319
56377,STEARNS,SARTELL,MN,2319
72150,GRANT,SHERIDAN,AR,2318
63141,SAINT LOUIS,CREVE COEUR,MO,2318
38115,SHELBY,MEMPHIS,TN,2318
97386,LINN,SWEET HOME,OR,2318
11222,KINGS,BROOKLYN,NY,2317
32809,ORANGE,ORLANDO,FL,2317
79707,MIDLAND,MIDLAND,TX,2317
40517,FAYETTE,LEXINGTON,KY,2317
56701,PENNINGTON,THIEF RIVER FALLS,MN,2316
8210,CAPE MAY,CAPE MAY COURT HOUSE,NJ,2316
95032,SANTA CLARA,LOS GATOS,CA,2315
19082,DELAWARE,UPPER DARBY,PA,2315
33566,HILLSBOROUGH,PLANT CITY,FL,2315
23321,CHESAPEAKE CITY,CHESAPEAKE,VA,2315
33470,PALM BEACH,LOXAHATCHEE,FL,2315
64468,NODAWAY,MARYVILLE,MO,2314
94544,ALAMEDA,HAYWARD,CA,2313
48236,WAYNE,DETROIT,MI,2313
60538,KENDALL,MONTGOMERY,IL,2313
84701,SEVIER,RICHFIELD,UT,2313
39501,HARRISON,GULFPORT,MS,2312
45662,SCIOTO,NEW BOSTON,OH,2312
71909,GARLAND,HOT SPRINGS VILLAGE,AR,2312
99801,JUNEAU,JUNEAU,AK,2311
34119,COLLIER,NAPLES,FL,2310
78336,SAN PATRICIO,ARANSAS PASS,TX,2310
38462,LEWIS,HOHENWALD,TN,2310
7047,HUDSON,NORTH BERGEN,NJ,2310
33308,BROWARD,FORT LAUDERDALE,FL,2309
1082,HAMPSHIRE,WARE,MA,2309
78201,BEXAR,SAN ANTONIO,TX,2309
92649,ORANGE,HUNTINGTON BEACH,CA,2309
35906,ETOWAH,RAINBOW CITY,AL,2308
49412,NEWAYGO,FREMONT,MI,2308
80104,DOUGLAS,CASTLE ROCK,CO,2308
27263,GUILFORD,HIGH POINT,NC,2308
3110,HILLSBOROUGH,BEDFORD,NH,2308
48201,WAYNE,DETROIT,MI,2306
78626,WILLIAMSON,GEORGETOWN,TX,2306
53209,MILWAUKEE,GLENDALE,WI,2305
70760,POINTE COUPEE,NEW ROADS,LA,2305
4074,CUMBERLAND,SCARBOROUGH,ME,2304
33782,PINELLAS,PINELLAS PARK,FL,2304
26155,WETZEL,NEW MARTINSVILLE,WV,2303
48723,TUSCOLA,CARO,MI,2303
68502,LANCASTER,LINCOLN,NE,2303
36078,ELMORE,TALLASSEE,AL,2302
78751,TRAVIS,AUSTIN,TX,2301
39272,HINDS,BYRAM,MS,2300
73096,CUSTER,WEATHERFORD,OK,2300
7087,HUDSON,UNION CITY,NJ,2300
32922,BREVARD,COCOA,FL,2299
20659,SAINT MARYS,MECHANICSVILLE,MD,2298
10075,NEW YORK,NEW YORK,NY,2298
78237,BEXAR,SAN ANTONIO,TX,2297
97060,MULTNOMAH,WOOD VILLAGE,OR,2297
90640,LOS ANGELES,MONTEBELLO,CA,2297
80227,JEFFERSON,DENVER,CO,2296
77479,FORT BEND,SUGAR LAND,TX,2296
11355,QUEENS,FLUSHING,NY,2295
43016,FRANKLIN,DUBLIN,OH,2294
29108,NEWBERRY,NEWBERRY,SC,2294
16127,MERCER,GROVE CITY,PA,2294
93444,SAN LUIS OBISPO,NIPOMO,CA,2293
97070,CLACKAMAS,WILSONVILLE,OR,2293
14052,ERIE,EAST AURORA,NY,2292
94401,SAN MATEO,SAN MATEO,CA,2292
77384,MONTGOMERY,THE WOODLANDS,TX,2292
48080,MACOMB,ST CLAIR SHORES,MI,2291
94566,ALAMEDA,PLEASANTON,CA,2290
84414,WEBER,NORTH OGDEN,UT,2290
30309,FULTON,ATLANTA,GA,2289
23462,VIRGINIA BEACH CITY,VIRGINIA BEACH,VA,2289
15656,ARMSTRONG,LEECHBURG,PA,2289
97459,COOS,NORTH BEND,OR,2289
80831,EL PASO,FALCON,CO,2288
48091,MACOMB,WARREN,MI,2288
78114,WILSON,FLORESVILLE,TX,2288
8244,ATLANTIC,SOMERS POINT,NJ,2288
7055,PASSAIC,PASSAIC,NJ,2287
72223,PULASKI,LITTLE ROCK,AR,2287
19026,DELAWARE,DREXEL HILL,PA,2287
1604,WORCESTER,WORCESTER,MA,2287
46218,MARION,INDIANAPOLIS,IN,2286
97007,WASHINGTON,BEAVERTON,OR,2286
28459,BRUNSWICK,SHALLOTTE,NC,2286
24901,GREENBRIER,LEWISBURG,WV,2284
49508,KENT,KENTWOOD,MI,2283
16652,HUNTINGDON,HUNTINGDON,PA,2282
3053,ROCKINGHAM,LONDONDERRY,NH,2281
11220,KINGS,BROOKLYN,NY,2281
35115,SHELBY,MONTEVALLO,AL,2281
33701,PINELLAS,SAINT PETERSBURG,FL,2281
60050,MCHENRY,MCHENRY,IL,2281
25508,LOGAN,CHAPMANVILLE,WV,2281
78586,CAMERON,SAN BENITO,TX,2279
85248,MARICOPA,CHANDLER,AZ,2279
90740,ORANGE,SEAL BEACH,CA,2278
35216,JEFFERSON,VESTAVIA HILLS,AL,2278
46234,MARION,INDIANAPOLIS,IN,2277
75644,UPSHUR,GILMER,TX,2277
79416,LUBBOCK,LUBBOCK,TX,2276
92154,SAN DIEGO,SAN DIEGO,CA,2275
98038,KING,MAPLE VALLEY,WA,2275
84066,DUCHESNE,ROOSEVELT,UT,2275
78220,BEXAR,SAN ANTONIO,TX,2275
80863,TELLER,WOODLAND PARK,CO,2274
33903,LEE,NORTH FORT MYERS,FL,2274
43050,KNOX,MT VERNON,OH,2274
10956,ROCKLAND,NEW CITY,NY,2273
16866,CENTRE,PHILIPSBURG,PA,2273
35068,JEFFERSON,FULTONDALE,AL,2273
73107,OKLAHOMA,OKLAHOMA CITY,OK,2272
55060,STEELE,OWATONNA,MN,2272
34950,SAINT LUCIE,FT PIERCE,FL,2270
8731,OCEAN,FORKED RIVER,NJ,2270
76010,TARRANT,ARLINGTON,TX,2269
98604,CLARK,BATTLE GROUND,WA,2269
98516,THURSTON,LACEY,WA,2269
85713,PIMA,TUCSON,AZ,2268
75455,TITUS,MOUNT PLEASANT,TX,2268
45247,HAMILTON,CINCINNATI,OH,2267
7501,PASSAIC,PATERSON,NJ,2267
74003,WASHINGTON,BARTLESVILLE,OK,2267
29349,SPARTANBURG,INMAN,SC,2266
92860,RIVERSIDE,NORCO,CA,2265
64063,JACKSON,LEES SUMMIT,MO,2265
24614,BUCHANAN,GRUNDY,VA,2265
80021,JEFFERSON,WESTMINSTER,CO,2265
20716,PRINCE GEORGES,BOWIE,MD,2265
31539,JEFF DAVIS,HAZLEHURST,GA,2265
97739,DESCHUTES,LA PINE,OR,2264
30108,CARROLL,BOWDON,GA,2264
67010,BUTLER,AUGUSTA,KS,2263
32953,BREVARD,MERRITT ISLAND,FL,2263
53210,MILWAUKEE,MILWAUKEE,WI,2263
89134,CLARK,LAS VEGAS,NV,2262
21047,HARFORD,FALLSTON,MD,2262
21244,BALTIMORE,BALTIMORE,MD,2262
33401,PALM BEACH,WEST PALM BEACH,FL,2262
34677,PINELLAS,OLDSMAR,FL,2261
71342,LA SALLE,JENA,LA,2261
44095,LAKE,EASTLAKE,OH,2261
80026,BOULDER,LAFAYETTE,CO,2261
1752,MIDDLESEX,MARLBOROUGH,MA,2260
33460,PALM BEACH,LAKE WORTH,FL,2260
31516,PIERCE,BLACKSHEAR,GA,2260
40299,JEFFERSON,JEFFERSONTOWN,KY,2260
66713,CHEROKEE,BAXTER SPRINGS,KS,2259
36460,MONROE,MONROEVILLE,AL,2259
36863,CHAMBERS,LANETT,AL,2259
28461,BRUNSWICK,SOUTHPORT,NC,2258
97214,MULTNOMAH,PORTLAND,OR,2258
62881,MARION,SALEM,IL,2258
84737,WASHINGTON,HURRICANE,UT,2257
77598,HARRIS,WEBSTER,TX,2257
44105,CUYAHOGA,CLEVELAND,OH,2257
10013,NEW YORK,NEW YORK,NY,2257
53589,DANE,STOUGHTON,WI,2257
2745,BRISTOL,NEW BEDFORD,MA,2257
56258,LYON,MARSHALL,MN,2256
48732,BAY,ESSEXVILLE,MI,2256
32064,SUWANNEE,LIVE OAK,FL,2256
40361,BOURBON,PARIS,KY,2256
48433,GENESEE,FLUSHING,MI,2256
62010,MADISON,BETHALTO,IL,2255
63957,WAYNE,PIEDMONT,MO,2254
34134,LEE,BONITA SPRINGS,FL,2254
18519,LACKAWANNA,DICKSON CITY,PA,2253
2910,PROVIDENCE,CRANSTON,RI,2253
43056,LICKING,HEATH,OH,2253
14618,MONROE,ROCHESTER,NY,2250
11501,NASSAU,MINEOLA,NY,2250
11218,KINGS,BROOKLYN,NY,2250
12020,SARATOGA,BALLSTON SPA,NY,2249
87104,BERNALILLO,ALBUQUERQUE,NM,2249
60640,COOK,CHICAGO,IL,2249
10465,BRONX,BRONX,NY,2249
11373,QUEENS,ELMHURST,NY,2248
8051,GLOUCESTER,MANTUA,NJ,2248
48220,OAKLAND,FERNDALE,MI,2247
57301,DAVISON,MITCHELL,SD,2247
92604,ORANGE,IRVINE,CA,2246
2062,NORFOLK,NORWOOD,MA,2246
91364,LOS ANGELES,WOODLAND HILLS,CA,2246
33180,MIAMI-DADE,AVENTURA,FL,2245
25635,LOGAN,MAN,WV,2245
28164,GASTON,STANLEY,NC,2244
31201,BIBB,MACON,GA,2243
98310,KITSAP,BREMERTON,WA,2243
18322,MONROE,BRODHEADSVILLE,PA,2243
71106,CADDO,SHREVEPORT,LA,2243
60467,COOK,ORLAND PARK,IL,2242
92026,SAN DIEGO,ESCONDIDO,CA,2242
35967,DE KALB,FORT PAYNE,AL,2242
46041,CLINTON,FRANKFORT,IN,2242
48858,ISABELLA,MOUNT PLEASANT,MI,2241
33033,MIAMI-DADE,HOMESTEAD,FL,2240
28056,GASTON,GASTONIA,NC,2240
80433,JEFFERSON,CONIFER,CO,2240
62269,SAINT CLAIR,O'FALLON,IL,2239
74020,PAWNEE,CLEVELAND,OK,2239
65483,TEXAS,HOUSTON,MO,2239
84124,SALT LAKE,SALT LAKE CITY,UT,2238
28215,MECKLENBURG,CHARLOTTE,NC,2238
29067,LANCASTER,KERSHAW,SC,2238
92627,ORANGE,COSTA MESA,CA,2238
78418,NUECES,CORPUS CHRISTI,TX,2238
90403,LOS ANGELES,SANTA MONICA,CA,2238
29680,GREENVILLE,SIMPSONVILLE,SC,2238
29418,CHARLESTON,NORTH CHARLESTON,SC,2236
56401,CROW WING,BRAINERD,MN,2235
85128,PINAL,COOLIDGE,AZ,2234
53716,DANE,MADISON,WI,2234
83647,ELMORE,MOUNTAIN HOME,ID,2233
60137,DUPAGE,GLEN ELLYN,IL,2233
48506,GENESEE,FLINT,MI,2232
83852,BONNER,PONDERAY,ID,2232
2155,MIDDLESEX,MEDFORD,MA,2232
98233,SKAGIT,BURLINGTON,WA,2231
34736,LAKE,GROVELAND,FL,2231
92807,ORANGE,ANAHEIM,CA,2231
54751,DUNN,MENOMONIE,WI,2231
60174,KANE,ST CHARLES,IL,2230
48750,IOSCO,OSCODA,MI,2230
22911,ALBEMARLE,CHARLOTTESVILLE,VA,2229
55044,DAKOTA,LAKEVILLE,MN,2229
43205,FRANKLIN,COLUMBUS,OH,2229
2026,NORFOLK,DEDHAM,MA,2229
1545,WORCESTER,SHREWSBURY,MA,2229
20754,CALVERT,DUNKIRK,MD,2228
45107,CLINTON,BLANCHESTER,OH,2227
53223,MILWAUKEE,MILWAUKEE,WI,2227
75979,TYLER,WOODVILLE,TX,2227
36106,MONTGOMERY,MONTGOMERY,AL,2227
55807,SAINT LOUIS,DULUTH,MN,2227
80206,DENVER,DENVER,CO,2226
40031,OLDHAM,LAGRANGE,KY,2226
78945,FAYETTE,LA GRANGE,TX,2226
94590,SOLANO,VALLEJO,CA,2226
27127,FORSYTH,WINSTON-SALEM,NC,2225
12203,ALBANY,ALBANY,NY,2225
11701,SUFFOLK,AMITYVILLE,NY,2225
87113,BERNALILLO,ALBUQUERQUE,NM,2224
11783,NASSAU,SEAFORD,NY,2222
74114,TULSA,TULSA,OK,2221
1930,ESSEX,GLOUCESTER,MA,2221
23225,RICHMOND CITY,RICHMOND,VA,2220
90501,LOS ANGELES,TORRANCE,CA,2220
80022,ADAMS,COMMERCE CITY,CO,2219
16066,BUTLER,CRANBERRY TOWNSHIP,PA,2219
47203,BARTHOLOMEW,COLUMBUS,IN,2219
19804,NEW CASTLE,WILMINGTON,DE,2218
98664,CLARK,VANCOUVER,WA,2218
71463,ALLEN,OAKDALE,LA,2217
33312,BROWARD,FORT LAUDERDALE,FL,2216
97415,CURRY,BROOKINGS,OR,2215
68505,LANCASTER,LINCOLN,NE,2211
16407,ERIE,CORRY,PA,2211
94066,SAN MATEO,SAN BRUNO,CA,2210
97754,CROOK,PRINEVILLE,OR,2210
36426,ESCAMBIA,BREWTON,AL,2210
49428,OTTAWA,JENISON,MI,2208
77845,BRAZOS,COLLEGE STATION,TX,2208
44012,LORAIN,AVON LAKE,OH,2208
51106,WOODBURY,SIOUX CITY,IA,2207
45002,HAMILTON,CLEVES,OH,2207
48813,EATON,CHARLOTTE,MI,2206
3051,HILLSBOROUGH,HUDSON,NH,2206
60630,COOK,CHICAGO,IL,2205
96707,HONOLULU,KAPOLEI,HI,2205
33428,PALM BEACH,BOCA RATON,FL,2204
38002,SHELBY,ARLINGTON,TN,2204
40502,FAYETTE,LEXINGTON,KY,2204
33853,POLK,LAKE WALES,FL,2202
10941,ORANGE,MIDDLETOWN,NY,2202
46970,MIAMI,PERU,IN,2202
95337,SAN JOAQUIN,MANTECA,CA,2202
83714,ADA,GARDEN CITY,ID,2201
17872,NORTHUMBERLAND,SHAMOKIN,PA,2199
5452,CHITTENDEN,ESSEX JUNCTION,VT,2197
62656,LOGAN,LINCOLN,IL,2197
28467,BRUNSWICK,CALABASH,NC,2195
57110,MINNEHAHA,SIOUX FALLS,SD,2195
1610,WORCESTER,WORCESTER,MA,2194
37190,CANNON,WOODBURY,TN,2194
30329,DEKALB,ATLANTA,GA,2194
4101,CUMBERLAND,PORTLAND,ME,2193
92211,RIVERSIDE,PALM DESERT,CA,2193
36081,PIKE,TROY,AL,2193
21093,BALTIMORE,LUTHERVILLE,MD,2192
75204,DALLAS,DALLAS,TX,2192
84032,WASATCH,HEBER CITY,UT,2192
75652,RUSK,HENDERSON,TX,2191
80220,DENVER,DENVER,CO,2190
1570,WORCESTER,WEBSTER,MA,2190
28516,CARTERET,BEAUFORT,NC,2189
78212,BEXAR,SAN ANTONIO,TX,2189
98023,KING,FEDERAL WAY,WA,2189
17361,YORK,SHREWSBURY,PA,2188
37206,DAVIDSON,NASHVILLE,TN,2188
67214,SEDGWICK,WICHITA,KS,2187
15317,WASHINGTON,CANONSBURG,PA,2186
50022,CASS,ATLANTIC,IA,2186
11550,NASSAU,HEMPSTEAD,NY,2186
46530,ST JOSEPH,GRANGER,IN,2186
11354,QUEENS,FLUSHING,NY,2186
74525,ATOKA,ATOKA,OK,2185
79556,NOLAN,SWEETWATER,TX,2184
95949,NEVADA,GRASS VALLEY,CA,2184
84097,UTAH,OREM,UT,2182
68005,SARPY,BELLEVUE,NE,2182
30650,MORGAN,MADISON,GA,2182
78109,BEXAR,CONVERSE,TX,2182
17059,JUNIATA,MIFFLINTOWN,PA,2180
45216,HAMILTON,CINCINNATI,OH,2180
53073,SHEBOYGAN,PLYMOUTH,WI,2180
7104,ESSEX,NEWARK,NJ,2179
68046,SARPY,PAPILLION,NE,2179
60107,COOK,STREAMWOOD,IL,2177
60101,DUPAGE,ADDISON,IL,2177
45805,ALLEN,LIMA,OH,2176
78703,TRAVIS,AUSTIN,TX,2176
6401,NEW HAVEN,ANSONIA,CT,2176
18518,LACKAWANNA,OLD FORGE,PA,2175
92227,IMPERIAL,BRAWLEY,CA,2174
79705,MIDLAND,MIDLAND,TX,2174
79103,POTTER,AMARILLO,TX,2174
78415,NUECES,CORPUS CHRISTI,TX,2174
97540,JACKSON,TALENT,OR,2174
60510,KANE,BATAVIA,IL,2173
45402,MONTGOMERY,DAYTON,OH,2173
98387,PIERCE,SPANAWAY,WA,2173
13905,BROOME,BINGHAMTON,NY,2173
94530,CONTRA COSTA,EL CERRITO,CA,2172
48209,WAYNE,DETROIT,MI,2172
67002,BUTLER,ANDOVER,KS,2172
65101,COLE,JEFFERSON CITY,MO,2172
77840,BRAZOS,COLLEGE STATION,TX,2171
89445,HUMBOLDT,WINNEMUCCA,NV,2170
47978,JASPER,RENSSELAER,IN,2170
30525,RABUN,CLAYTON,GA,2170
32563,SANTA ROSA,GULF BREEZE,FL,2170
19001,MONTGOMERY,ABINGTON,PA,2169
94541,ALAMEDA,HAYWARD,CA,2169
16803,CENTRE,STATE COLLEGE,PA,2168
80108,DOUGLAS,CASTLE ROCK,CO,2168
53150,WAUKESHA,MUSKEGO,WI,2167
80260,ADAMS,FEDERAL HEIGHTS,CO,2167
37615,WASHINGTON,GRAY,TN,2167
54548,ONEIDA,MINOCQUA,WI,2166
61081,WHITESIDE,STERLING,IL,2164
43138,HOCKING,LOGAN,OH,2164
6053,HARTFORD,NEW BRITAIN,CT,2164
73045,OKLAHOMA,HARRAH,OK,2164
30904,RICHMOND,AUGUSTA,GA,2163
86323,YAVAPAI,CHINO VALLEY,AZ,2163
14610,MONROE,ROCHESTER,NY,2163
10901,ROCKLAND,SUFFERN,NY,2163
77069,HARRIS,HOUSTON,TX,2162
85257,MARICOPA,SCOTTSDALE,AZ,2161
72370,MISSISSIPPI,OSCEOLA,AR,2161
80128,JEFFERSON,LITTLETON,CO,2160
60561,DUPAGE,DARIEN,IL,2160
27526,WAKE,FUQUAY VARINA,NC,2159
39074,SCOTT,FOREST,MS,2158
84075,DAVIS,SYRACUSE,UT,2158
14513,WAYNE,NEWARK,NY,2158
47454,ORANGE,PAOLI,IN,2157
62298,MONROE,WATERLOO,IL,2157
92078,SAN DIEGO,SAN MARCOS,CA,2156
70056,JEFFERSON,GRETNA,LA,2156
74106,TULSA,TULSA,OK,2155
44095,LAKE,WILLOWICK,OH,2155
98012,SNOHOMISH,MILL CREEK,WA,2155
17011,CUMBERLAND,CAMP HILL,PA,2154
33135,MIAMI-DADE,MIAMI,FL,2154
37404,HAMILTON,CHATTANOOGA,TN,2153
78412,NUECES,CORPUS CHRISTI,TX,2153
37317,POLK,COPPERHILL,TN,2153
60048,LAKE,LIBERTYVILLE,IL,2152
84058,UTAH,OREM,UT,2152
33596,HILLSBOROUGH,VALRICO,FL,2152
28365,WAYNE,MOUNT OLIVE,NC,2152
2908,PROVIDENCE,PROVIDENCE,RI,2152
43220,FRANKLIN,COLUMBUS,OH,2151
83338,JEROME,JEROME,ID,2151
44512,MAHONING,YOUNGSTOWN,OH,2150
33703,PINELLAS,ST PETERSBURG,FL,2150
91977,SAN DIEGO,SPRING VALLEY,CA,2150
52804,SCOTT,DAVENPORT,IA,2149
81504,MESA,GRAND JUNCTION,CO,2149
79336,HOCKLEY,LEVELLAND,TX,2148
8075,BURLINGTON,RIVERSIDE,NJ,2147
44511,MAHONING,YOUNGSTOWN,OH,2146
71075,WEBSTER,SPRINGHILL,LA,2145
48371,OAKLAND,OXFORD,MI,2145
27614,WAKE,RALEIGH,NC,2145
8809,HUNTERDON,CLINTON,NJ,2145
53222,MILWAUKEE,MILWAUKEE,WI,2144
