ZIP_CODE,POPULATION,POPULATION_DENSITY_PER_SQ_MILE
12803,7567,1278.641433
12804,26540,499.7834397
12808,306,13.79372521
12809,3528,69.69164214
12810,627,9.442202277
12811,127,73.79430564
12812,150,2.421346592
12814,1574,34.58960554
12815,871,23.80301705
12816,4610,72.99385648
12817,2274,42.44517032
12819,403,13.90806184
12821,2750,495.6741168
12822,6200,94.19486182
12823,238,55.855433
12824,894,58.95542073
12827,3877,31.43292633
12828,9448,204.0296283
12831,17416,259.2399637
12832,7106,88.39957704
12833,4401,124.8652329
12834,6594,76.07466716
12835,2603,26.72402287
12836,574,13.06059296
12837,857,57.92497465
12838,608,119.661484
12839,13588,417.5142111
12841,77,4.538221253
12842,1166,6.148427036
12843,600,10.24310298
12844,199,72.70734381
12845,4842,109.329841
12846,3298,56.70661463
12847,605,1.373152486
12849,385,141.5961751
12850,2835,60.61966771
12851,366,3.293262309
12852,436,3.566812284
12853,1770,20.35629262
12855,259,1.421663071
12856,187,2.940667705
12857,498,11.59973912
12858,59,6.02902105
12859,2220,100.8311759
12860,748,46.49428145
12861,609,18.57216919
12862,17,7.302405498
12863,533,148.4679666
12864,36,171.4285714
12865,3663,50.62958714
12866,36915,550.8303863
12870,1509,14.1171848
12871,4084,137.2404059
12872,31,101.6393443
12873,736,34.85013495
12874,142,6.629937436
12878,719,8.401692024
12883,5025,62.92970658
12884,486,975.9036145
12885,4602,64.07507449
12886,269,18.57991435
12887,4972,59.43103036
12901,33439,440.2764977
12903,1217,2105.536332
12910,2148,33.07668617
12911,36,413.7931034
12912,1998,22.10861771
12913,1157,42.65909594
12914,1044,32.72727273
12916,2135,51.49169139
12917,1403,32.56807261
12918,2381,60.59757711
12919,3037,79.07618601
12920,2842,30.62665014
12921,2410,72.54884253
12922,65,1.478347889
12923,632,12.06429199
12924,158,58.02423797
12926,2208,45.54455446
12927,224,2.02524321
12928,2028,26.86199452
12929,3938,3306.465155
12930,634,17.53027706
12932,1236,19.39492845
12933,17,629.6296296
12934,1074,18.2491674
12935,1748,17.72621716
12936,599,19.44173969
12937,1572,48.03520137
12939,205,49.56479691
12941,1428,35.28190937
12942,646,12.20364598
12943,459,4.456094364
12944,4080,45.27246702
12945,638,19.21513116
12946,5492,42.41254151
12950,929,19.70725499
12952,546,18.93138241
12953,15836,75.25972113
12955,381,12.41649014
12956,1259,139.7181223
12957,1726,54.01683723
12958,1929,51.92462988
12959,1369,35.43969557
12960,1148,37.76067364
12961,180,44.98875281
12962,5499,127.862906
12964,161,4.666937214
12965,516,54.11641321
12966,2915,33.83319019
12967,1223,32.52054139
12969,423,4.287712612
12970,963,19.15388746
12972,6364,76.92586638
12973,187,5.240003363
12974,1599,198.9548339
12975,265,92.91725105
12976,260,6.776127183
12977,1753,195.9754053
12978,403,154.1698546
12979,2304,677.6470588
12980,1304,5.098051481
12981,2253,21.25411545
12983,7494,35.60095012
12985,1072,19.37291045
12986,6120,27.05247384
12987,201,32.41412675
12989,1010,6.835732608
12992,4778,75.16478676
12993,1623,22.52164742
12996,2086,40.98795512
12997,1239,18.99228965
12998,526,43.69496594
13020,150,320.5128205
13021,39506,328.679823
13024,1733,41261.90476
13026,1914,67.99047991
13027,31637,464.8466771
13028,1350,72.23886986
13029,7109,401.1171923
13030,3892,292.1921922
13031,15551,639.8271961
13032,12790,156.8920892
13033,3556,57.6813898
13034,1989,81.84511563
13035,8617,115.2221004
13036,8680,177.9198951
13037,8897,217.3286433
13039,17537,776.1108161
13040,2758,28.69747987
13041,10705,586.2220032
13042,2356,70.30107719
13044,2512,90.4410441
13045,30112,282.5322062
13051,153,648.3050847
13052,1679,34.6592903
13053,5015,151.0951764
13054,1582,71.57723283
13057,14992,538.370381
13060,2806,175.4627314
13061,1040,40.01847006
13062,173,961.1111111
13063,1898,54.5810088
13064,64,359.5505618
13066,12390,827.4894811
13068,5368,104.9811276
13069,24931,232.5197489
13071,1023,41.2200822
13072,1123,23.86822529
13073,6423,116.9924045
13074,4488,105.6969925
13076,2393,156.323491
13077,6735,95.45068027
13078,9866,253.3836711
13080,3631,129.419732
13081,1169,40.36881
13082,4871,206.6522422
13083,1809,31.18911743
13084,4409,102.5205785
13087,168,819.5121951
13088,22156,2783.766805
13090,30124,2000.664143
13092,2606,53.7053829
13101,2508,64.13338107
13102,85,1465.517241
13103,326,953.2163743
13104,15567,329.5300593
13108,6175,211.6610681
13110,2338,95.14120615
13111,1700,63.88575723
13112,1973,97.41285672
13113,287,552.9865125
13114,6356,101.0733879
13115,224,482.7586207
13116,3457,2616.956851
13117,188,230.6748466
13118,6382,62.27070486
13120,2328,136.1562756
13122,1174,62.7337822
13123,314,132.7134404
13124,124,26.46744931
13126,37205,369.2034415
13131,3895,73.58497695
13132,4244,178.8754952
13134,119,1433.73494
13135,6617,207.1372672
13136,534,28.64653184
13138,61,1525
13140,4488,85.85858586
13141,596,45.48229548
13142,6451,91.46332818
13143,2873,66.51386767
13144,1531,39.84074113
13145,1926,115.4399425
13146,2443,44.92377853
13147,1281,35.69637184
13148,10750,178.978739
13152,7941,122.8135294
13153,399,446.3087248
13155,663,32.41895262
13156,2000,66.73562681
13157,695,1252.252252
13158,1855,25.99531944
13159,5184,66.38069019
13160,2027,95.25823582
13162,385,219.123506
13163,339,638.4180791
13164,2338,217.975014
13165,10741,157.9953812
13166,5610,137.4359979
13167,3342,97.93119616
13202,5438,5448.897796
13203,16029,9428.823529
13204,19931,4521.551724
13205,19201,5565.507246
13206,16443,4160.678138
13207,13897,4497.411003
13208,22854,5475.323431
13209,13243,1040.870864
13210,27606,6045.992116
13211,6517,1383.651805
13212,20356,1921.827795
13214,8793,2405.745554
13215,15245,449.2147214
13219,15363,3098.00363
13224,8891,2984.558577
13290,0,0
13301,98,40.11461318
13302,1610,36.45833333
13303,1153,32.57982481
13304,1684,96.85954216
13305,293,305.5265902
13308,3625,93.77829518
13309,5889,40.48591346
13310,624,82.32189974
13312,331,5.193297352
13313,526,233.6739227
13314,443,114.3225806
13315,1419,28.90020367
13316,6460,39.81829053
13317,3784,82.03260493
13318,1325,52.20029153
13319,1079,1217.832957
13320,2018,26.25484635
13321,1049,1299.876084
13322,1076,88.58154277
13323,11323,297.6525328
13324,2149,18.00661946
13325,866,11.19007624
13326,5561,58.29873779
13327,2056,15.40975251
13328,1267,79.86636409
13329,3889,73.45774621
13331,189,2.34293648
13332,2460,50.01626545
13333,62,36.44914756
13334,1374,47.23272602
13335,1590,41.67321906
13337,790,42.70731971
13338,1206,4.961043876
13339,6941,64.16810731
13340,8205,141.773508
13341,102,554.3478261
13342,165,20.78085642
13343,1658,29.51228195
13345,177,35.83721401
13346,6735,178.146326
13348,1469,39.7316961
13350,10093,331.7773906
13352,65,386.9047619
13353,86,0.434529975
13354,3342,64.16927478
13355,905,31.09004088
13357,11096,351.7849217
13360,333,5.4003211
13361,824,29.09193617
13362,60,217.3913043
13363,2315,109.2599585
13364,243,82.20568336
13365,8906,66.41609617
13367,8830,19.47683844
13368,1118,24.52614953
13402,1534,60.42224673
13403,7372,276.0428368
13404,236,80.10862186
13406,725,66.4527956
13407,5453,100.4439205
13408,4280,113.7027788
13409,2374,68.88347261
13410,241,2190.909091
13411,3264,47.68095829
13413,16135,811.2116642
13415,77,38.90853967
13416,2271,43.66887799
13417,3305,2536.454336
13418,255,48.88803681
13420,1266,5.816811781
13421,14125,336.2294692
13424,2725,244.4384643
13425,1970,77.15505424
13428,1635,103.6515785
13431,2069,56.1358765
13433,1820,41.73354735
13435,286,1375
13436,108,2.817121841
13437,460,4.785435631
13438,3789,44.15363461
13439,3950,45.86889624
13440,42986,380.8081077
13441,51,14.2021721
13450,104,43.67912642
13452,4629,60.6588741
13454,826,19.18699187
13456,4164,148.3328584
13459,2222,43.64307741
13460,4429,61.94492231
13461,3083,1330.025884
13464,1189,31.00714546
13468,451,46.37055316
13469,847,210.853871
13470,725,10.83480288
13471,3540,37.72499121
13472,310,21.46071305
13473,766,16.60344641
13475,28,1866.666667
13476,3032,141.9741525
13477,1452,71.7037037
13478,3083,86.14619426
13480,3532,65.71285047
13483,256,36.99421965
13484,176,69.01960784
13485,1132,25.62825447
13486,815,27.67308411
13488,98,23.42256214
13489,658,15.41019696
13490,1361,115.0173244
13491,3641,50.32550554
13492,11596,768.9655172
13493,2070,27.77069722
13494,314,17.93363413
13495,2144,2455.899198
13501,38546,4405.760658
13502,33257,618.5967784
13601,38158,271.1703005
13602,3881,398.0512821
13603,9760,1789.840455
13605,4777,59.1652217
13606,2716,77.26225358
13607,1822,102.2389316
13608,1719,43.39703618
13612,2852,160.6308082
13613,2726,32.72351868
13614,357,39.82152817
13615,1271,331.075801
13616,1880,339.3501805
13617,11299,88.48912975
13618,1711,33.9726789
13619,10901,100.0027521
13620,2197,47.47498757
13621,650,23.89178858
13622,2432,41.80705494
13623,49,123.7373737
13624,5457,86.05898123
13625,1868,33.75070013
13626,2267,22.82957876
13628,220,1195.652174
13630,1525,31.76752422
13633,345,17.41896395
13634,3984,90.21330556
13635,1092,19.64876925
13636,282,87.90523691
13637,4491,127.4910577
13638,378,309.8360656
13639,243,12.54064097
13640,271,21.93266429
13641,91,293.5483871
13642,10088,55.70833748
13643,19,527.7777778
13646,2211,20.56667659
13647,69,758.2417582
13648,2424,13.22415044
13650,1391,33.7122222
13651,127,51.87908497
13652,1815,27.30555138
13654,2461,36.99806065
13655,3512,173.6980068
13656,2861,33.62915075
13658,2357,29.94689096
13659,593,10.43628236
13660,1891,35.1643856
13661,1646,35.72513782
13662,16582,186.6417541
13664,399,406.3136456
13665,882,20.34414356
13666,266,6.799591002
13667,3181,64.13047861
13668,3329,90.57517549
13669,16452,160.8572797
13670,430,5.916345625
13672,602,4.827624921
13673,2249,64.43756805
13674,126,222.2222222
13675,160,151.9468186
13676,16646,104.3570936
13677,93,474.4897959
13678,211,268.7898089
13679,1853,29.65891448
13680,1244,35.39520856
13681,897,26.54238793
13682,877,27.97626643
13684,1131,7.163668609
13685,2272,112.6481234
13687,479,3.563563861
13690,846,16.38233187
13691,3176,43.97673775
13692,27,98.9010989
13693,503,25.97872121
13694,1507,67.42729306
13695,134,7.881889301
13696,87,46.72395274
13697,2281,34.81379731
13730,2805,57.19937193
13731,1162,12.96339681
13732,8153,247.4279992
13733,5216,57.4879866
13734,2287,63.14016731
13736,2338,38.54079093
13739,953,23.66643489
13740,554,14.00085926
13743,3806,64.82049186
13744,1137,98.12721153
13746,2539,91.54497927
13748,3800,286.9873877
13750,1092,40.56614287
13751,189,96.03658537
13752,782,16.11706513
13753,5848,62.39730266
13754,3310,41.58343698
13755,1228,21.35132316
13756,613,13.36123281
13757,1045,28.09517408
13760,44264,900.0223664
13774,201,70.67510549
13775,1631,30.7237313
13776,513,90.23746702
13777,727,120.7841834
13778,5948,61.40124495
13780,1045,47.17619972
13782,755,20.56828398
13783,2670,23.36428153
13784,172,367.5213675
13786,464,29.92004127
13787,3629,57.0247804
13788,991,28.05855205
13790,19104,659.6001795
13794,105,146.2395543
13795,3800,186.6863179
13796,1236,55.40364875
13797,2250,67.56959668
13801,1398,20.39238568
13802,718,71.40726007
13803,3975,44.31240524
13804,391,25.72199197
13806,205,66.25727214
13807,1199,50.3591079
13808,1771,48.12630778
13809,1517,50.43721116
13810,1149,28.70490657
13811,4354,68.63718767
13812,2348,74.3720503
13813,977,35.07323377
13815,13999,130.5304577
13820,22455,209.2711158
13825,3442,60.8729485
13826,58,69.2124105
13827,11759,128.4968092
13830,5042,45.63432802
13832,709,25.56336759
13833,4255,119.074271
13834,118,339.0804598
13835,1511,35.79381248
13838,4409,427.850558
13839,1405,35.34235549
13841,529,44.4015444
13842,695,55.64006084
13843,1888,34.69567774
13844,724,30.17798341
13845,83,213.9175258
13846,305,37.51076128
13847,67,20.55845351
13849,4551,68.71715891
13850,22004,430.2109606
13856,6596,35.63613967
13859,182,379.1666667
13860,94,102.6200873
13861,432,97.95918367
13862,4189,74.13765641
13863,688,45.27209318
13864,1149,43.11444653
13865,6371,57.74965782
13901,19773,851.5503876
13902,6177,8675.561798
13903,18763,473.7293913
13904,9579,412.887931
13905,28026,1036.234563
14001,9464,143.587565
14004,12704,265.0532026
14005,1986,59.42015977
14006,9858,381.0444127
14008,1467,59.99509243
14009,5672,76.55037452
14011,9822,147.0271241
14012,2362,73.4178789
14013,1751,43.2377707
14020,23306,337.254902
14024,1688,26.71816139
14025,3039,135.7059927
14026,674,889.182058
14028,1595,117.8252198
14030,1807,90.95484975
14031,9392,501.7898167
14032,7989,344.2644144
14033,2219,128.3623532
14034,2742,106.7092154
14035,125,548.245614
14036,5201,96.00546388
14037,1166,67.37158375
14039,101,54.06852248
14040,2217,75.85192281
14041,237,104.2216359
14042,3969,86.95175919
14043,24742,2845.870715
14047,6440,491.4529915
14048,15072,646.7836759
14051,19533,1195.556372
14052,17329,279.680439
14054,1344,54.06710113
14055,1405,43.45002474
14057,8116,168.3957175
14058,2285,57.34434211
14059,8933,331.5641007
14060,443,24.96759285
14061,349,364.3006263
14062,3329,46.01752785
14063,14870,294.9226497
14065,1896,50.84200365
14066,1318,32.62780047
14067,5040,101.8181818
14068,7150,2053.417576
14069,844,99.10756224
14070,6732,131.7107529
14072,20374,720.591356
14075,41937,1062.180234
14080,4330,81.88505834
14081,3095,88.01114713
14082,426,42.90462282
14085,7353,1057.225018
14086,31847,940.0773386
14091,1079,50.7501999
14092,11086,562.5126852
14094,50666,415.526687
14098,2958,64.22615946
14101,1905,44.8974782
14102,1281,336.3970588
14103,11183,139.8749218
14105,4566,96.94473343
14108,5882,217.1280915
14109,1117,2351.578947
14111,3352,92.93041309
14112,85,2125
14113,703,41.30192116
14120,45100,1370.737341
14125,3782,107.6817949
14126,588,1026.17801
14127,29961,728.3932609
14129,1591,51.49367252
14130,265,243.3425161
14131,5283,125.0414201
14132,6218,221.4466327
14134,104,122.4970554
14135,119,115.1984511
14136,5033,217.3612611
14138,2018,43.06169046
14139,2125,89.06865622
14141,7728,109.6030294
14143,1214,83.94993431
14145,1618,57.51252977
14150,41676,2789.184848
14167,1663,44.14770766
14168,36,900
14169,151,490.2597403
14170,2286,185.4616258
14171,2077,40.73187951
14172,3200,129.9281335
14173,396,683.9378238
14174,5794,237.1868348
14201,11549,11278.32031
14202,3911,4655.952381
14203,1618,611.258028
14204,8691,4839.08686
14206,20751,4282.972136
14207,23552,6034.332565
14208,11125,8198.231393
14209,7926,8662.295082
14210,14694,4584.711388
14211,22611,5584.341813
14212,10641,5585.826772
14213,24465,10815.64987
14214,19775,6868.704411
14215,39999,8139.80464
14216,22431,8091.991342
14217,23480,7307.812014
14218,19039,2331.210971
14219,11536,1640.733893
14220,24227,6370.496976
14221,53555,2328.680755
14222,14046,11025.11774
14223,22665,6604.020979
14224,39889,1966.33146
14225,33385,2819.202837
14226,29267,4230.557965
14227,23426,2712.912565
14228,20857,1319.061472
14261,5713,4895.45844
14301,12817,7665.669856
14302,107,7642.857143
14303,5981,2435.260586
14304,30389,1369.675936
14305,16898,2058.221681
14411,14491,127.9185756
14414,7142,181.7071619
14415,132,90.90909091
14416,3817,102.5220918
14418,1325,35.4628911
14420,20467,337.9344506
14422,2468,72.54769394
14423,4799,95.07488708
14424,27007,212.3809599
14425,10717,573.7766356
14427,1964,65.02234729
14428,8096,158.3229036
14432,5726,148.1960764
14433,4629,69.95511629
14435,2941,80.27623103
14437,11415,91.98153117
14441,325,925.9259259
14445,8019,4231.662269
14450,41104,1292.131653
14454,11073,218.7302465
14456,20087,257.49593
14462,655,54.66533133
14464,7524,245.4251884
14466,1719,99.80260102
14467,9105,845.0900316
14468,17813,335.6130831
14469,6220,94.30672428
14470,8016,125.0350959
14471,2672,98.48512771
14472,8598,196.6965593
14475,234,153.3420708
14476,2288,92.29900359
14477,1732,66.16495397
14478,1595,136.2898402
14479,275,185.8108108
14480,833,643.74034
14481,1820,76.57032269
14482,8275,141.4288156
14485,4267,120.7174583
14486,308,54.67779159
14487,6025,180.3730204
14489,7192,106.3071852
14502,10691,286.6142999
14504,1701,1494.727592
14505,5393,136.1731138
14506,1325,459.9097536
14507,1351,41.28342246
14510,4895,70.01158517
14511,497,215.0584163
14512,4721,45.9415537
14513,13976,297.9703224
14514,6389,1706.919583
14516,2365,83.49514563
14517,2883,84.45876666
14519,11581,283.9176269
14521,2761,73.05005821
14522,9565,204.3323151
14525,2865,62.82205898
14526,19804,1183.741781
14527,12820,94.657954
14529,67,171.7948718
14530,5575,113.0854581
14532,4431,109.0224639
14533,2000,62.23356256
14534,31426,971.4674333
14536,687,37.70167929
14537,207,612.4260355
14539,242,1141.509434
14541,4129,83.88695882
14542,97,52.40410589
14543,3152,125.238398
14544,2101,74.4138273
14545,173,120.5574913
14546,4695,137.441452
14548,4249,141.2754356
14549,91,812.5
14550,1537,76.84231577
14551,5651,129.3430991
14555,974,310.5867347
14559,18057,424.6907192
14560,2164,55.72006077
14561,3086,59.48800987
14564,14487,344.0847446
14568,6048,254.7491681
14569,6211,81.41516359
14571,1176,64.06973577
14572,5081,67.98961623
14580,50587,1187.599775
14585,120,2400
14586,10256,919.9031303
14588,749,3107.883817
14589,7854,179.2618629
14590,5446,80.64563898
14591,1748,43.25554923
14592,110,658.6826347
14604,1743,4775.342466
14605,12610,6978.417266
14606,28255,2904.502467
14607,16223,9627.893175
14608,12268,7014.293882
14609,42571,5867.006615
14610,14233,3287.826288
14611,17396,6008.981002
14612,34515,2020.902863
14613,14730,8062.397373
14614,1224,5037.037037
14615,16099,2786.740523
14616,28534,4802.086839
14617,22789,2967.317708
14618,22920,2368.013225
14619,14749,10129.80769
14620,25141,5613.083278
14621,33802,8198.399224
14622,12108,2627.604167
14623,27173,1423.788315
14624,36296,1299.67415
14625,10387,1359.199163
14626,30041,2203.550209
14627,2320,15064.93506
14701,40730,440.8819805
14706,6356,80.67627945
14707,239,120.1608849
14708,183,17.43189179
14709,1535,30.35456505
14710,3540,73.193425
14711,1766,44.17208604
14712,3342,128.4051178
14714,487,26.79504814
14715,2747,63.24829619
14716,3104,250.3831572
14717,636,23.32404283
14718,2163,65.58520315
14719,3497,37.07158834
14720,675,2755.102041
14721,230,61.89451023
14722,153,462.2356495
14723,1295,29.94635094
14724,2540,34.1838932
14726,2156,53.01465526
14727,5450,50.13799448
14728,1031,38.47732786
14729,948,26.8806533
14731,1576,34.40447083
14732,211,94.32275369
14733,3833,138.26065
14735,2751,33.198576
14736,282,53.96096441
14737,4252,38.570042
14738,3651,55.48210622
14739,2903,36.67951229
14740,1431,54.93493032
14741,1873,30.4142377
14742,314,1395.555556
14743,1783,41.0403959
14744,2094,120.1376936
14747,2289,52.58563257
14748,746,41.67132164
14750,4426,398.7746644
14752,169,673.3067729
14753,1166,21.19113825
14754,667,40.14928068
14755,2916,38.67579182
14756,110,802.919708
14757,3487,75.49743434
14760,18775,295.8836322
14767,2088,39.14217157
14769,919,100.800702
14770,2963,100.0202538
14772,4255,57.60665015
14774,151,848.3146067
14775,2537,46.94844369
14777,667,46.46788352
14778,1453,3501.204819
14779,6932,61.50897523
14781,2225,30.64231807
14782,2401,43.69188215
14783,320,12.84263756
14784,1033,35.6834433
14787,5121,121.9053514
14788,163,776.1904762
14801,5475,50.38977295
14802,4135,3975.961538
14803,1174,47.10319371
14804,1479,26.46932493
14805,1100,39.77580908
14806,2269,33.01179928
14807,3076,45.47201608
14808,591,175.4229742
14809,2552,45.78974755
14810,12356,102.2873085
14812,3478,44.85253343
14813,2520,41.43782682
14814,1931,224.3262082
14815,946,54.63786531
14816,520,135.0298624
14817,2380,59.06586589
14818,1745,46.78409609
14819,733,17.76323761
14820,784,25.50422902
14821,3314,61.07967636
14822,1169,23.63382731
14823,3754,48.4087275
14824,678,29.9020905
14825,919,54.47540012
14826,2216,36.42580051
14827,191,2122.222222
14830,19850,220.8770544
14836,1009,33.67037074
14837,5648,70.88086543
14838,1956,54.28206694
14839,793,18.00186148
14840,3061,52.01094252
14841,915,46.67414813
14842,938,56.06359453
14843,13043,129.6856046
14845,20453,256.2358277
14846,792,23.18501171
14847,2398,61.52977703
14850,63886,507.1967863
14853,2755,11673.72881
14854,37,1608.695652
14855,956,34.13432356
14856,215,570.2917772
14858,1598,44.2414175
14859,1029,33.02204679
14860,1039,49.50447875
14861,1404,41.04303087
14864,1307,104.9630581
14865,2607,130.7422267
14867,5569,83.03141447
14869,1378,68.36334772
14870,9821,160.2094582
14871,5456,95.42632269
14872,605,94.09020218
14873,2448,33.13167404
14874,250,107.9447323
14877,401,9.482595535
14878,781,48.69380884
14879,2398,55.6122449
14880,1668,30.28872344
14881,192,156.2245728
14882,3826,115.14732
14883,4136,57.28690545
14884,273,14.24694708
14885,873,20.76741918
14886,6753,87.01086186
14889,1590,35.37263626
14891,4149,79.53303813
14892,8189,190.9926299
14893,6,260.8695652
14894,1454,128.9464349
14895,9616,84.6672654
14897,980,38.38320539
14898,1734,29.70144396
14901,16736,447.6302557
14903,7567,362.6126126
14904,16269,2896.385971
14905,9070,2177.148344
15001,31964,532.3252173
15003,11861,1816.664114
15004,351,1121.405751
15005,9450,601.1832814
15006,240,975.6097561
15007,323,967.0658683
15009,15082,614.6385198
15010,28425,568.0342119
15012,15905,474.0261676
15014,3184,6267.716535
15015,1175,1255.34188
15017,16213,1242.946949
15018,821,435.7749469
15019,1719,75.72353641
15020,231,175
15021,7352,80.33041236
15022,10340,572.5676948
15024,9029,539.4634642
15025,15944,962.9763846
15026,3390,101.5578191
15027,2201,1528.472222
15028,142,710
15030,1128,600
15031,513,1103.225806
15033,4910,2202.781516
15034,1792,1851.239669
15035,2129,5130.120482
15037,10894,411.7624825
15038,325,743.7070938
15042,8105,486.1444338
15043,2458,75.13602739
15044,27049,654.2582783
15045,4483,2833.754741
15046,2640,1258.941345
15047,151,790.5759162
15049,895,2076.566125
15050,2431,103.8400752
15051,461,556.763285
15052,3483,199.6675075
15053,154,1750
15054,375,2862.59542
15055,1360,2026.825633
15056,1140,1237.785016
15057,13930,254.7875551
15059,4193,297.6925808
15060,790,2408.536585
15061,12799,711.8860893
15062,7731,2300.208271
15063,11677,410.4826519
15064,382,464.1555286
15065,11588,936.0258481
15066,12785,591.0225592
15067,2281,1119.234544
15068,38785,859.8443701
15071,9956,543.2718542
15072,101,1485.294118
15074,8874,592.6272205
15075,128,5333.333333
15076,849,1163.013699
15077,198,175.6876664
15078,523,714.4808743
15081,475,1479.750779
15082,350,1118.210863
15083,952,259.8253275
15084,10130,364.1003522
15085,7944,831.136221
15086,300,184.2751843
15087,234,327.2727273
15088,535,2661.691542
15089,6262,327.2366221
15090,21202,1003.597463
15101,24292,1202.157668
15102,29529,2852.767849
15104,9038,3691.993464
15106,18536,1659.593518
15108,40153,1017.330057
15110,5565,3061.056106
15112,3292,3937.799043
15116,14427,1785.077951
15120,18931,4051.144875
15122,20131,1596.684645
15126,7014,315.0094314
15129,10920,1355.848026
15131,8240,1130.625686
15132,21472,3803.046405
15133,6432,2159.838818
15135,5139,1224.154359
15136,21849,1964.131607
15137,10228,1322.301228
15139,6307,3284.895833
15140,3294,6522.772277
15142,1163,799.8624484
15143,19660,534.0649788
15144,4142,1501.812908
15145,7132,3620.304569
15146,28323,1437.423873
15147,17395,1719.383216
15148,2814,2519.247986
15201,12713,5126.209677
15202,19685,4476.916079
15203,9949,6731.393775
15204,8329,4465.951743
15205,21865,2122.197418
15206,28615,5991.41541
15207,11268,2349.947862
15208,10406,6467.371038
15209,12438,2759.094942
15210,25954,5593.534483
15211,11081,7176.813472
15212,27895,4484.726688
15213,30844,14473.95589
15214,14352,3052.967454
15215,12615,2050.552666
15216,23350,6821.501607
15217,27220,7151.865476
15218,13851,5841.838887
15219,16696,7205.869659
15220,17718,3587.365864
15221,31060,5052.871319
15222,3294,4051.660517
15223,7236,3776.617954
15224,10141,10070.50645
15225,1084,708.0339647
15226,13974,5514.601421
15227,28156,4555.987055
15228,17595,5601.719198
15229,13825,3418.644906
15232,11374,14306.91824
15233,4451,3572.23114
15234,14056,4439.67151
15235,34580,2358.316852
15236,29724,2678.079106
15237,41895,1729.62596
15238,13162,804.0808846
15239,21024,1315.315315
15241,20395,1960.869147
15243,13406,4456.781915
15260,0,0
15290,0,0
15301,49331,404.6111448
15310,290,15.63763818
15311,1391,59.11099779
15312,3579,47.73718539
15313,377,537.037037
15314,3788,218.9089228
15315,776,586.5457294
15316,131,331.6455696
15317,36535,799.0682822
15320,5384,138.6521079
15321,1676,1537.614679
15322,2018,142.1026688
15323,4542,65.7089536
15324,632,1645.833333
15325,439,1814.049587
15327,1527,76.81472911
15329,1709,42.14861765
15330,5299,117.7058575
15331,1090,1430.446194
15332,8148,298.7351054
15333,2150,155.9326951
15334,113,59.59915612
15337,744,23.31192229
15338,1606,86.23281787
15340,1469,95.06244742
15341,869,17.66044791
15342,4818,1441.651706
15344,1450,101.2287071
15345,1642,84.60864636
15346,749,824.8898678
15347,582,978.1512605
15348,283,1746.91358
15349,1737,44.98601471
15350,425,8018.867925
15351,901,825.847846
15352,987,19.84438145
15353,64,1084.745763
15357,1661,206.5406615
15358,923,1092.307692
15359,174,1225.352113
15360,1731,67.62775434
15361,151,1589.473684
15362,767,29.63106046
15363,760,3290.04329
15364,869,23.35456476
15366,164,460.6741573
15367,8731,947.5797699
15368,473,2476.439791
15370,14870,100.472973
15376,1740,45.3125
15377,724,17.58220409
15378,106,1892.857143
15379,132,330
15380,719,18.5874567
15401,32288,553.7775491
15410,905,85.52258552
15411,661,37.77790478
15412,470,226.2879153
15413,551,745.6021651
15417,9469,433.4035152
15419,4492,2592.03693
15420,251,546.8409586
15421,112,516.1290323
15422,220,2444.444444
15423,1781,108.5313833
15424,2489,34.3438246
15425,19270,345.8425313
15427,1091,104.3519847
15428,1806,88.08037456
15429,126,406.4516129
15430,314,884.5070423
15431,4744,97.06592462
15432,427,667.1875
15433,741,51.60167131
15434,313,1337.606838
15435,437,397.996357
15436,2740,391.9324846
15437,2573,36.8608799
15438,2221,192.8286161
15440,349,23.0074494
15442,2105,140.3146247
15443,377,222.0259128
15444,517,818.0379747
15445,2693,128.2442021
15446,324,216.1440961
15447,181,462.915601
15448,192,200.4175365
15449,184,1179.487179
15450,2323,1458.254865
15451,955,93.96831644
15454,237,183.5786212
15455,298,741.2935323
15456,2976,390.0393185
15458,2379,151.9836453
15459,1763,52.83505155
15460,120,286.3961814
15461,4333,410.3608296
15462,398,281.8696884
15463,64,203.1746032
15464,1536,33.40946166
15466,458,1072.599532
15467,141,141
15468,2303,229.31395
15469,2331,68.6496834
15470,982,31.12815799
15472,306,1259.259259
15473,3862,165.6799657
15474,2049,292.0051304
15475,1356,419.5544554
15476,157,4131.578947
15477,855,4523.809524
15478,6446,102.6580242
15479,2113,99.55241461
15480,1946,107.5613531
15482,604,522.9437229
15483,513,1865.454545
15484,328,515.7232704
15486,2303,117.9573858
15489,389,416.9346195
15490,628,65.40304103
15492,108,179.1044776
15501,16861,125.8725075
15502,191,31.89180164
15510,2229,5912.466844
15520,293,432.7917282
15521,1872,52.60495701
15522,12036,64.24991059
15530,5368,61.3555835
15531,3861,65.45177149
15532,142,210.3703704
15533,1370,36.78049828
15534,932,19.21015747
15535,2203,13.96398395
15536,459,13.49841195
15537,7952,70.97021786
15538,824,11.07601317
15539,498,361.6557734
15540,290,8.056674538
15541,3721,103.4933526
15542,1175,35.89868932
15544,264,453.6082474
15545,2879,58.23809042
15546,386,500.6485084
15547,504,556.2913907
15550,1699,31.32028168
15551,860,23.94009409
15552,6115,58.57672449
15554,2553,71.58679864
15555,112,1493.333333
15557,3684,40.58341412
15558,2126,58.50141713
15559,1968,42.258965
15560,175,1315.789474
15561,168,293.7062937
15562,201,123.844732
15563,3345,58.92715582
15564,50,41.42502071
